,Asynchrony,IOI,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,Unnamed: 0,Unnamed: 0.1,User ID
0,-185.634,1327.359,2018-07-21 23:16:14.861022,-389.33666666666664,2018-07-21 23:16:13.533679,1,-217.876,-185.634,-354.8301818181818,128.58430240493448,2018-07-21 23:16:14.011709,171.2285282625816,2018-07-21 23:16:14.011709,H1a1,2018-07-21 23:16:14.197343,0,1,120.0
1,-403.51,1327.434,2018-07-21 23:16:16.188419,-389.33666666666664,2018-07-21 23:16:14.861022,1,167.06099999999995,-403.51,-354.8301818181818,128.58430240493448,2018-07-21 23:16:15.121192,171.2285282625816,2018-07-21 23:16:15.121192,H1a1,2018-07-21 23:16:15.524702,1,2,120.0
2,-236.449,1343.185,2018-07-21 23:16:17.523728,-389.33666666666664,2018-07-21 23:16:16.188419,1,-102.91699999999996,-236.449,-354.8301818181818,128.58430240493448,2018-07-21 23:16:16.615687,171.2285282625816,2018-07-21 23:16:16.615687,H1a1,2018-07-21 23:16:16.852136,2,3,120.0
3,-339.366,1327.477,2018-07-21 23:16:18.859060,-389.33666666666664,2018-07-21 23:16:17.523728,1,27.84299999999996,-339.366,-354.8301818181818,128.58430240493448,2018-07-21 23:16:17.855955,171.2285282625816,2018-07-21 23:16:17.855955,H1a1,2018-07-21 23:16:18.195321,3,4,120.0
4,-311.523,1327.389,2018-07-21 23:16:20.186492,-389.33666666666664,2018-07-21 23:16:18.859060,1,-25.510999999999967,-311.523,-354.8301818181818,128.58430240493448,2018-07-21 23:16:19.211275,171.2285282625816,2018-07-21 23:16:19.211275,H1a1,2018-07-21 23:16:19.522798,4,5,120.0
5,-337.034,1343.106,2018-07-21 23:16:21.521740,-389.33666666666664,2018-07-21 23:16:20.186492,1,-36.947,-337.034,-354.8301818181818,128.58430240493448,2018-07-21 23:16:20.513153,171.2285282625816,2018-07-21 23:16:20.513153,H1a1,2018-07-21 23:16:20.850187,5,6,120.0
6,-373.981,1327.561,2018-07-21 23:16:22.857073,-389.33666666666664,2018-07-21 23:16:21.521740,1,43.74000000000001,-373.981,-354.8301818181818,128.58430240493448,2018-07-21 23:16:21.819312,171.2285282625816,2018-07-21 23:16:21.819312,H1a1,2018-07-21 23:16:22.193293,6,7,120.0
7,-330.241,1327.344,2018-07-21 23:16:24.184526,-389.33666666666664,2018-07-21 23:16:22.857073,1,,-330.241,-354.8301818181818,128.58430240493448,2018-07-21 23:16:23.190613,171.2285282625816,2018-07-21 23:16:23.190613,H1a1,2018-07-21 23:16:23.520854,7,8,120.0
8,-768.908,1343.236,2018-07-21 23:16:25.519816,-389.33666666666664,2018-07-21 23:16:24.184526,1,,,-354.8301818181818,128.58430240493448,,171.2285282625816,2018-07-21 23:16:24.079290,H1a1,2018-07-21 23:16:24.848198,8,9,120.0
9,-245.211,1327.3770000000004,2018-07-21 23:16:26.855122,-389.33666666666664,2018-07-21 23:16:25.519816,1,-246.669,-245.211,-354.8301818181818,128.58430240493448,2018-07-21 23:16:25.946223,171.2285282625816,2018-07-21 23:16:25.946223,H1a1,2018-07-21 23:16:26.191434,9,10,120.0
10,-491.88,1327.444,2018-07-21 23:16:28.182533,-389.33666666666664,2018-07-21 23:16:26.855122,1,-156.423,-491.88,-354.8301818181818,128.58430240493448,2018-07-21 23:16:27.026931,171.2285282625816,2018-07-21 23:16:27.026931,H1a1,2018-07-21 23:16:27.518811,10,11,120.0
