,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
0,1,-185.63400000000001,2018-07-21 23:16:14.011709,H1a1,2018-07-21 23:16:14.197343,120.0,1327.359,2018-07-21 23:16:14.861022,2018-07-21 23:16:13.533679,2018-07-21 23:16:14.011709,-185.63400000000001,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,-217.87599999999998
1,2,-403.51,2018-07-21 23:16:15.121192,H1a1,2018-07-21 23:16:15.524702,120.0,1327.434,2018-07-21 23:16:16.188419,2018-07-21 23:16:14.861022,2018-07-21 23:16:15.121192,-403.51,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,167.06099999999995
2,3,-236.449,2018-07-21 23:16:16.615687,H1a1,2018-07-21 23:16:16.852136,120.0,1343.185,2018-07-21 23:16:17.523728,2018-07-21 23:16:16.188419,2018-07-21 23:16:16.615687,-236.449,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,-102.91699999999996
3,4,-339.366,2018-07-21 23:16:17.855955,H1a1,2018-07-21 23:16:18.195321,120.0,1327.477,2018-07-21 23:16:18.859060,2018-07-21 23:16:17.523728,2018-07-21 23:16:17.855955,-339.366,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,27.84299999999996
4,5,-311.52299999999997,2018-07-21 23:16:19.211275,H1a1,2018-07-21 23:16:19.522798,120.0,1327.389,2018-07-21 23:16:20.186492,2018-07-21 23:16:18.859060,2018-07-21 23:16:19.211275,-311.52299999999997,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,-25.510999999999967
5,6,-337.034,2018-07-21 23:16:20.513153,H1a1,2018-07-21 23:16:20.850187,120.0,1343.106,2018-07-21 23:16:21.521740,2018-07-21 23:16:20.186492,2018-07-21 23:16:20.513153,-337.034,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,-36.946999999999996
6,7,-373.981,2018-07-21 23:16:21.819312,H1a1,2018-07-21 23:16:22.193293,120.0,1327.5610000000001,2018-07-21 23:16:22.857073,2018-07-21 23:16:21.521740,2018-07-21 23:16:21.819312,-373.981,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,43.74000000000001
7,8,-330.241,2018-07-21 23:16:23.190613,H1a1,2018-07-21 23:16:23.520854,120.0,1327.344,2018-07-21 23:16:24.184526,2018-07-21 23:16:22.857073,2018-07-21 23:16:23.190613,-330.241,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,
8,9,-768.908,2018-07-21 23:16:24.079290,H1a1,2018-07-21 23:16:24.848198,120.0,1343.236,2018-07-21 23:16:25.519816,2018-07-21 23:16:24.184526,,,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,
9,10,-245.21099999999998,2018-07-21 23:16:25.946223,H1a1,2018-07-21 23:16:26.191434,120.0,1327.3770000000002,2018-07-21 23:16:26.855122,2018-07-21 23:16:25.519816,2018-07-21 23:16:25.946223,-245.21099999999998,-354.8301818181818,128.58430240493448,-389.3366666666666,171.2285282625816,1,-246.669
