,Asynchrony,IOI,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,Unnamed: 0,Unnamed: 0.1,User ID
0,988.148,1343.314,2018-07-21 23:08:56.451341,1031.6618333333333,2018-07-21 23:08:55.115975,0,-205.036,-150.13,-267.5505,143.75596247650205,2018-07-21 23:08:55.629554,158.59373991418983,2018-07-21 23:08:56.767832,H1a1,2018-07-21 23:08:55.779684,0,1,119
1,1008.048,1327.269,2018-07-21 23:08:57.786633,1031.6618333333333,2018-07-21 23:08:56.451341,0,35.94499999999999,-355.166,-267.5505,143.75596247650205,2018-07-21 23:08:56.767832,158.59373991418983,2018-07-21 23:08:58.131046,H1a1,2018-07-21 23:08:57.122998,1,2,119
2,954.021,1327.45,2018-07-21 23:08:59.113992,1031.6618333333333,2018-07-21 23:08:57.786633,0,-54.20799999999997,-319.221,-267.5505,143.75596247650205,2018-07-21 23:08:58.131046,158.59373991418983,2018-07-21 23:08:59.404288,H1a1,2018-07-21 23:08:58.450267,2,3,119
3,1018.651,1343.297,2018-07-21 23:09:00.449366,1031.6618333333333,2018-07-21 23:08:59.113992,0,48.78299999999996,-373.429,-267.5505,143.75596247650205,2018-07-21 23:08:59.404288,158.59373991418983,2018-07-21 23:09:00.796368,H1a1,2018-07-21 23:08:59.777717,3,4,119
4,1063.367,1327.257,2018-07-21 23:09:01.784643,1031.6618333333333,2018-07-21 23:09:00.449366,0,60.75600000000003,-324.646,-267.5505,143.75596247650205,2018-07-21 23:09:00.796368,158.59373991418983,2018-07-21 23:09:02.184381,H1a1,2018-07-21 23:09:01.121014,4,5,119
5,1427.069,1327.4029999999998,2018-07-21 23:09:03.111973,1031.6618333333333,2018-07-21 23:09:01.784643,0,363.556,-263.89,-267.5505,143.75596247650205,2018-07-21 23:09:02.184381,158.59373991418983,2018-07-21 23:09:03.875340,H1a1,2018-07-21 23:09:02.448271,5,6,119
6,1200.849,1327.3470000000002,2018-07-21 23:09:04.439347,1031.6618333333333,2018-07-21 23:09:03.111973,0,-226.164,99.666,-267.5505,143.75596247650205,2018-07-21 23:09:03.875340,158.59373991418983,2018-07-21 23:09:04.976523,H1a1,2018-07-21 23:09:03.775674,6,7,119
7,1023.961,1343.451,2018-07-21 23:09:05.774747,1031.6618333333333,2018-07-21 23:09:04.439347,0,-192.99200000000002,-126.498,-267.5505,143.75596247650205,2018-07-21 23:09:04.976523,158.59373991418983,2018-07-21 23:09:06.126982,H1a1,2018-07-21 23:09:05.103021,7,8,119
8,912.923,1327.425,2018-07-21 23:09:07.110184,1031.6618333333333,2018-07-21 23:09:05.774747,0,-95.012,-319.49,-267.5505,143.75596247650205,2018-07-21 23:09:06.126982,158.59373991418983,2018-07-21 23:09:07.359395,H1a1,2018-07-21 23:09:06.446472,8,9,119
9,1022.507,1327.2089999999996,2018-07-21 23:09:08.437502,1031.6618333333333,2018-07-21 23:09:07.110184,0,109.8,-414.502,-267.5505,143.75596247650205,2018-07-21 23:09:07.359395,158.59373991418983,2018-07-21 23:09:08.796404,H1a1,2018-07-21 23:09:07.773897,9,10,119
10,984.896,1343.494,2018-07-21 23:09:09.772853,1031.6618333333333,2018-07-21 23:09:08.437502,0,-53.89600000000002,-304.702,-267.5505,143.75596247650205,2018-07-21 23:09:08.796404,158.59373991418983,2018-07-21 23:09:10.086002,H1a1,2018-07-21 23:09:09.101106,10,11,119
11,775.502,1327.287,2018-07-21 23:09:11.108244,1031.6618333333333,2018-07-21 23:09:09.772853,0,,-358.598,-267.5505,143.75596247650205,2018-07-21 23:09:10.086002,158.59373991418983,2018-07-21 23:09:11.220102,H1a1,2018-07-21 23:09:10.444600,11,12,119
12,-72.405,655.668,2018-07-21 23:10:19.698195,-25.13826086956521,2018-07-21 23:10:19.034461,1,-70.19999999999999,-72.405,-156.89713636363638,43.744699780490905,2018-07-21 23:10:19.297956,265.75597437297404,2018-07-21 23:10:19.297956,H1a2,2018-07-21 23:10:19.370361,12,1,119
13,-142.605,671.637,2018-07-21 23:10:20.361847,-25.13826086956521,2018-07-21 23:10:19.698195,1,16.007999999999996,-142.605,-156.89713636363638,43.744699780490905,2018-07-21 23:10:19.883424,265.75597437297404,2018-07-21 23:10:19.883424,H1a2,2018-07-21 23:10:20.026029,13,2,119
