,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
0,1,-265.084,2018-07-20 21:16:06.657997,H1a1,2018-07-20 21:16:06.923081,128,1343.1629999999998,2018-07-20 21:16:07.594663,2018-07-20 21:16:06.259356,2018-07-20 21:16:06.657997,-265.084,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,-152.195
1,2,-417.279,2018-07-20 21:16:07.848965,H1a1,2018-07-20 21:16:08.266244,128,1327.776,2018-07-20 21:16:08.930132,2018-07-20 21:16:07.594663,2018-07-20 21:16:07.848965,-417.279,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,121.801
2,3,-295.478,2018-07-20 21:16:09.298542,H1a1,2018-07-20 21:16:09.594020,128,1327.4579999999999,2018-07-20 21:16:10.257749,2018-07-20 21:16:08.930132,2018-07-20 21:16:09.298542,-295.478,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,113.324
3,4,-182.15400000000002,2018-07-20 21:16:10.739324,H1a1,2018-07-20 21:16:10.921478,128,1327.165,2018-07-20 21:16:11.585060,2018-07-20 21:16:10.257749,2018-07-20 21:16:10.739324,-182.15400000000002,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,-217.593
4,5,-399.74699999999996,2018-07-20 21:16:11.848896,H1a1,2018-07-20 21:16:12.248643,128,1343.618,2018-07-20 21:16:12.920452,2018-07-20 21:16:11.585060,2018-07-20 21:16:11.848896,-399.74699999999996,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,15.840000000000034
5,6,-383.907,2018-07-20 21:16:13.208354,H1a1,2018-07-20 21:16:13.592261,128,1327.361,2018-07-20 21:16:14.255942,2018-07-20 21:16:12.920452,2018-07-20 21:16:13.208354,-383.907,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,56.26900000000001
6,7,-327.638,2018-07-20 21:16:14.591984,H1a1,2018-07-20 21:16:14.919622,128,1327.471,2018-07-20 21:16:15.583358,2018-07-20 21:16:14.255942,2018-07-20 21:16:14.591984,-327.638,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,39.84199999999999
7,8,-287.796,2018-07-20 21:16:15.959297,H1a1,2018-07-20 21:16:16.247093,128,1343.586,2018-07-20 21:16:16.918886,2018-07-20 21:16:15.583358,2018-07-20 21:16:15.959297,-287.796,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,-143.74200000000005
8,9,-431.538,2018-07-20 21:16:17.159141,H1a1,2018-07-20 21:16:17.590679,128,1327.486,2018-07-20 21:16:18.254422,2018-07-20 21:16:16.918886,2018-07-20 21:16:17.159141,-431.538,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,129.97700000000003
9,10,-301.561,2018-07-20 21:16:18.616604,H1a1,2018-07-20 21:16:18.918165,128,1327.649,2018-07-20 21:16:19.581989,2018-07-20 21:16:18.254422,2018-07-20 21:16:18.616604,-301.561,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,113.18899999999996
10,11,-188.372,2018-07-20 21:16:20.057442,H1a1,2018-07-20 21:16:20.245814,128,1343.246,2018-07-20 21:16:20.917437,2018-07-20 21:16:19.581989,2018-07-20 21:16:20.057442,-188.372,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,-98.214
11,12,-286.586,2018-07-20 21:16:21.302474,H1a1,2018-07-20 21:16:21.589060,128,1327.683,2018-07-20 21:16:22.252901,2018-07-20 21:16:20.917437,2018-07-20 21:16:21.302474,-286.586,-313.92833333333334,82.2422755293312,-313.92833333333334,82.2422755293312,0,
12,1,34.406,2018-07-20 21:17:30.618986,H1a2,2018-07-20 21:17:30.584580,128,671.8380000000001,2018-07-20 21:17:30.920499,2018-07-20 21:17:30.256779,2018-07-20 21:17:30.618986,34.406,-180.9835652173913,59.48856802539008,-180.9835652173913,59.48856802539008,0,-196.766
13,2,-162.36,2018-07-20 21:17:31.094058,H1a2,2018-07-20 21:17:31.256418,128,655.62,2018-07-20 21:17:31.584228,2018-07-20 21:17:30.920499,2018-07-20 21:17:31.094058,-162.36,-180.9835652173913,59.48856802539008,-180.9835652173913,59.48856802539008,0,-107.339
14,3,-269.699,2018-07-20 21:17:31.642339,H1a2,2018-07-20 21:17:31.912038,128,671.888,2018-07-20 21:17:32.247982,2018-07-20 21:17:31.584228,2018-07-20 21:17:31.642339,-269.699,-180.9835652173913,59.48856802539008,-180.9835652173913,59.48856802539008,0,32.541000000000025
