,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Latency,Latency Corrected SA
15,5,-198.933,2018-07-16 14:14:50.262954,H1a2,2018-07-16 14:14:50.461887,805.0,671.717,2018-07-16 14:14:50.797745,2018-07-16 14:14:50.133895,2018-07-16 14:14:50.262954,-198.933,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,36.79499999999999,149.27044444444445,-49.662555555555535
16,6,-162.138,2018-07-16 14:14:50.971466,H1a2,2018-07-16 14:14:51.133604,805.0,655.799,2018-07-16 14:14:51.461503,2018-07-16 14:14:50.797745,2018-07-16 14:14:50.971466,-162.138,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-37.779,145.7331111111111,-16.404888888888905
17,7,-199.917,2018-07-16 14:14:51.589486,H1a2,2018-07-16 14:14:51.789403,805.0,671.707,2018-07-16 14:14:52.125256,2018-07-16 14:14:51.461503,2018-07-16 14:14:51.589486,-199.917,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,60.792,149.26822222222222,-50.648777777777774
18,8,-139.125,2018-07-16 14:14:52.321985,H1a2,2018-07-16 14:14:52.461110,805.0,671.703,2018-07-16 14:14:52.796961,2018-07-16 14:14:52.125256,2018-07-16 14:14:52.321985,-139.125,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-0.2410000000000139,149.26733333333334,10.14233333333334
19,9,-139.366,2018-07-16 14:14:52.993447,H1a2,2018-07-16 14:14:53.132813,805.0,655.62,2018-07-16 14:14:53.460623,2018-07-16 14:14:52.796961,2018-07-16 14:14:52.993447,-139.366,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-20.66,145.69333333333333,6.327333333333313
20,10,-160.026,2018-07-16 14:14:53.628407,H1a2,2018-07-16 14:14:53.788433,805.0,672.1669999999999,2018-07-16 14:14:54.124517,2018-07-16 14:14:53.460623,2018-07-16 14:14:53.628407,-160.026,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,15.411,149.37044444444444,-10.655555555555567
21,11,-144.615,2018-07-16 14:14:54.315985,H1a2,2018-07-16 14:14:54.460600,805.0,671.368,2018-07-16 14:14:54.796284,2018-07-16 14:14:54.124517,2018-07-16 14:14:54.315985,-144.615,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,4.319000000000018,149.19288888888892,4.577888888888879
22,12,-140.296,2018-07-16 14:14:54.991672,H1a2,2018-07-16 14:14:55.131968,805.0,655.625,2018-07-16 14:14:55.459780,2018-07-16 14:14:54.796284,2018-07-16 14:14:54.991672,-140.296,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,19.890999999999988,145.69444444444446,5.398444444444465
23,13,-120.405,2018-07-16 14:14:55.667188,H1a2,2018-07-16 14:14:55.787593,805.0,671.943,2018-07-16 14:14:56.123564,2018-07-16 14:14:55.459780,2018-07-16 14:14:55.667188,-120.405,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,7.695000000000008,149.32066666666663,28.915666666666652
24,14,-112.71,2018-07-16 14:14:56.346826,H1a2,2018-07-16 14:14:56.459536,805.0,655.715,2018-07-16 14:14:56.787394,2018-07-16 14:14:56.123564,2018-07-16 14:14:56.346826,-112.71,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,,145.71444444444444,33.004444444444445
25,15,459.64599999999996,2018-07-16 14:14:57.574897,H1a2,2018-07-16 14:14:57.115251,805.0,671.681,2018-07-16 14:14:57.451092,2018-07-16 14:14:56.787394,,,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,,149.26244444444444,
26,16,537.31,2018-07-16 14:14:58.324242,H1a2,2018-07-16 14:14:57.786932,805.0,671.952,2018-07-16 14:14:58.122908,2018-07-16 14:14:57.451092,2018-07-16 14:14:57.574897,-212.035,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,77.393,149.32266666666666,-62.71233333333333
27,17,541.08,2018-07-16 14:14:58.999964,H1a2,2018-07-16 14:14:58.458884,805.0,655.556,2018-07-16 14:14:58.786662,2018-07-16 14:14:58.122908,2018-07-16 14:14:58.324242,-134.642,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,20.166,145.67911111111113,11.03711111111113
28,18,531.942,2018-07-16 14:14:59.646382,H1a2,2018-07-16 14:14:59.114440,805.0,671.8810000000001,2018-07-16 14:14:59.450380,2018-07-16 14:14:58.786662,2018-07-16 14:14:58.999964,-114.476,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-25.462999999999994,149.30688888888892,34.830888888888886
29,19,482.615,2018-07-16 14:15:00.268936,H1a2,2018-07-16 14:14:59.786321,805.0,655.832,2018-07-16 14:15:00.114237,2018-07-16 14:14:59.450380,2018-07-16 14:14:59.646382,-139.939,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-33.27800000000002,145.74044444444445,5.801444444444456
30,20,518.8330000000001,2018-07-16 14:15:00.960986,H1a2,2018-07-16 14:15:00.442153,805.0,671.584,2018-07-16 14:15:00.777945,2018-07-16 14:15:00.114237,2018-07-16 14:15:00.268936,-173.217,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,20.466000000000008,149.24088888888892,-23.976111111111127
31,21,522.758,2018-07-16 14:15:01.636495,H1a2,2018-07-16 14:15:01.113737,805.0,671.919,2018-07-16 14:15:01.449696,2018-07-16 14:15:00.777945,2018-07-16 14:15:00.960986,-152.751,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,3.5900000000000034,149.31533333333334,-3.435666666666662
32,22,493.699,2018-07-16 14:15:02.279355,H1a2,2018-07-16 14:15:01.785656,805.0,655.7410000000001,2018-07-16 14:15:02.113526,2018-07-16 14:15:01.449696,2018-07-16 14:15:01.636495,-149.161,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,-12.880999999999998,145.72022222222222,-3.4407777777777824
33,23,521.607,2018-07-16 14:15:02.963004,H1a2,2018-07-16 14:15:02.441397,805.0,671.453,2018-07-16 14:15:02.777123,2018-07-16 14:15:02.113526,2018-07-16 14:15:02.279355,-162.042,-141.85881818181818,57.4647688577108,118.55908695652172,327.3904929004941,1,,149.21177777777774,-12.830222222222233
34,1,56.653,2018-07-16 14:09:34.804642,H1a3,2018-07-16 14:09:34.747989,805.0,447.88300000000004,2018-07-16 14:09:34.971930,2018-07-16 14:09:34.524170,2018-07-16 14:09:34.804642,56.653,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-83.719,99.52955555555555,156.18255555555555
35,2,-27.066,2018-07-16 14:09:35.168806,H1a3,2018-07-16 14:09:35.195872,805.0,431.69,2018-07-16 14:09:35.411717,2018-07-16 14:09:34.971930,2018-07-16 14:09:35.168806,-27.066,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-42.816,95.93111111111112,68.86511111111109
36,3,-69.882,2018-07-16 14:09:35.557680,H1a3,2018-07-16 14:09:35.627562,805.0,447.967,2018-07-16 14:09:35.851545,2018-07-16 14:09:35.411717,2018-07-16 14:09:35.557680,-69.882,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-30.36,99.54822222222221,29.666222222222213
37,4,-100.242,2018-07-16 14:09:35.975287,H1a3,2018-07-16 14:09:36.075529,805.0,447.798,2018-07-16 14:09:36.299428,2018-07-16 14:09:35.851545,2018-07-16 14:09:35.975287,-100.242,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-34.14,99.51066666666668,-0.7313333333333389
38,5,-236.84900000000002,2018-07-16 14:09:36.286478,H1a3,2018-07-16 14:09:36.523327,805.0,447.931,2018-07-16 14:09:36.747292,2018-07-16 14:09:36.299428,2018-07-16 14:09:36.388945,-134.382,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-58.99599999999998,99.5402222222222,-34.84177777777779
39,6,-582.313,2018-07-16 14:09:36.388945,H1a3,2018-07-16 14:09:36.971258,805.0,447.43,2018-07-16 14:09:37.194973,2018-07-16 14:09:36.747292,2018-07-16 14:09:36.777880,-193.378,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,96.96699999999998,99.42888888888888,-93.9491111111111
40,7,-640.808,2018-07-16 14:09:36.777880,H1a3,2018-07-16 14:09:37.418688,805.0,432.101,2018-07-16 14:09:37.634738,2018-07-16 14:09:37.194973,2018-07-16 14:09:37.322277,-96.411,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,30.376999999999995,96.02244444444445,-0.3885555555555555
41,8,-528.512,2018-07-16 14:09:37.322277,H1a3,2018-07-16 14:09:37.850789,805.0,447.60400000000004,2018-07-16 14:09:38.074591,2018-07-16 14:09:37.634738,2018-07-16 14:09:37.784755,-66.03399999999999,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-46.371,99.46755555555555,33.433555555555536
42,9,-513.638,2018-07-16 14:09:37.784755,H1a3,2018-07-16 14:09:38.298393,805.0,448.14099999999996,2018-07-16 14:09:38.522464,2018-07-16 14:09:38.074591,2018-07-16 14:09:38.185988,-112.405,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,14.441000000000004,99.58688888888891,-12.818111111111106
43,10,-560.5459999999999,2018-07-16 14:09:38.185988,H1a3,2018-07-16 14:09:38.746534,805.0,431.805,2018-07-16 14:09:38.962437,2018-07-16 14:09:38.522464,2018-07-16 14:09:38.648570,-97.964,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,6.566999999999991,95.95666666666666,-2.0073333333333347
44,11,-529.769,2018-07-16 14:09:38.648570,H1a3,2018-07-16 14:09:39.178339,805.0,447.82099999999997,2018-07-16 14:09:39.402250,2018-07-16 14:09:38.962437,2018-07-16 14:09:39.086942,-91.397,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-50.70299999999999,99.5157777777778,8.11877777777778
45,12,-539.2180000000001,2018-07-16 14:09:39.086942,H1a3,2018-07-16 14:09:39.626160,805.0,447.68300000000005,2018-07-16 14:09:39.850001,2018-07-16 14:09:39.402250,2018-07-16 14:09:39.484060,-142.1,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,23.148,99.48511111111112,-42.614888888888885
46,13,-589.783,2018-07-16 14:09:39.484060,H1a3,2018-07-16 14:09:40.073843,805.0,447.764,2018-07-16 14:09:40.297725,2018-07-16 14:09:39.850001,2018-07-16 14:09:39.954891,-118.95200000000001,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,10.578999999999994,99.50311111111112,-19.448888888888884
47,14,-566.716,2018-07-16 14:09:39.954891,H1a3,2018-07-16 14:09:40.521607,805.0,431.82800000000003,2018-07-16 14:09:40.737521,2018-07-16 14:09:40.297725,2018-07-16 14:09:40.413234,-108.37299999999999,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,18.77900000000001,95.96177777777777,-12.411222222222236
48,15,-540.201,2018-07-16 14:09:40.413234,H1a3,2018-07-16 14:09:40.953435,805.0,447.907,2018-07-16 14:09:41.177388,2018-07-16 14:09:40.737521,2018-07-16 14:09:40.863841,-89.594,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,6.455999999999988,99.53488888888887,9.940888888888892
49,16,-537.501,2018-07-16 14:09:40.863841,H1a3,2018-07-16 14:09:41.401342,805.0,447.783,2018-07-16 14:09:41.625234,2018-07-16 14:09:41.177388,2018-07-16 14:09:41.318204,-83.13799999999999,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-30.24499999999999,99.50733333333334,16.36933333333333
50,17,-530.9209999999999,2018-07-16 14:09:41.318204,H1a3,2018-07-16 14:09:41.849125,805.0,447.74199999999996,2018-07-16 14:09:42.072996,2018-07-16 14:09:41.625234,2018-07-16 14:09:41.735742,-113.383,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,6.789999999999992,99.49822222222221,-13.884777777777769
51,18,-561.125,2018-07-16 14:09:41.735742,H1a3,2018-07-16 14:09:42.296867,805.0,431.86199999999997,2018-07-16 14:09:42.512798,2018-07-16 14:09:42.072996,2018-07-16 14:09:42.190274,-106.59299999999999,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,2.0400000000000063,95.96933333333334,-10.623666666666663
52,19,-538.455,2018-07-16 14:09:42.190274,H1a3,2018-07-16 14:09:42.728729,805.0,447.98900000000003,2018-07-16 14:09:42.952723,2018-07-16 14:09:42.512798,2018-07-16 14:09:42.624176,-104.553,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,18.902,99.55311111111112,-4.99988888888889
53,20,-552.5419999999999,2018-07-16 14:09:42.624176,H1a3,2018-07-16 14:09:43.176718,805.0,447.68,2018-07-16 14:09:43.400558,2018-07-16 14:09:42.952723,2018-07-16 14:09:43.091067,-85.65100000000001,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,6.6670000000000025,99.48444444444445,13.833444444444453
54,21,-533.331,2018-07-16 14:09:43.091067,H1a3,2018-07-16 14:09:43.624398,805.0,447.874,2018-07-16 14:09:43.848335,2018-07-16 14:09:43.400558,2018-07-16 14:09:43.545414,-78.984,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-18.035999999999998,99.52755555555555,20.54355555555557
55,22,-526.8580000000001,2018-07-16 14:09:43.545414,H1a3,2018-07-16 14:09:44.072272,805.0,431.91900000000004,2018-07-16 14:09:44.288231,2018-07-16 14:09:43.848335,2018-07-16 14:09:43.975252,-97.02,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,10.351,95.98200000000001,-1.0379999999999967
56,23,-528.939,2018-07-16 14:09:43.975252,H1a3,2018-07-16 14:09:44.504191,805.0,447.691,2018-07-16 14:09:44.728036,2018-07-16 14:09:44.288231,2018-07-16 14:09:44.417522,-86.669,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,2.7009999999999934,99.48688888888887,12.817888888888886
57,24,-534.36,2018-07-16 14:09:44.417522,H1a3,2018-07-16 14:09:44.951882,805.0,447.776,2018-07-16 14:09:45.175770,2018-07-16 14:09:44.728036,2018-07-16 14:09:44.867914,-83.96799999999999,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,6.475999999999999,99.50577777777778,15.537777777777775
58,25,-531.744,2018-07-16 14:09:44.867914,H1a3,2018-07-16 14:09:45.399658,805.0,447.97,2018-07-16 14:09:45.623643,2018-07-16 14:09:45.175770,2018-07-16 14:09:45.322166,-77.492,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,18.826000000000008,99.54888888888891,22.05688888888889
59,26,-525.462,2018-07-16 14:09:45.322166,H1a3,2018-07-16 14:09:45.847628,805.0,431.98,2018-07-16 14:09:46.063618,2018-07-16 14:09:45.623643,2018-07-16 14:09:45.788962,-58.666000000000004,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-10.299000000000008,95.99555555555555,37.329555555555565
60,27,-490.64599999999996,2018-07-16 14:09:45.788962,H1a3,2018-07-16 14:09:46.279608,805.0,447.675,2018-07-16 14:09:46.503446,2018-07-16 14:09:46.063618,2018-07-16 14:09:46.210643,-68.965,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-5.727999999999994,99.48333333333332,30.51833333333333
61,28,-516.64,2018-07-16 14:09:46.210643,H1a3,2018-07-16 14:09:46.727283,805.0,447.843,2018-07-16 14:09:46.951205,2018-07-16 14:09:46.503446,2018-07-16 14:09:46.652590,-74.693,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,2.527999999999992,99.52066666666668,24.827666666666676
62,29,-522.536,2018-07-16 14:09:46.652590,H1a3,2018-07-16 14:09:47.175126,805.0,447.56199999999995,2018-07-16 14:09:47.398907,2018-07-16 14:09:46.951205,2018-07-16 14:09:47.102961,-72.165,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-1.289999999999992,99.45822222222222,27.29322222222221
63,30,-519.727,2018-07-16 14:09:47.102961,H1a3,2018-07-16 14:09:47.622688,805.0,432.10699999999997,2018-07-16 14:09:47.838742,2018-07-16 14:09:47.398907,2018-07-16 14:09:47.549233,-73.455,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,2.0469999999999966,96.02377777777778,22.568777777777786
64,31,-505.56199999999995,2018-07-16 14:09:47.549233,H1a3,2018-07-16 14:09:48.054795,805.0,447.964,2018-07-16 14:09:48.278777,2018-07-16 14:09:47.838742,2018-07-16 14:09:47.983387,-71.408,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-13.983999999999995,99.54755555555555,28.139555555555557
65,32,-519.372,2018-07-16 14:09:47.983387,H1a3,2018-07-16 14:09:48.502759,805.0,447.67800000000005,2018-07-16 14:09:48.726598,2018-07-16 14:09:48.278777,2018-07-16 14:09:48.417367,-85.39200000000001,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-21.93000000000001,99.484,14.092
66,33,-533.07,2018-07-16 14:09:48.417367,H1a3,2018-07-16 14:09:48.950437,805.0,447.966,2018-07-16 14:09:49.174420,2018-07-16 14:09:48.726598,2018-07-16 14:09:48.843115,-107.322,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,-9.790999999999997,99.54799999999999,-7.774000000000001
67,34,-555.288,2018-07-16 14:09:48.843115,H1a3,2018-07-16 14:09:49.398403,805.0,431.668,2018-07-16 14:09:49.614237,2018-07-16 14:09:49.174420,2018-07-16 14:09:49.281290,-117.113,-89.35755882352942,38.46300176296239,-471.557911764706,173.1668607362113,0,,95.92622222222221,-21.186777777777774
68,1,125.765,2018-07-16 14:13:04.405749,H1a4,2018-07-16 14:13:04.279984,805.0,335.73699999999997,2018-07-16 14:13:04.447853,2018-07-16 14:13:04.112067,2018-07-16 14:13:04.405749,125.765,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-126.965,74.60822222222222,200.37322222222224
69,2,-1.2,2018-07-16 14:13:04.614521,H1a4,2018-07-16 14:13:04.615721,805.0,319.879,2018-07-16 14:13:04.775661,2018-07-16 14:13:04.447853,2018-07-16 14:13:04.614521,-1.2,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-8.823,71.08422222222222,69.88422222222222
70,3,-10.023,2018-07-16 14:13:04.925577,H1a4,2018-07-16 14:13:04.935600,805.0,335.97900000000004,2018-07-16 14:13:05.103589,2018-07-16 14:13:04.775661,2018-07-16 14:13:04.925577,-10.023,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-48.984,74.66199999999998,64.639
71,4,-59.007,2018-07-16 14:13:05.212572,H1a4,2018-07-16 14:13:05.271579,805.0,335.721,2018-07-16 14:13:05.439440,2018-07-16 14:13:05.103589,2018-07-16 14:13:05.212572,-59.007,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-12.676000000000007,74.60466666666667,15.597666666666674
72,5,-71.683,2018-07-16 14:13:05.535617,H1a4,2018-07-16 14:13:05.607300,805.0,336.03,2018-07-16 14:13:05.775315,2018-07-16 14:13:05.439440,2018-07-16 14:13:05.535617,-71.683,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-4.111999999999996,74.67333333333333,2.9903333333333255
73,6,-75.795,2018-07-16 14:13:05.867535,H1a4,2018-07-16 14:13:05.943330,805.0,336.009,2018-07-16 14:13:06.111335,2018-07-16 14:13:05.775315,2018-07-16 14:13:05.867535,-75.795,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-8.491,74.66866666666667,-1.126333333333335
74,7,-84.286,2018-07-16 14:13:06.195053,H1a4,2018-07-16 14:13:06.279339,805.0,335.54900000000004,2018-07-16 14:13:06.447113,2018-07-16 14:13:06.111335,2018-07-16 14:13:06.195053,-84.286,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-24.742999999999995,74.56644444444444,-9.71955555555556
75,8,-109.029,2018-07-16 14:13:06.505859,H1a4,2018-07-16 14:13:06.614888,805.0,320.0,2018-07-16 14:13:06.774888,2018-07-16 14:13:06.447113,2018-07-16 14:13:06.505859,-109.029,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,32.389,71.1111111111111,-37.91788888888888
76,9,-76.64,2018-07-16 14:13:06.858248,H1a4,2018-07-16 14:13:06.934888,805.0,335.917,2018-07-16 14:13:07.102846,2018-07-16 14:13:06.774888,2018-07-16 14:13:06.858248,-76.64,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,28.339000000000002,74.64822222222222,-1.9917777777777843
77,10,-48.301,2018-07-16 14:13:07.222504,H1a4,2018-07-16 14:13:07.270805,805.0,335.686,2018-07-16 14:13:07.438648,2018-07-16 14:13:07.102846,2018-07-16 14:13:07.222504,-48.301,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,24.671000000000006,74.59688888888887,26.29588888888888
78,11,-23.63,2018-07-16 14:13:07.582861,H1a4,2018-07-16 14:13:07.606491,805.0,336.037,2018-07-16 14:13:07.774509,2018-07-16 14:13:07.438648,2018-07-16 14:13:07.582861,-23.63,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,3.846,74.67488888888889,51.04488888888889
79,12,-19.784000000000002,2018-07-16 14:13:07.922744,H1a4,2018-07-16 14:13:07.942528,805.0,336.009,2018-07-16 14:13:08.110533,2018-07-16 14:13:07.774509,2018-07-16 14:13:07.922744,-19.784000000000002,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-20.71,74.66866666666667,54.88466666666667
80,13,-40.494,2018-07-16 14:13:08.238043,H1a4,2018-07-16 14:13:08.278537,805.0,319.683,2018-07-16 14:13:08.438378,2018-07-16 14:13:08.110533,2018-07-16 14:13:08.238043,-40.494,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-4.535000000000005,71.04066666666667,30.54666666666667
81,14,-45.028999999999996,2018-07-16 14:13:08.553191,H1a4,2018-07-16 14:13:08.598220,805.0,335.898,2018-07-16 14:13:08.766169,2018-07-16 14:13:08.438378,2018-07-16 14:13:08.553191,-45.028999999999996,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-20.498,74.64399999999999,29.615
82,15,-65.527,2018-07-16 14:13:08.868591,H1a4,2018-07-16 14:13:08.934118,805.0,335.925,2018-07-16 14:13:09.102081,2018-07-16 14:13:08.766169,2018-07-16 14:13:08.868591,-65.527,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,3.736000000000004,74.65,9.123000000000003
83,16,-61.791000000000004,2018-07-16 14:13:09.208252,H1a4,2018-07-16 14:13:09.270043,805.0,335.671,2018-07-16 14:13:09.437878,2018-07-16 14:13:09.102081,2018-07-16 14:13:09.208252,-61.791000000000004,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-28.590000000000003,74.59355555555554,12.802555555555555
84,17,-90.381,2018-07-16 14:13:09.515333,H1a4,2018-07-16 14:13:09.605714,805.0,336.035,2018-07-16 14:13:09.773732,2018-07-16 14:13:09.437878,2018-07-16 14:13:09.515333,-90.381,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,32.169000000000004,74.67444444444446,-15.706555555555553
85,18,-58.211999999999996,2018-07-16 14:13:09.883537,H1a4,2018-07-16 14:13:09.941749,805.0,319.935,2018-07-16 14:13:10.101717,2018-07-16 14:13:09.773732,2018-07-16 14:13:09.883537,-58.211999999999996,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,24.32,71.09666666666666,12.88466666666666
86,19,-33.891999999999996,2018-07-16 14:13:10.227792,H1a4,2018-07-16 14:13:10.261684,805.0,335.776,2018-07-16 14:13:10.429572,2018-07-16 14:13:10.101717,2018-07-16 14:13:10.227792,-33.891999999999996,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,40.96,74.61688888888891,40.72488888888889
87,20,7.068,2018-07-16 14:13:10.604528,H1a4,2018-07-16 14:13:10.597460,805.0,335.691,2018-07-16 14:13:10.765305,2018-07-16 14:13:10.429572,2018-07-16 14:13:10.604528,7.068,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-12.503,74.598,81.666
88,21,-5.435,2018-07-16 14:13:10.927716,H1a4,2018-07-16 14:13:10.933151,805.0,336.084,2018-07-16 14:13:11.101193,2018-07-16 14:13:10.765305,2018-07-16 14:13:10.927716,-5.435,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,3.5660000000000003,74.68533333333333,69.25033333333333
89,22,-1.869,2018-07-16 14:13:11.267366,H1a4,2018-07-16 14:13:11.269235,805.0,335.843,2018-07-16 14:13:11.437157,2018-07-16 14:13:11.101193,2018-07-16 14:13:11.267366,-1.869,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,0.08200000000000007,74.63177777777777,72.7627777777778
90,23,-1.787,2018-07-16 14:13:11.603291,H1a4,2018-07-16 14:13:11.605078,805.0,319.76099999999997,2018-07-16 14:13:11.764959,2018-07-16 14:13:11.437157,2018-07-16 14:13:11.603291,-1.787,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-29.176,71.058,69.271
91,24,-30.963,2018-07-16 14:13:11.893876,H1a4,2018-07-16 14:13:11.924839,805.0,335.74199999999996,2018-07-16 14:13:12.092710,2018-07-16 14:13:11.764959,2018-07-16 14:13:11.893876,-30.963,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,3.9350000000000014,74.60933333333334,43.64633333333334
92,25,-27.028000000000002,2018-07-16 14:13:12.233553,H1a4,2018-07-16 14:13:12.260581,805.0,336.159,2018-07-16 14:13:12.428660,2018-07-16 14:13:12.092710,2018-07-16 14:13:12.233553,-27.028000000000002,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-4.401,74.702,47.674
93,26,-31.429000000000002,2018-07-16 14:13:12.565311,H1a4,2018-07-16 14:13:12.596740,805.0,335.61300000000006,2018-07-16 14:13:12.764546,2018-07-16 14:13:12.428660,2018-07-16 14:13:12.565311,-31.429000000000002,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-16.339000000000002,74.58066666666667,43.15166666666667
94,27,-47.768,2018-07-16 14:13:12.884585,H1a4,2018-07-16 14:13:12.932353,805.0,335.839,2018-07-16 14:13:13.100272,2018-07-16 14:13:12.764546,2018-07-16 14:13:12.884585,-47.768,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,16.337,74.63088888888889,26.86288888888889
95,28,-31.430999999999997,2018-07-16 14:13:13.236761,H1a4,2018-07-16 14:13:13.268192,805.0,336.033,2018-07-16 14:13:13.436209,2018-07-16 14:13:13.100272,2018-07-16 14:13:13.236761,-31.430999999999997,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,-8.475999999999996,74.67399999999999,43.24300000000001
96,29,-39.907,2018-07-16 14:13:13.564318,H1a4,2018-07-16 14:13:13.604225,805.0,319.899,2018-07-16 14:13:13.764175,2018-07-16 14:13:13.436209,2018-07-16 14:13:13.564318,-39.907,-45.12033333333334,39.64606148615063,-45.12033333333334,39.64606148615063,0,20.158,71.08866666666667,31.18166666666667
