,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,,
137,-305.839,08:10.9,A1a4,08:11.3,1779,348.299,08:11.4,08:11.1,08:11.3,28.749,30.03617857,35.68290738,-292.3591897,39.71006094,2,,32.6408463,-3.8918463
138,-319.55,08:11.3,A1a4,08:11.6,1779,325.08,08:11.8,08:11.4,,,30.03617857,35.68290738,-292.3591897,39.71006094,2,,32.6408463,-32.6408463
139,-154.67,08:11.8,A1a4,08:11.9,1779,325.079,08:12.1,08:11.8,08:11.8,-154.67,30.03617857,35.68290738,-292.3591897,39.71006094,2,195.501,32.6408463,-187.3108463
140,-299.333,08:12.0,A1a4,08:12.3,1779,348.3,08:12.4,08:12.1,08:12.3,40.831,30.03617857,35.68290738,-292.3591897,39.71006094,2,-15.649,32.6408463,8.1901537
141,-307.469,08:12.3,A1a4,08:12.6,1779,325.079,08:12.8,08:12.4,08:12.6,25.182,30.03617857,35.68290738,-292.3591897,39.71006094,2,,32.6408463,-7.4588463
142,-1060.053,06:07.3,A3a1,06:08.3,1779,1532.517,06:09.1,06:07.8,06:08.4,25.047,45.58676923,50.29264063,-1289.452538,327.4537772,0,-8.212,32.6408463,-7.5938463
143,-1507.47,06:08.4,A3a1,06:09.9,1779,1764.716,06:10.8,06:09.1,06:09.9,16.835,45.58676923,50.29264063,-1289.452538,327.4537772,0,154.324,32.6408463,-15.8058463
144,-1747.881,06:09.9,A3a1,06:11.6,1779,1137.778,06:12.2,06:10.8,06:11.8,171.159,45.58676923,50.29264063,-1289.452538,327.4537772,0,-154.89,32.6408463,138.5181537
145,-966.619,06:11.8,A3a1,06:12.8,1779,998.458,06:13.3,06:12.2,06:12.8,16.269,45.58676923,50.29264063,-1289.452538,327.4537772,0,20.464,32.6408463,-16.3718463
146,-982.189,06:12.8,A3a1,06:13.8,1779,1044.898,06:14.3,06:13.3,06:13.8,36.733,45.58676923,50.29264063,-1289.452538,327.4537772,0,-2.38,32.6408463,4.0921537
147,-1008.165,06:13.8,A3a1,06:14.8,1779,1671.837,06:15.7,06:14.3,06:14.9,34.353,45.58676923,50.29264063,-1289.452538,327.4537772,0,-17.047,32.6408463,1.7121537
148,-1637.484,06:14.9,A3a1,06:16.5,1779,1346.757,06:17.2,06:15.7,06:16.5,17.306,45.58676923,50.29264063,-1289.452538,327.4537772,0,8.324,32.6408463,-15.3348463
149,-1329.451,06:16.5,A3a1,06:17.8,1779,1068.118,06:18.4,06:17.2,06:17.9,25.63,45.58676923,50.29264063,-1289.452538,327.4537772,0,-4.927,32.6408463,-7.0108463
150,-1042.488,06:17.9,A3a1,06:18.9,1779,1555.737,06:19.7,06:18.4,06:18.9,20.703,45.58676923,50.29264063,-1289.452538,327.4537772,0,-1.92,32.6408463,-11.9378463
151,-1535.034,06:18.9,A3a1,06:20.5,1779,1880.816,06:21.4,06:19.7,06:20.5,18.783,45.58676923,50.29264063,-1289.452538,327.4537772,0,123.441,32.6408463,-13.8578463
152,-1862.033,06:20.5,A3a1,06:22.3,1779,1230.658,06:23.0,06:21.4,06:22.5,142.224,45.58676923,50.29264063,-1289.452538,327.4537772,0,-116.128,32.6408463,109.5831537
153,-1088.434,06:22.5,A3a1,06:23.6,1779,1021.678,06:24.1,06:23.0,06:23.6,26.096,45.58676923,50.29264063,-1289.452538,327.4537772,0,15.394,32.6408463,-6.5448463
154,-995.582,06:23.6,A3a1,06:24.6,1779,1253.878,06:25.2,06:24.1,06:24.6,41.49,45.58676923,50.29264063,-1289.452538,327.4537772,0,,32.6408463,8.8491537
155,-575.603,07:38.7,A3a2,07:39.2,1779,719.818,07:39.6,07:38.9,07:39.3,17.711,33.74858333,18.92476103,-628.2515833,80.030667,0,15.455,32.6408463,-14.9298463
156,-702.107,07:39.3,A3a2,07:40.0,1779,743.039,07:40.3,07:39.6,07:40.0,33.166,33.74858333,18.92476103,-628.2515833,80.030667,0,-4.138,32.6408463,0.5251537
157,-709.873,07:40.0,A3a2,07:40.7,1779,603.719,07:41.0,07:40.3,07:40.7,29.028,33.74858333,18.92476103,-628.2515833,80.030667,0,10.713,32.6408463,-3.6128463
158,-574.691,07:40.7,A3a2,07:41.3,1779,580.498,07:41.6,07:41.0,07:41.3,39.741,33.74858333,18.92476103,-628.2515833,80.030667,0,46.694,32.6408463,7.1001537
159,-540.757,07:41.3,A3a2,07:41.9,1779,580.499,07:42.2,07:41.6,07:42.0,86.435,33.74858333,18.92476103,-628.2515833,80.030667,0,-46.774,32.6408463,53.7941537
160,-494.064,07:42.0,A3a2,07:42.5,1779,743.039,07:42.8,07:42.2,07:42.5,39.661,33.74858333,18.92476103,-628.2515833,80.030667,0,-0.094,32.6408463,7.0201537
161,-703.378,07:42.5,A3a2,07:43.2,1779,673.379,07:43.5,07:42.8,07:43.2,39.567,33.74858333,18.92476103,-628.2515833,80.030667,0,-30.353,32.6408463,6.9261537
162,-633.812,07:43.2,A3a2,07:43.9,1779,580.498,07:44.2,07:43.5,07:43.9,9.214,33.74858333,18.92476103,-628.2515833,80.030667,0,17.732,32.6408463,-23.4268463
163,-571.284,07:43.9,A3a2,07:44.5,1779,719.819,07:44.8,07:44.2,07:44.5,26.946,33.74858333,18.92476103,-628.2515833,80.030667,0,-3.103,32.6408463,-5.6948463
164,-692.873,07:44.5,A3a2,07:45.2,1779,766.259,07:45.6,07:44.8,07:45.2,23.843,33.74858333,18.92476103,-628.2515833,80.030667,0,4.934,32.6408463,-8.7978463
165,-742.416,07:45.2,A3a2,07:45.9,1779,626.938,07:46.3,07:45.6,07:46.0,28.777,33.74858333,18.92476103,-628.2515833,80.030667,0,2.117,32.6408463,-3.8638463
166,-598.161,07:46.0,A3a2,07:46.6,1779,580.499,07:46.9,07:46.3,07:46.6,30.894,33.74858333,18.92476103,-628.2515833,80.030667,0,,32.6408463,-1.7468463
167,-395.432,05:25.6,A3a3,05:26.0,1779,394.74,05:26.2,05:25.8,05:26.0,29.924,32.26909524,19.25948534,-416.5517619,43.09950572,0,10.103,32.6408463,-2.7168463
168,-364.816,05:26.0,A3a3,05:26.4,1779,417.959,05:26.6,05:26.2,05:26.4,40.027,32.26909524,19.25948534,-416.5517619,43.09950572,0,55.671,32.6408463,7.3861537
169,-377.932,05:26.4,A3a3,05:26.8,1779,417.959,05:27.0,05:26.6,05:26.9,95.698,32.26909524,19.25948534,-416.5517619,43.09950572,0,-84.113,32.6408463,63.0571537
170,-322.261,05:26.9,A3a3,05:27.2,1779,441.179,05:27.4,05:27.0,05:27.2,11.585,32.26909524,19.25948534,-416.5517619,43.09950572,0,12.246,32.6408463,-21.0558463
171,-429.594,05:27.2,A3a3,05:27.6,1779,487.619,05:27.9,05:27.4,05:27.7,23.831,32.26909524,19.25948534,-416.5517619,43.09950572,0,2.029,32.6408463,-8.8098463
172,-463.788,05:27.7,A3a3,05:28.1,1779,487.619,05:28.4,05:27.9,05:28.1,25.86,32.26909524,19.25948534,-416.5517619,43.09950572,0,11.652,32.6408463,-6.7808463
173,-461.759,05:28.1,A3a3,05:28.6,1779,510.839,05:28.9,05:28.4,05:28.6,37.512,32.26909524,19.25948534,-416.5517619,43.09950572,0,-29.969,32.6408463,4.8711537
174,-473.327,05:28.6,A3a3,05:29.1,1779,464.399,05:29.4,05:28.9,05:29.1,7.543,32.26909524,19.25948534,-416.5517619,43.09950572,0,39.758,32.6408463,-25.0978463
175,-456.856,05:29.1,A3a3,05:29.6,1779,487.619,05:29.8,05:29.4,05:29.6,47.301,32.26909524,19.25948534,-416.5517619,43.09950572,0,-13.187,32.6408463,14.6601537
176,-440.318,05:29.6,A3a3,05:30.1,1779,441.179,05:30.3,05:29.8,05:30.1,34.114,32.26909524,19.25948534,-416.5517619,43.09950572,0,17.982,32.6408463,1.4731537
177,-407.065,05:30.1,A3a3,05:30.5,1779,417.96,05:30.7,05:30.3,05:30.6,52.096,32.26909524,19.25948534,-416.5517619,43.09950572,0,-31.596,32.6408463,19.4551537
178,-365.864,05:30.6,A3a3,05:30.9,1779,464.399,05:31.2,05:30.7,05:31.0,20.5,32.26909524,19.25948534,-416.5517619,43.09950572,0,3.953,32.6408463,-12.1408463
179,-443.899,05:31.0,A3a3,05:31.4,1779,464.399,05:31.6,05:31.2,05:31.4,24.453,32.26909524,19.25948534,-416.5517619,43.09950572,0,6.794,32.6408463,-8.1878463
180,-439.946,05:31.4,A3a3,05:31.9,1779,510.839,05:32.1,05:31.6,05:31.9,31.247,32.26909524,19.25948534,-416.5517619,43.09950572,0,-4.35,32.6408463,-1.3938463
181,-479.592,05:31.9,A3a3,05:32.4,1779,487.619,05:32.6,05:32.1,05:32.4,26.897,32.26909524,19.25948534,-416.5517619,43.09950572,0,-0.95,32.6408463,-5.7438463
182,-460.722,05:32.4,A3a3,05:32.9,1779,441.179,05:33.1,05:32.6,05:32.9,25.947,32.26909524,19.25948534,-416.5517619,43.09950572,0,17.437,32.6408463,-6.6938463
183,-415.232,05:32.9,A3a3,05:33.3,1779,441.179,05:33.5,05:33.1,05:33.3,43.384,32.26909524,19.25948534,-416.5517619,43.09950572,0,-17.654,32.6408463,10.7431537
184,-397.795,05:33.3,A3a3,05:33.7,1779,394.739,05:33.9,05:33.5,05:33.8,25.73,32.26909524,19.25948534,-416.5517619,43.09950572,0,3.153,32.6408463,-6.9108463
185,-369.009,05:33.8,A3a3,05:34.1,1779,417.96,05:34.3,05:33.9,05:34.2,28.883,32.26909524,19.25948534,-416.5517619,43.09950572,0,-27.447,32.6408463,-3.7578463
186,-389.077,05:34.2,A3a3,05:34.6,1779,394.739,05:34.7,05:34.3,05:34.6,1.436,32.26909524,19.25948534,-416.5517619,43.09950572,0,42.247,32.6408463,-31.2048463
187,-393.303,05:34.6,A3a3,05:34.9,1779,441.179,05:35.2,05:34.7,05:35.0,43.683,32.26909524,19.25948534,-416.5517619,43.09950572,0,,32.6408463,11.0421537
188,-290.006,06:31.9,A3a4,06:32.2,1779,301.859,06:32.4,06:32.1,06:32.2,22.535,21.83028571,46.23435698,-287.6943,52.97042402,2,13.511,32.6408463,-10.1058463
189,-279.324,06:32.2,A3a4,06:32.5,1779,301.86,06:32.7,06:32.4,06:32.6,36.046,21.83028571,46.23435698,-287.6943,52.97042402,2,11.369,32.6408463,3.4051537
190,-265.814,06:32.6,A3a4,06:32.8,1779,325.079,06:33.0,06:32.7,06:32.9,47.415,21.83028571,46.23435698,-287.6943,52.97042402,2,-31.642,32.6408463,14.7741537
191,-277.664,06:32.9,A3a4,06:33.2,1779,301.859,06:33.3,06:33.0,06:33.2,15.773,21.83028571,46.23435698,-287.6943,52.97042402,2,18.114,32.6408463,-16.8678463
192,-286.086,06:33.2,A3a4,06:33.5,1779,325.08,06:33.6,06:33.3,06:33.5,33.887,21.83028571,46.23435698,-287.6943,52.97042402,2,-6.481,32.6408463,1.2461537
193,-291.193,06:33.5,A3a4,06:33.8,1779,325.079,06:33.9,06:33.6,06:33.8,27.406,21.83028571,46.23435698,-287.6943,52.97042402,2,9.582,32.6408463,-5.2348463
194,-297.673,06:33.8,A3a4,06:34.1,1779,348.299,06:34.3,06:33.9,06:34.1,36.988,21.83028571,46.23435698,-287.6943,52.97042402,2,-7.18,32.6408463,4.3471537
195,-311.311,06:34.1,A3a4,06:34.5,1779,348.3,06:34.6,06:34.3,06:34.5,29.808,21.83028571,46.23435698,-287.6943,52.97042402,2,6.487,32.6408463,-2.8328463
196,-318.492,06:34.5,A3a4,06:34.8,1779,348.299,06:35.0,06:34.6,06:34.8,36.295,21.83028571,46.23435698,-287.6943,52.97042402,2,3.375,32.6408463,3.6541537
197,-312.004,06:34.8,A3a4,06:35.2,1779,371.519,06:35.3,06:35.0,06:35.2,39.67,21.83028571,46.23435698,-287.6943,52.97042402,2,-18.148,32.6408463,7.0291537
198,-331.849,06:35.2,A3a4,06:35.5,1779,348.3,06:35.7,06:35.3,06:35.5,21.522,21.83028571,46.23435698,-287.6943,52.97042402,2,,32.6408463,-11.1188463
199,-326.778,06:35.5,A3a4,06:35.9,1779,325.079,06:36.0,06:35.7,,,21.83028571,46.23435698,-287.6943,52.97042402,2,,32.6408463,-32.6408463
200,-82.135,06:36.1,A3a4,06:36.2,1779,325.079,06:36.4,06:36.0,06:36.1,-82.135,21.83028571,46.23435698,-287.6943,52.97042402,2,100.541,32.6408463,-114.7758463
201,-304.949,06:36.2,A3a4,06:36.5,1779,325.08,06:36.7,06:36.4,06:36.5,18.406,21.83028571,46.23435698,-287.6943,52.97042402,2,-5.644,32.6408463,-14.2348463
202,-306.674,06:36.5,A3a4,06:36.8,1779,325.079,06:37.0,06:36.7,06:36.9,12.762,21.83028571,46.23435698,-287.6943,52.97042402,2,18.222,32.6408463,-19.8788463
203,-312.317,06:36.9,A3a4,06:37.2,1779,301.859,06:37.3,06:37.0,06:37.2,30.984,21.83028571,46.23435698,-287.6943,52.97042402,2,10.375,32.6408463,-1.6568463
204,-270.875,06:37.2,A3a4,06:37.5,1779,325.08,06:37.6,06:37.3,06:37.5,41.359,21.83028571,46.23435698,-287.6943,52.97042402,2,-23.642,32.6408463,8.7181537
205,-283.721,06:37.5,A3a4,06:37.8,1779,348.299,06:38.0,06:37.6,06:37.8,17.717,21.83028571,46.23435698,-287.6943,52.97042402,2,-2.41,32.6408463,-14.9238463
206,-330.582,06:37.8,A3a4,06:38.1,1779,348.299,06:38.3,06:38.0,06:38.2,15.307,21.83028571,46.23435698,-287.6943,52.97042402,2,108.364,32.6408463,-17.3338463
207,-332.992,06:38.2,A3a4,06:38.5,1779,348.3,06:38.7,06:38.3,06:38.6,123.671,21.83028571,46.23435698,-287.6943,52.97042402,2,-86.169,32.6408463,91.0301537
208,-224.629,06:38.6,A3a4,06:38.8,1779,371.519,06:39.0,06:38.7,06:38.9,37.502,21.83028571,46.23435698,-287.6943,52.97042402,2,-23.447,32.6408463,4.8611537
209,-334.017,06:38.9,A3a4,06:39.2,1779,348.299,06:39.4,06:39.0,06:39.2,14.055,21.83028571,46.23435698,-287.6943,52.97042402,2,27.273,32.6408463,-18.5858463
210,-334.244,06:39.2,A3a4,06:39.6,1779,371.52,06:39.7,06:39.4,06:39.6,41.328,21.83028571,46.23435698,-287.6943,52.97042402,2,-20.105,32.6408463,8.6871537
211,-330.192,06:39.6,A3a4,06:39.9,1779,325.079,06:40.1,06:39.7,06:40.0,21.223,21.83028571,46.23435698,-287.6943,52.97042402,2,,32.6408463,-11.4178463
212,-303.856,06:40.0,A3a4,06:40.3,1779,325.079,06:40.4,06:40.1,,,21.83028571,46.23435698,-287.6943,52.97042402,2,,32.6408463,-32.6408463
213,-158.697,06:40.4,A3a4,06:40.6,1779,301.86,06:40.7,06:40.4,06:40.4,-158.697,21.83028571,46.23435698,-287.6943,52.97042402,2,189.837,32.6408463,-191.3378463
214,-291.672,06:40.6,A3a4,06:40.9,1779,301.859,06:41.0,06:40.7,06:40.9,31.14,21.83028571,46.23435698,-287.6943,52.97042402,2,10.124,32.6408463,-1.5008463
215,-270.719,06:40.9,A3a4,06:41.2,1779,325.08,06:41.4,06:41.0,06:41.2,41.264,21.83028571,46.23435698,-287.6943,52.97042402,2,-2.733,32.6408463,8.6231537
216,-283.816,06:41.2,A3a4,06:41.5,1779,325.079,06:41.7,06:41.4,06:41.6,38.531,21.83028571,46.23435698,-287.6943,52.97042402,2,-19.045,32.6408463,5.8901537
217,-286.548,06:41.6,A3a4,06:41.8,1779,325.079,06:42.0,06:41.7,06:41.9,19.486,21.83028571,46.23435698,-287.6943,52.97042402,2,,32.6408463,-13.1548463
218,-1313.713,10:33.2,A1a1,10:34.5,1780,1346.757,10:35.2,10:33.9,10:34.6,38.596,26.86146154,8.907852674,-1307.894154,9.672020772,0,-11.97,32.6408463,5.9551537
219,-1308.161,10:34.6,A1a1,10:35.9,1780,1323.538,10:36.5,10:35.2,10:35.9,26.626,26.86146154,8.907852674,-1307.894154,9.672020772,0,13.213,32.6408463,-6.0148463
220,-1296.912,10:35.9,A1a1,10:37.2,1780,1346.757,10:37.9,10:36.5,10:37.2,39.839,26.86146154,8.907852674,-1307.894154,9.672020772,0,-17.728,32.6408463,7.1981537
221,-1306.918,10:37.2,A1a1,10:38.5,1780,1323.537,10:39.2,10:37.9,10:38.6,22.111,26.86146154,8.907852674,-1307.894154,9.672020772,0,-0.403,32.6408463,-10.5298463
222,-1301.426,10:38.6,A1a1,10:39.9,1780,1346.758,10:40.5,10:39.2,10:39.9,21.708,26.86146154,8.907852674,-1307.894154,9.672020772,0,-5.132,32.6408463,-10.9328463
223,-1325.05,10:39.9,A1a1,10:41.2,1780,1323.537,10:41.9,10:40.5,10:41.2,16.576,26.86146154,8.907852674,-1307.894154,9.672020772,0,15.998,32.6408463,-16.0648463
224,-1306.961,10:41.2,A1a1,10:42.5,1780,1323.538,10:43.2,10:41.9,10:42.6,32.574,26.86146154,8.907852674,-1307.894154,9.672020772,0,1.215,32.6408463,-0.0668463
225,-1290.964,10:42.6,A1a1,10:43.9,1780,1346.757,10:44.5,10:43.2,10:43.9,33.789,26.86146154,8.907852674,-1307.894154,9.672020772,0,-5.749,32.6408463,1.1481537
226,-1312.968,10:43.9,A1a1,10:45.2,1780,1323.537,10:45.9,10:44.5,10:45.2,28.04,26.86146154,8.907852674,-1307.894154,9.672020772,0,5.882,32.6408463,-4.6008463
227,-1295.497,10:45.2,A1a1,10:46.5,1780,1346.758,10:47.2,10:45.9,10:46.6,33.922,26.86146154,8.907852674,-1307.894154,9.672020772,0,-22.79,32.6408463,1.2811537
228,-1312.836,10:46.6,A1a1,10:47.9,1780,1323.537,10:48.5,10:47.2,10:47.9,11.132,26.86146154,8.907852674,-1307.894154,9.672020772,0,16.812,32.6408463,-21.5088463
229,-1312.405,10:47.9,A1a1,10:49.2,1780,1346.757,10:49.9,10:48.5,10:49.2,27.944,26.86146154,8.907852674,-1307.894154,9.672020772,0,-11.602,32.6408463,-4.6968463
230,-1318.813,10:49.2,A1a1,10:50.6,1780,1323.538,10:51.2,10:49.9,10:50.6,16.342,26.86146154,8.907852674,-1307.894154,9.672020772,0,,32.6408463,-16.2988463
231,-654.474,09:26.9,A1a2,09:27.6,1780,673.379,09:27.9,09:27.3,09:27.6,37.132,41.87646429,52.50517521,-624.942,52.46397973,0,-21.759,32.6408463,4.4911537
232,-636.247,09:27.6,A1a2,09:28.3,1780,650.159,09:28.6,09:27.9,09:28.3,15.373,41.87646429,52.50517521,-624.942,52.46397973,0,27.443,32.6408463,-17.2678463
233,-634.786,09:28.3,A1a2,09:28.9,1780,673.378,09:29.2,09:28.6,09:29.0,42.816,41.87646429,52.50517521,-624.942,52.46397973,0,66.325,32.6408463,10.1751537
234,-630.562,09:29.0,A1a2,09:29.6,1780,673.379,09:29.9,09:29.2,09:29.7,109.141,41.87646429,52.50517521,-624.942,52.46397973,0,-77.279,32.6408463,76.5001537
235,-564.238,09:29.7,A1a2,09:30.3,1780,673.379,09:30.6,09:29.9,09:30.3,31.862,41.87646429,52.50517521,-624.942,52.46397973,0,-15.873,32.6408463,-0.7788463
236,-641.517,09:30.3,A1a2,09:30.9,1780,650.159,09:31.3,09:30.6,09:30.9,15.989,41.87646429,52.50517521,-624.942,52.46397973,0,23.951,32.6408463,-16.6518463
237,-634.17,09:30.9,A1a2,09:31.6,1780,673.378,09:31.9,09:31.3,09:31.6,39.94,41.87646429,52.50517521,-624.942,52.46397973,0,-18.464,32.6408463,7.2991537
238,-633.438,09:31.6,A1a2,09:32.3,1780,673.379,09:32.6,09:31.9,09:32.3,21.476,41.87646429,52.50517521,-624.942,52.46397973,0,-6.355,32.6408463,-11.1648463
239,-651.903,09:32.3,A1a2,09:32.9,1780,650.159,09:33.3,09:32.6,09:32.9,15.121,41.87646429,52.50517521,-624.942,52.46397973,0,23.583,32.6408463,-17.5198463
240,-635.038,09:32.9,A1a2,09:33.6,1780,673.378,09:33.9,09:33.3,09:33.6,38.704,41.87646429,52.50517521,-624.942,52.46397973,0,-1.037,32.6408463,6.0631537
241,-634.674,09:33.6,A1a2,09:34.3,1780,673.379,09:34.6,09:33.9,09:34.3,37.667,41.87646429,52.50517521,-624.942,52.46397973,0,-15.188,32.6408463,5.0261537
242,-635.712,09:34.3,A1a2,09:34.9,1780,673.379,09:35.3,09:34.6,09:34.9,22.479,41.87646429,52.50517521,-624.942,52.46397973,0,-18.57,32.6408463,-10.1618463
243,-650.9,09:34.9,A1a2,09:35.6,1780,650.158,09:35.9,09:35.3,09:35.6,3.909,41.87646429,52.50517521,-624.942,52.46397973,0,22.307,32.6408463,-28.7318463
244,-646.249,09:35.6,A1a2,09:36.2,1780,673.379,09:36.6,09:35.9,09:36.3,26.216,41.87646429,52.50517521,-624.942,52.46397973,0,-4.857,32.6408463,-6.4248463
245,-647.163,09:36.3,A1a2,09:36.9,1780,673.379,09:37.3,09:36.6,09:36.9,21.359,41.87646429,52.50517521,-624.942,52.46397973,0,-12.275,32.6408463,-11.2818463
246,-652.02,09:36.9,A1a2,09:37.6,1780,650.159,09:37.9,09:37.3,09:37.6,9.084,41.87646429,52.50517521,-624.942,52.46397973,0,235.868,32.6408463,-23.5568463
247,-641.075,09:37.6,A1a2,09:38.2,1780,673.378,09:38.6,09:37.9,09:38.5,244.952,41.87646429,52.50517521,-624.942,52.46397973,0,-216.741,32.6408463,212.3111537
248,-428.426,09:38.5,A1a2,09:38.9,1780,673.379,09:39.3,09:38.6,09:38.9,28.211,41.87646429,52.50517521,-624.942,52.46397973,0,-5.617,32.6408463,-4.4298463
249,-645.168,09:38.9,A1a2,09:39.6,1780,673.379,09:39.9,09:39.3,09:39.6,22.594,41.87646429,52.50517521,-624.942,52.46397973,0,-13.369,32.6408463,-10.0468463
250,-650.785,09:39.6,A1a2,09:40.3,1780,650.158,09:40.6,09:39.9,09:40.3,9.225,41.87646429,52.50517521,-624.942,52.46397973,0,24.521,32.6408463,-23.4158463
251,-640.933,09:40.3,A1a2,09:40.9,1780,673.379,09:41.3,09:40.6,09:41.0,33.746,41.87646429,52.50517521,-624.942,52.46397973,0,5.552,32.6408463,1.1051537
252,-639.633,09:41.0,A1a2,09:41.6,1780,673.379,09:41.9,09:41.3,09:41.6,39.298,41.87646429,52.50517521,-624.942,52.46397973,0,-24.608,32.6408463,6.6571537
253,-634.081,09:41.6,A1a2,09:42.3,1780,650.158,09:42.6,09:41.9,09:42.3,14.69,41.87646429,52.50517521,-624.942,52.46397973,0,19.56,32.6408463,-17.9508463
254,-635.468,09:42.3,A1a2,09:42.9,1780,673.379,09:43.3,09:42.6,09:42.9,34.25,41.87646429,52.50517521,-624.942,52.46397973,0,-6.182,32.6408463,1.6091537
255,-639.129,09:42.9,A1a2,09:43.6,1780,673.379,09:43.9,09:43.3,09:43.6,28.068,41.87646429,52.50517521,-624.942,52.46397973,0,-0.019,32.6408463,-4.5728463
256,-645.311,09:43.6,A1a2,09:44.3,1780,673.378,09:44.6,09:43.9,09:44.3,28.049,41.87646429,52.50517521,-624.942,52.46397973,0,152.163,32.6408463,-4.5918463
257,-645.329,09:44.3,A1a2,09:44.9,1780,650.159,09:45.3,09:44.6,09:45.1,180.212,41.87646429,52.50517521,-624.942,52.46397973,0,-159.234,32.6408463,147.5711537
258,-469.947,09:45.1,A1a2,09:45.6,1780,673.379,09:45.9,09:45.3,09:45.6,20.978,41.87646429,52.50517521,-624.942,52.46397973,0,,32.6408463,-11.6628463
259,-412.505,10:57.6,A1a3,10:58.1,1780,441.179,10:58.3,10:57.8,10:58.1,27.542,26.14121951,54.37050179,-397.4769535,64.88915268,2,1.387,32.6408463,-5.0988463
260,-413.637,10:58.1,A1a3,10:58.5,1780,441.18,10:58.7,10:58.3,10:58.5,28.929,26.14121951,54.37050179,-397.4769535,64.88915268,2,4.212,32.6408463,-3.7118463
261,-412.251,10:58.5,A1a3,10:58.9,1780,441.179,10:59.2,10:58.7,10:59.0,33.141,26.14121951,54.37050179,-397.4769535,64.88915268,2,-5.142,32.6408463,0.5001537
262,-408.038,10:59.0,A1a3,10:59.4,1780,441.179,10:59.6,10:59.2,10:59.4,27.999,26.14121951,54.37050179,-397.4769535,64.88915268,2,5.555,32.6408463,-4.6418463
263,-413.18,10:59.4,A1a3,10:59.8,1780,464.399,11:00.1,10:59.6,10:59.9,33.554,26.14121951,54.37050179,-397.4769535,64.88915268,2,-23.445,32.6408463,0.9131537
264,-430.845,10:59.9,A1a3,11:00.3,1780,441.179,11:00.5,11:00.1,11:00.3,10.109,26.14121951,54.37050179,-397.4769535,64.88915268,2,6.618,32.6408463,-22.5318463
265,-431.07,11:00.3,A1a3,11:00.7,1780,441.179,11:01.0,11:00.5,11:00.7,16.727,26.14121951,54.37050179,-397.4769535,64.88915268,2,6.422,32.6408463,-15.9138463
266,-424.452,11:00.7,A1a3,11:01.2,1780,441.179,11:01.4,11:01.0,11:01.2,23.149,26.14121951,54.37050179,-397.4769535,64.88915268,2,168.39,32.6408463,-9.4918463
267,-418.03,11:01.2,A1a3,11:01.6,1780,441.179,11:01.8,11:01.4,11:01.8,191.539,26.14121951,54.37050179,-397.4769535,64.88915268,2,-175.828,32.6408463,158.8981537
268,-249.64,11:01.8,A1a3,11:02.1,1780,441.18,11:02.3,11:01.8,11:02.1,15.711,26.14121951,54.37050179,-397.4769535,64.88915268,2,1.076,32.6408463,-16.9298463
269,-425.469,11:02.1,A1a3,11:02.5,1780,441.179,11:02.7,11:02.3,11:02.5,16.787,26.14121951,54.37050179,-397.4769535,64.88915268,2,29.626,32.6408463,-15.8538463
270,-424.392,11:02.5,A1a3,11:02.9,1780,464.399,11:03.2,11:02.7,11:03.0,46.413,26.14121951,54.37050179,-397.4769535,64.88915268,2,-29.207,32.6408463,13.7721537
271,-417.986,11:03.0,A1a3,11:03.4,1780,441.179,11:03.6,11:03.2,11:03.4,17.206,26.14121951,54.37050179,-397.4769535,64.88915268,2,10.632,32.6408463,-15.4348463
272,-423.973,11:03.4,A1a3,11:03.8,1780,441.179,11:04.1,11:03.6,11:03.9,27.838,26.14121951,54.37050179,-397.4769535,64.88915268,2,13.248,32.6408463,-4.8028463
273,-413.341,11:03.9,A1a3,11:04.3,1780,441.179,11:04.5,11:04.1,11:04.3,41.086,26.14121951,54.37050179,-397.4769535,64.88915268,2,-5.352,32.6408463,8.4451537
274,-400.093,11:04.3,A1a3,11:04.7,1780,441.179,11:04.9,11:04.5,11:04.8,35.734,26.14121951,54.37050179,-397.4769535,64.88915268,2,-12.336,32.6408463,3.0931537
275,-405.445,11:04.8,A1a3,11:05.2,1780,441.179,11:05.4,11:04.9,11:05.2,23.398,26.14121951,54.37050179,-397.4769535,64.88915268,2,4.837,32.6408463,-9.2428463
276,-417.781,11:05.2,A1a3,11:05.6,1780,441.18,11:05.8,11:05.4,11:05.6,28.235,26.14121951,54.37050179,-397.4769535,64.88915268,2,67.699,32.6408463,-4.4058463
277,-412.945,11:05.6,A1a3,11:06.0,1780,464.399,11:06.3,11:05.8,11:06.1,95.934,26.14121951,54.37050179,-397.4769535,64.88915268,2,-71.908,32.6408463,63.2931537
278,-368.465,11:06.1,A1a3,11:06.5,1780,441.179,11:06.7,11:06.3,11:06.5,24.026,26.14121951,54.37050179,-397.4769535,64.88915268,2,2.356,32.6408463,-8.6148463
279,-417.153,11:06.5,A1a3,11:07.0,1780,441.179,11:07.2,11:06.7,11:07.0,26.382,26.14121951,54.37050179,-397.4769535,64.88915268,2,2.801,32.6408463,-6.2588463
