,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,,
423,-288.753,10:22.0,A3a4,10:22.3,1780,348.299,10:22.5,10:22.1,10:22.4,111.328,29.38003333,17.00139637,-302.3179333,24.2621171,0,-95.011,32.6408463,78.6871537
424,-236.971,10:22.4,A3a4,10:22.7,1780,348.299,10:22.8,10:22.5,10:22.7,16.317,29.38003333,17.00139637,-302.3179333,24.2621171,0,8.444,32.6408463,-16.3238463
425,-331.982,10:22.7,A3a4,10:23.0,1780,348.3,10:23.2,10:22.8,10:23.0,24.761,29.38003333,17.00139637,-302.3179333,24.2621171,0,6.324,32.6408463,-7.8798463
426,-323.539,10:23.0,A3a4,10:23.3,1780,371.519,10:23.5,10:23.2,10:23.4,31.085,29.38003333,17.00139637,-302.3179333,24.2621171,0,-9.617,32.6408463,-1.5558463
427,-340.434,10:23.4,A3a4,10:23.7,1780,348.299,10:23.9,10:23.5,10:23.7,21.468,29.38003333,17.00139637,-302.3179333,24.2621171,0,2.639,32.6408463,-11.1728463
428,-326.831,10:23.7,A3a4,10:24.1,1780,371.52,10:24.3,10:23.9,10:24.1,24.107,29.38003333,17.00139637,-302.3179333,24.2621171,0,-2.808,32.6408463,-8.5338463
429,-347.413,10:24.1,A3a4,10:24.4,1780,325.079,10:24.6,10:24.3,10:24.5,21.299,29.38003333,17.00139637,-302.3179333,24.2621171,0,-0.227,32.6408463,-11.3418463
430,-303.78,10:24.5,A3a4,10:24.8,1780,325.079,10:24.9,10:24.6,10:24.8,21.072,29.38003333,17.00139637,-302.3179333,24.2621171,0,7.089,32.6408463,-11.5688463
431,-304.007,10:24.8,A3a4,10:25.1,1780,301.86,10:25.2,10:24.9,10:25.1,28.161,29.38003333,17.00139637,-302.3179333,24.2621171,0,8.084,32.6408463,-4.4798463
432,-273.699,10:25.1,A3a4,10:25.4,1780,301.859,10:25.5,10:25.2,10:25.4,36.245,29.38003333,17.00139637,-302.3179333,24.2621171,0,-2.037,32.6408463,3.6041537
433,-265.614,10:25.4,A3a4,10:25.7,1780,325.08,10:25.9,10:25.5,10:25.7,34.208,29.38003333,17.00139637,-302.3179333,24.2621171,0,-8.007,32.6408463,1.5671537
434,-290.872,10:25.7,A3a4,10:26.0,1780,325.079,10:26.2,10:25.9,10:26.0,26.201,29.38003333,17.00139637,-302.3179333,24.2621171,0,-2.218,32.6408463,-6.4398463
435,-298.878,10:26.0,A3a4,10:26.3,1780,325.079,10:26.5,10:26.2,10:26.4,23.983,29.38003333,17.00139637,-302.3179333,24.2621171,0,,32.6408463,-8.6578463
436,-1315.626,13:51.0,A1a1,13:52.3,1781,1346.757,13:53.0,13:51.7,13:52.4,48.215,46.61692308,59.99422828,-1288.674,56.03012883,0,-17.503,32.6408463,15.5741537
437,-1298.542,13:52.4,A1a1,13:53.7,1781,1323.538,13:54.3,13:53.0,13:53.7,30.712,46.61692308,59.99422828,-1288.674,56.03012883,0,6.255,32.6408463,-1.9288463
438,-1292.826,13:53.7,A1a1,13:55.0,1781,1346.757,13:55.7,13:54.3,13:55.0,36.967,46.61692308,59.99422828,-1288.674,56.03012883,0,-23.134,32.6408463,4.3261537
439,-1309.79,13:55.0,A1a1,13:56.3,1781,1323.537,13:57.0,13:55.7,13:56.4,13.833,46.61692308,59.99422828,-1288.674,56.03012883,0,16.52,32.6408463,-18.8078463
440,-1309.704,13:56.4,A1a1,13:57.7,1781,1346.758,13:58.3,13:57.0,13:57.7,30.353,46.61692308,59.99422828,-1288.674,56.03012883,0,-8.97,32.6408463,-2.2878463
441,-1316.405,13:57.7,A1a1,13:59.0,1781,1323.537,13:59.7,13:58.3,13:59.0,21.383,46.61692308,59.99422828,-1288.674,56.03012883,0,-1.407,32.6408463,-11.2578463
442,-1302.154,13:59.0,A1a1,14:00.3,1781,1323.538,14:01.0,13:59.7,14:00.4,19.976,46.61692308,59.99422828,-1288.674,56.03012883,0,27.222,32.6408463,-12.6648463
443,-1303.562,14:00.4,A1a1,14:01.7,1781,1346.757,14:02.3,14:01.0,14:01.7,47.198,46.61692308,59.99422828,-1288.674,56.03012883,0,-16.101,32.6408463,14.5571537
444,-1299.559,14:01.7,A1a1,14:03.0,1781,1323.537,14:03.7,14:02.3,14:03.0,31.097,46.61692308,59.99422828,-1288.674,56.03012883,0,11.357,32.6408463,-1.5438463
445,-1292.44,14:03.0,A1a1,14:04.3,1781,1346.758,14:05.0,14:03.7,14:04.4,42.454,46.61692308,59.99422828,-1288.674,56.03012883,0,-22.915,32.6408463,9.8131537
446,-1304.304,14:04.4,A1a1,14:05.7,1781,1323.537,14:06.3,14:05.0,14:05.7,19.539,46.61692308,59.99422828,-1288.674,56.03012883,0,223.366,32.6408463,-13.1018463
447,-1303.998,14:05.7,A1a1,14:07.0,1781,1346.757,14:07.7,14:06.3,14:07.2,242.905,46.61692308,59.99422828,-1288.674,56.03012883,0,-221.517,32.6408463,210.2641537
448,-1103.852,14:07.2,A1a1,14:08.3,1781,1323.538,14:09.0,14:07.7,14:08.4,21.388,46.61692308,59.99422828,-1288.674,56.03012883,0,,32.6408463,-11.2528463
449,-657.957,12:44.5,A1a2,12:45.1,1781,673.379,12:45.4,12:44.8,12:45.1,9.367,43.30475,60.05600407,-624.1117857,57.93899617,0,1.425,32.6408463,-23.2738463
450,-664.012,12:45.1,A1a2,12:45.8,1781,650.159,12:46.1,12:45.4,12:45.8,10.792,43.30475,60.05600407,-624.1117857,57.93899617,0,36.925,32.6408463,-21.8488463
451,-639.367,12:45.8,A1a2,12:46.4,1781,673.378,12:46.8,12:46.1,12:46.5,47.717,43.30475,60.05600407,-624.1117857,57.93899617,0,-11.801,32.6408463,15.0761537
452,-625.661,12:46.5,A1a2,12:47.1,1781,673.379,12:47.4,12:46.8,12:47.1,35.916,43.30475,60.05600407,-624.1117857,57.93899617,0,116.704,32.6408463,3.2751537
453,-637.463,12:47.1,A1a2,12:47.8,1781,673.379,12:48.1,12:47.4,12:47.9,152.62,43.30475,60.05600407,-624.1117857,57.93899617,0,-148.72,32.6408463,119.9791537
454,-520.759,12:47.9,A1a2,12:48.5,1781,650.159,12:48.8,12:48.1,12:48.5,3.9,43.30475,60.05600407,-624.1117857,57.93899617,0,28.472,32.6408463,-28.7408463
455,-646.259,12:48.5,A1a2,12:49.1,1781,673.378,12:49.4,12:48.8,12:49.1,32.372,43.30475,60.05600407,-624.1117857,57.93899617,0,-9.514,32.6408463,-0.2688463
456,-641.006,12:49.1,A1a2,12:49.8,1781,673.379,12:50.1,12:49.4,12:49.8,22.858,43.30475,60.05600407,-624.1117857,57.93899617,0,-7.601,32.6408463,-9.7828463
457,-650.521,12:49.8,A1a2,12:50.4,1781,650.159,12:50.8,12:50.1,12:50.5,15.257,43.30475,60.05600407,-624.1117857,57.93899617,0,25.985,32.6408463,-17.3838463
458,-634.902,12:50.5,A1a2,12:51.1,1781,673.378,12:51.4,12:50.8,12:51.1,41.242,43.30475,60.05600407,-624.1117857,57.93899617,0,-3.771,32.6408463,8.6011537
459,-632.136,12:51.1,A1a2,12:51.8,1781,673.379,12:52.1,12:51.4,12:51.8,37.471,43.30475,60.05600407,-624.1117857,57.93899617,0,-6.202,32.6408463,4.8301537
460,-635.908,12:51.8,A1a2,12:52.4,1781,673.379,12:52.8,12:52.1,12:52.5,31.269,43.30475,60.05600407,-624.1117857,57.93899617,0,-20.671,32.6408463,-1.3718463
461,-642.11,12:52.5,A1a2,12:53.1,1781,650.158,12:53.4,12:52.8,12:53.1,10.598,43.30475,60.05600407,-624.1117857,57.93899617,0,27.847,32.6408463,-22.0428463
462,-639.56,12:53.1,A1a2,12:53.8,1781,673.379,12:54.1,12:53.4,12:53.8,38.445,43.30475,60.05600407,-624.1117857,57.93899617,0,-11.641,32.6408463,5.8041537
463,-634.934,12:53.8,A1a2,12:54.4,1781,673.379,12:54.8,12:54.1,12:54.5,26.804,43.30475,60.05600407,-624.1117857,57.93899617,0,-9.968,32.6408463,-5.8368463
464,-646.575,12:54.5,A1a2,12:55.1,1781,650.159,12:55.4,12:54.8,12:55.1,16.836,43.30475,60.05600407,-624.1117857,57.93899617,0,129.77,32.6408463,-15.8048463
465,-633.323,12:55.1,A1a2,12:55.8,1781,673.378,12:56.1,12:55.4,12:55.9,146.606,43.30475,60.05600407,-624.1117857,57.93899617,0,-124.008,32.6408463,113.9651537
466,-526.772,12:55.9,A1a2,12:56.4,1781,673.379,12:56.8,12:56.1,12:56.5,22.598,43.30475,60.05600407,-624.1117857,57.93899617,0,-0.807,32.6408463,-10.0428463
467,-650.781,12:56.5,A1a2,12:57.1,1781,673.379,12:57.5,12:56.8,12:57.1,21.791,43.30475,60.05600407,-624.1117857,57.93899617,0,2.212,32.6408463,-10.8498463
468,-651.588,12:57.1,A1a2,12:57.8,1781,650.158,12:58.1,12:57.5,12:57.8,24.003,43.30475,60.05600407,-624.1117857,57.93899617,0,270.24,32.6408463,-8.6378463
469,-626.155,12:57.8,A1a2,12:58.4,1781,673.379,12:58.8,12:58.1,12:58.7,294.243,43.30475,60.05600407,-624.1117857,57.93899617,0,-271.89,32.6408463,261.6021537
470,-379.136,12:58.7,A1a2,12:59.1,1781,673.379,12:59.4,12:58.8,12:59.1,22.353,43.30475,60.05600407,-624.1117857,57.93899617,0,-6.454,32.6408463,-10.2878463
471,-651.026,12:59.1,A1a2,12:59.8,1781,650.158,13:00.1,12:59.4,12:59.8,15.899,43.30475,60.05600407,-624.1117857,57.93899617,0,22.784,32.6408463,-16.7418463
472,-634.259,12:59.8,A1a2,13:00.4,1781,673.379,13:00.8,13:00.1,13:00.5,38.683,43.30475,60.05600407,-624.1117857,57.93899617,0,-10.219,32.6408463,6.0421537
473,-634.696,13:00.5,A1a2,13:01.1,1781,673.379,13:01.4,13:00.8,13:01.1,28.464,43.30475,60.05600407,-624.1117857,57.93899617,0,-15.779,32.6408463,-4.1768463
474,-644.915,13:01.1,A1a2,13:01.8,1781,673.378,13:02.1,13:01.4,13:01.8,12.685,43.30475,60.05600407,-624.1117857,57.93899617,0,4.818,32.6408463,-19.9558463
475,-660.693,13:01.8,A1a2,13:02.5,1781,650.159,13:02.8,13:02.1,13:02.5,17.503,43.30475,60.05600407,-624.1117857,57.93899617,0,16.738,32.6408463,-15.1378463
476,-632.656,13:02.5,A1a2,13:03.1,1781,673.379,13:03.4,13:02.8,13:03.1,34.241,43.30475,60.05600407,-624.1117857,57.93899617,0,,32.6408463,1.6001537
477,-420.11,14:15.0,A1a3,14:15.4,1781,441.179,14:15.6,14:15.2,14:15.4,24.444,37.36367442,42.39859664,-407.2634651,43.22005876,0,-13.606,32.6408463,-8.1968463
478,-416.735,14:15.4,A1a3,14:15.9,1781,441.18,14:16.1,14:15.6,14:15.9,10.838,37.36367442,42.39859664,-407.2634651,43.22005876,0,0.923,32.6408463,-21.8028463
479,-430.342,14:15.9,A1a3,14:16.3,1781,441.179,14:16.5,14:16.1,14:16.3,11.761,37.36367442,42.39859664,-407.2634651,43.22005876,0,4.982,32.6408463,-20.8798463
480,-429.418,14:16.3,A1a3,14:16.7,1781,441.179,14:17.0,14:16.5,14:16.8,16.743,37.36367442,42.39859664,-407.2634651,43.22005876,0,24.839,32.6408463,-15.8978463
481,-424.436,14:16.8,A1a3,14:17.2,1781,464.399,14:17.4,14:17.0,14:17.2,41.582,37.36367442,42.39859664,-407.2634651,43.22005876,0,-24.973,32.6408463,8.9411537
482,-422.817,14:17.2,A1a3,14:17.6,1781,441.179,14:17.9,14:17.4,14:17.7,16.609,37.36367442,42.39859664,-407.2634651,43.22005876,0,196.5,32.6408463,-16.0318463
483,-424.57,14:17.7,A1a3,14:18.1,1781,441.179,14:18.3,14:17.9,14:18.3,213.109,37.36367442,42.39859664,-407.2634651,43.22005876,0,-179.405,32.6408463,180.4681537
484,-228.07,14:18.3,A1a3,14:18.5,1781,441.179,14:18.8,14:18.3,14:18.6,33.704,37.36367442,42.39859664,-407.2634651,43.22005876,0,1.594,32.6408463,1.0631537
485,-407.475,14:18.6,A1a3,14:19.0,1781,441.179,14:19.2,14:18.8,14:19.0,35.298,37.36367442,42.39859664,-407.2634651,43.22005876,0,-0.773,32.6408463,2.6571537
486,-405.881,14:19.0,A1a3,14:19.4,1781,441.18,14:19.6,14:19.2,14:19.4,34.525,37.36367442,42.39859664,-407.2634651,43.22005876,0,-6.381,32.6408463,1.8841537
487,-406.655,14:19.4,A1a3,14:19.9,1781,441.179,14:20.1,14:19.6,14:19.9,28.144,37.36367442,42.39859664,-407.2634651,43.22005876,0,13.173,32.6408463,-4.4968463
488,-413.035,14:19.9,A1a3,14:20.3,1781,464.399,14:20.5,14:20.1,14:20.3,41.317,37.36367442,42.39859664,-407.2634651,43.22005876,0,-30.004,32.6408463,8.6761537
489,-423.082,14:20.3,A1a3,14:20.8,1781,441.179,14:21.0,14:20.5,14:20.8,11.313,37.36367442,42.39859664,-407.2634651,43.22005876,0,7.001,32.6408463,-21.3278463
490,-429.866,14:20.8,A1a3,14:21.2,1781,441.179,14:21.4,14:21.0,14:21.2,18.314,37.36367442,42.39859664,-407.2634651,43.22005876,0,5.551,32.6408463,-14.3268463
491,-422.865,14:21.2,A1a3,14:21.6,1781,441.179,14:21.9,14:21.4,14:21.7,23.865,37.36367442,42.39859664,-407.2634651,43.22005876,0,1.583,32.6408463,-8.7758463
492,-417.314,14:21.7,A1a3,14:22.1,1781,441.179,14:22.3,14:21.9,14:22.1,25.448,37.36367442,42.39859664,-407.2634651,43.22005876,0,10.561,32.6408463,-7.1928463
493,-415.731,14:22.1,A1a3,14:22.5,1781,441.179,14:22.7,14:22.3,14:22.6,36.009,37.36367442,42.39859664,-407.2634651,43.22005876,0,3.552,32.6408463,3.3681537
494,-405.17,14:22.6,A1a3,14:23.0,1781,441.18,14:23.2,14:22.7,14:23.0,39.561,37.36367442,42.39859664,-407.2634651,43.22005876,0,-4.647,32.6408463,6.9201537
495,-401.619,14:23.0,A1a3,14:23.4,1781,464.399,14:23.6,14:23.2,14:23.4,34.914,37.36367442,42.39859664,-407.2634651,43.22005876,0,-18.458,32.6408463,2.2731537
496,-429.485,14:23.4,A1a3,14:23.9,1781,441.179,14:24.1,14:23.6,14:23.9,16.456,37.36367442,42.39859664,-407.2634651,43.22005876,0,1.599,32.6408463,-16.1848463
497,-424.723,14:23.9,A1a3,14:24.3,1781,441.179,14:24.5,14:24.1,14:24.3,18.055,37.36367442,42.39859664,-407.2634651,43.22005876,0,5.896,32.6408463,-14.5858463
498,-423.124,14:24.3,A1a3,14:24.8,1781,441.179,14:25.0,14:24.5,14:24.8,23.951,37.36367442,42.39859664,-407.2634651,43.22005876,0,155.022,32.6408463,-8.6898463
499,-417.228,14:24.8,A1a3,14:25.2,1781,441.179,14:25.4,14:25.0,14:25.4,178.973,37.36367442,42.39859664,-407.2634651,43.22005876,0,-150.114,32.6408463,146.3321537
500,-262.206,14:25.4,A1a3,14:25.6,1781,441.179,14:25.9,14:25.4,14:25.7,28.859,37.36367442,42.39859664,-407.2634651,43.22005876,0,-3.918,32.6408463,-3.7818463
501,-412.32,14:25.7,A1a3,14:26.1,1781,441.18,14:26.3,14:25.9,14:26.1,24.941,37.36367442,42.39859664,-407.2634651,43.22005876,0,11.669,32.6408463,-7.6998463
502,-416.239,14:26.1,A1a3,14:26.5,1781,464.399,14:26.8,14:26.3,14:26.6,36.61,37.36367442,42.39859664,-407.2634651,43.22005876,0,-14.173,32.6408463,3.9691537
503,-427.789,14:26.6,A1a3,14:27.0,1781,441.179,14:27.2,14:26.8,14:27.0,22.437,37.36367442,42.39859664,-407.2634651,43.22005876,0,-5.813,32.6408463,-10.2038463
504,-418.742,14:27.0,A1a3,14:27.4,1781,441.179,14:27.6,14:27.2,14:27.4,16.624,37.36367442,42.39859664,-407.2634651,43.22005876,0,43.86,32.6408463,-16.0168463
505,-424.555,14:27.4,A1a3,14:27.9,1781,441.179,14:28.1,14:27.6,14:27.9,60.484,37.36367442,42.39859664,-407.2634651,43.22005876,0,-37.269,32.6408463,27.8431537
506,-380.695,14:27.9,A1a3,14:28.3,1781,441.179,14:28.5,14:28.1,14:28.3,23.215,37.36367442,42.39859664,-407.2634651,43.22005876,0,12.815,32.6408463,-9.4258463
507,-417.964,14:28.3,A1a3,14:28.7,1781,441.179,14:29.0,14:28.5,14:28.8,36.03,37.36367442,42.39859664,-407.2634651,43.22005876,0,-17.949,32.6408463,3.3891537
508,-405.149,14:28.8,A1a3,14:29.2,1781,441.179,14:29.4,14:29.0,14:29.2,18.081,37.36367442,42.39859664,-407.2634651,43.22005876,0,9.887,32.6408463,-14.5598463
509,-423.098,14:29.2,A1a3,14:29.6,1781,464.4,14:29.9,14:29.4,14:29.7,27.968,37.36367442,42.39859664,-407.2634651,43.22005876,0,-5.93,32.6408463,-4.6728463
510,-436.432,14:29.7,A1a3,14:30.1,1781,441.179,14:30.3,14:29.9,14:30.1,22.038,37.36367442,42.39859664,-407.2634651,43.22005876,0,-9.414,32.6408463,-10.6028463
511,-419.141,14:30.1,A1a3,14:30.5,1781,441.179,14:30.8,14:30.3,14:30.5,12.624,37.36367442,42.39859664,-407.2634651,43.22005876,0,148.474,32.6408463,-20.0168463
512,-428.555,14:30.5,A1a3,14:31.0,1781,441.179,14:31.2,14:30.8,14:31.1,161.098,37.36367442,42.39859664,-407.2634651,43.22005876,0,-131.332,32.6408463,128.4571537
513,-280.081,14:31.1,A1a3,14:31.4,1781,441.179,14:31.6,14:31.2,14:31.4,29.766,37.36367442,42.39859664,-407.2634651,43.22005876,0,-6.305,32.6408463,-2.8748463
514,-411.413,14:31.4,A1a3,14:31.9,1781,441.179,14:32.1,14:31.6,14:31.9,23.461,37.36367442,42.39859664,-407.2634651,43.22005876,0,0.607,32.6408463,-9.1798463
515,-417.718,14:31.9,A1a3,14:32.3,1781,441.179,14:32.5,14:32.1,14:32.3,24.068,37.36367442,42.39859664,-407.2634651,43.22005876,0,17.324,32.6408463,-8.5728463
516,-417.111,14:32.3,A1a3,14:32.7,1781,464.399,14:33.0,14:32.5,14:32.8,41.392,37.36367442,42.39859664,-407.2634651,43.22005876,0,-28.711,32.6408463,8.7511537
517,-423.007,14:32.8,A1a3,14:33.2,1781,441.18,14:33.4,14:33.0,14:33.2,12.681,37.36367442,42.39859664,-407.2634651,43.22005876,0,6.634,32.6408463,-19.9598463
518,-428.499,14:33.2,A1a3,14:33.6,1781,441.179,14:33.9,14:33.4,14:33.7,19.315,37.36367442,42.39859664,-407.2634651,43.22005876,0,10.698,32.6408463,-13.3258463
519,-421.864,14:33.7,A1a3,14:34.1,1781,441.179,14:34.3,14:33.9,14:34.1,30.013,37.36367442,42.39859664,-407.2634651,43.22005876,0,,32.6408463,-2.6278463
520,-300.793,14:54.3,A1a4,14:54.6,1781,348.299,14:54.8,14:54.4,14:54.6,33.348,24.10562963,37.92558262,-282.0126897,89.81247399,4,-7.112,32.6408463,0.7071537
521,-314.951,14:54.6,A1a4,14:55.0,1781,325.079,14:55.1,14:54.8,14:55.0,26.236,24.10562963,37.92558262,-282.0126897,89.81247399,4,-5.173,32.6408463,-6.4048463
522,-298.843,14:55.0,A1a4,14:55.3,1781,325.08,14:55.4,14:55.1,14:55.3,21.063,24.10562963,37.92558262,-282.0126897,89.81247399,4,15.458,32.6408463,-11.5778463
523,-304.017,14:55.3,A1a4,14:55.6,1781,348.299,14:55.8,14:55.4,14:55.6,36.521,24.10562963,37.92558262,-282.0126897,89.81247399,4,-34.151,32.6408463,3.8801537
524,-311.778,14:55.6,A1a4,14:55.9,1781,325.079,14:56.1,14:55.8,14:56.0,2.37,24.10562963,37.92558262,-282.0126897,89.81247399,4,6.762,32.6408463,-30.2708463
525,-322.709,14:56.0,A1a4,14:56.3,1781,325.08,14:56.4,14:56.1,14:56.3,9.132,24.10562963,37.92558262,-282.0126897,89.81247399,4,10.584,32.6408463,-23.5088463
526,-315.948,14:56.3,A1a4,14:56.6,1781,348.299,14:56.8,14:56.4,14:56.6,19.716,24.10562963,37.92558262,-282.0126897,89.81247399,4,1.345,32.6408463,-12.9248463
527,-328.583,14:56.6,A1a4,14:56.9,1781,325.079,14:57.1,14:56.8,14:57.0,21.061,24.10562963,37.92558262,-282.0126897,89.81247399,4,17.578,32.6408463,-11.5798463
528,-304.018,14:57.0,A1a4,14:57.3,1781,348.3,14:57.4,14:57.1,14:57.3,38.639,24.10562963,37.92558262,-282.0126897,89.81247399,4,16.893,32.6408463,5.9981537
529,-309.661,14:57.3,A1a4,14:57.6,1781,325.079,14:57.8,14:57.4,14:57.7,55.532,24.10562963,37.92558262,-282.0126897,89.81247399,4,-39.659,32.6408463,22.8911537
530,-269.547,14:57.7,A1a4,14:57.9,1781,325.08,14:58.1,14:57.8,14:58.0,15.873,24.10562963,37.92558262,-282.0126897,89.81247399,4,21.625,32.6408463,-16.7678463
531,-309.207,14:58.0,A1a4,14:58.3,1781,348.299,14:58.4,14:58.1,14:58.3,37.498,24.10562963,37.92558262,-282.0126897,89.81247399,4,-28.129,32.6408463,4.8571537
532,-310.801,14:58.3,A1a4,14:58.6,1781,325.079,14:58.8,14:58.4,14:58.6,9.369,24.10562963,37.92558262,-282.0126897,89.81247399,4,11.167,32.6408463,-23.2718463
533,-315.71,14:58.6,A1a4,14:58.9,1781,325.08,14:59.1,14:58.8,14:59.0,20.536,24.10562963,37.92558262,-282.0126897,89.81247399,4,6.45,32.6408463,-12.1048463
534,-304.544,14:59.0,A1a4,14:59.3,1781,348.299,14:59.4,14:59.1,14:59.3,26.986,24.10562963,37.92558262,-282.0126897,89.81247399,4,83.748,32.6408463,-5.6548463
535,-321.313,14:59.3,A1a4,14:59.6,1781,325.079,14:59.8,14:59.4,14:59.7,110.734,24.10562963,37.92558262,-282.0126897,89.81247399,4,-79.423,32.6408463,78.0931537
536,-214.345,14:59.7,A1a4,14:59.9,1781,325.08,15:00.1,14:59.8,15:00.0,31.311,24.10562963,37.92558262,-282.0126897,89.81247399,4,-3.677,32.6408463,-1.3298463
537,-293.769,15:00.0,A1a4,15:00.3,1781,348.299,15:00.4,15:00.1,15:00.3,27.634,24.10562963,37.92558262,-282.0126897,89.81247399,4,-1.649,32.6408463,-5.0068463
538,-320.665,15:00.3,A1a4,15:00.6,1781,325.079,15:00.8,15:00.4,15:00.6,25.985,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-6.6558463
539,-299.094,15:00.6,A1a4,15:00.9,1781,325.08,15:01.1,15:00.8,,,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-32.6408463
540,-135.469,15:01.1,A1a4,15:01.3,1781,348.299,15:01.4,15:01.1,15:01.1,-135.469,24.10562963,37.92558262,-282.0126897,89.81247399,4,156.655,32.6408463,-168.1098463
541,-304.462,15:01.3,A1a4,15:01.6,1781,325.079,15:01.8,15:01.4,15:01.6,21.186,24.10562963,37.92558262,-282.0126897,89.81247399,4,6.433,32.6408463,-11.4548463
542,-303.893,15:01.6,A1a4,15:01.9,1781,348.3,15:02.1,15:01.8,15:02.0,27.619,24.10562963,37.92558262,-282.0126897,89.81247399,4,-18.624,32.6408463,-5.0218463
543,-320.681,15:02.0,A1a4,15:02.3,1781,325.079,15:02.5,15:02.1,15:02.3,8.995,24.10562963,37.92558262,-282.0126897,89.81247399,4,18.409,32.6408463,-23.6458463
544,-316.084,15:02.3,A1a4,15:02.6,1781,325.079,15:02.8,15:02.5,15:02.6,27.404,24.10562963,37.92558262,-282.0126897,89.81247399,4,9.266,32.6408463,-5.2368463
545,-297.675,15:02.6,A1a4,15:02.9,1781,348.3,15:03.1,15:02.8,15:03.0,36.67,24.10562963,37.92558262,-282.0126897,89.81247399,4,-16.438,32.6408463,4.0291537
546,-311.63,15:03.0,A1a4,15:03.3,1781,325.079,15:03.4,15:03.1,15:03.3,20.232,24.10562963,37.92558262,-282.0126897,89.81247399,4,12.494,32.6408463,-12.4088463
547,-304.847,15:03.3,A1a4,15:03.6,1781,325.079,15:03.8,15:03.4,15:03.6,32.726,24.10562963,37.92558262,-282.0126897,89.81247399,4,5.263,32.6408463,0.0851537
548,-292.353,15:03.6,A1a4,15:03.9,1781,348.3,15:04.1,15:03.8,15:04.0,37.989,24.10562963,37.92558262,-282.0126897,89.81247399,4,-28.556,32.6408463,5.3481537
549,-310.311,15:04.0,A1a4,15:04.3,1781,325.079,15:04.4,15:04.1,15:04.3,9.433,24.10562963,37.92558262,-282.0126897,89.81247399,4,14.841,32.6408463,-23.2078463
550,-315.646,15:04.3,A1a4,15:04.6,1781,325.079,15:04.8,15:04.4,15:04.6,24.274,24.10562963,37.92558262,-282.0126897,89.81247399,4,148.276,32.6408463,-8.3668463
551,-300.805,15:04.6,A1a4,15:04.9,1781,348.3,15:05.1,15:04.8,15:05.1,172.55,24.10562963,37.92558262,-282.0126897,89.81247399,4,-163.728,32.6408463,139.9091537
552,-175.75,15:05.1,A1a4,15:05.3,1781,325.079,15:05.4,15:05.1,15:05.3,8.822,24.10562963,37.92558262,-282.0126897,89.81247399,4,12.704,32.6408463,-23.8188463
553,-316.257,15:05.3,A1a4,15:05.6,1781,325.08,15:05.8,15:05.4,15:05.6,21.526,24.10562963,37.92558262,-282.0126897,89.81247399,4,11.375,32.6408463,-11.1148463
554,-303.554,15:05.6,A1a4,15:05.9,1781,348.299,15:06.1,15:05.8,15:06.0,32.901,24.10562963,37.92558262,-282.0126897,89.81247399,4,-5.421,32.6408463,0.2601537
555,-315.398,15:06.0,A1a4,15:06.3,1781,325.079,15:06.4,15:06.1,15:06.3,27.48,24.10562963,37.92558262,-282.0126897,89.81247399,4,-5.438,32.6408463,-5.1608463
556,-297.599,15:06.3,A1a4,15:06.6,1781,325.08,15:06.8,15:06.4,15:06.6,22.042,24.10562963,37.92558262,-282.0126897,89.81247399,4,21.681,32.6408463,-10.5988463
557,-303.038,15:06.6,A1a4,15:06.9,1781,348.299,15:07.1,15:06.8,15:07.0,43.723,24.10562963,37.92558262,-282.0126897,89.81247399,4,-10.536,32.6408463,11.0821537
558,-304.576,15:07.0,A1a4,15:07.3,1781,325.079,15:07.4,15:07.1,15:07.3,33.187,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,0.5461537
559,-291.892,15:07.3,A1a4,15:07.6,1781,348.3,15:07.8,15:07.4,,,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-32.6408463
560,225.255,15:08.2,A1a4,15:08.0,1781,325.079,15:08.1,15:07.8,,,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-32.6408463
561,-82.041,15:08.2,A1a4,15:08.3,1781,325.079,15:08.4,15:08.1,15:08.2,-99.824,24.10562963,37.92558262,-282.0126897,89.81247399,4,138.839,32.6408463,-132.4648463
562,-293.461,15:08.3,A1a4,15:08.6,1781,348.3,15:08.8,15:08.4,15:08.6,39.015,24.10562963,37.92558262,-282.0126897,89.81247399,4,-18.24,32.6408463,6.3741537
563,-309.285,15:08.6,A1a4,15:09.0,1781,325.079,15:09.1,15:08.8,15:09.0,20.775,24.10562963,37.92558262,-282.0126897,89.81247399,4,5.5,32.6408463,-11.8658463
564,-304.304,15:09.0,A1a4,15:09.3,1781,325.079,15:09.4,15:09.1,15:09.3,26.275,24.10562963,37.92558262,-282.0126897,89.81247399,4,5.537,32.6408463,-6.3658463
565,-298.804,15:09.3,A1a4,15:09.6,1781,348.3,15:09.8,15:09.4,15:09.6,31.812,24.10562963,37.92558262,-282.0126897,89.81247399,4,-16.008,32.6408463,-0.8288463
