,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
0,1,-274.379,2018-07-21 22:49:43.728786,H1a1,2018-07-21 22:49:44.003165,116.0,1327.49,2018-07-21 22:49:44.666910,2018-07-21 22:49:43.339509,2018-07-21 22:49:43.728786,-274.379,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-217.798
1,2,-492.17699999999996,2018-07-21 22:49:44.838478,H1a1,2018-07-21 22:49:45.330655,116.0,1343.241,2018-07-21 22:49:46.002275,2018-07-21 22:49:44.666910,2018-07-21 22:49:44.838478,-492.17699999999996,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,146.93800000000005
2,3,-345.23900000000003,2018-07-21 22:49:46.328657,H1a1,2018-07-21 22:49:46.673896,116.0,1327.3120000000001,2018-07-21 22:49:47.337552,2018-07-21 22:49:46.002275,2018-07-21 22:49:46.328657,-345.23900000000003,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,69.02299999999997
3,4,-276.216,2018-07-21 22:49:47.724992,H1a1,2018-07-21 22:49:48.001208,116.0,1327.4660000000001,2018-07-21 22:49:48.664941,2018-07-21 22:49:47.337552,2018-07-21 22:49:47.724992,-276.216,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-13.327999999999975
4,5,-289.54400000000004,2018-07-21 22:49:49.039130,H1a1,2018-07-21 22:49:49.328674,116.0,1343.4289999999999,2018-07-21 22:49:50.000389,2018-07-21 22:49:48.664941,2018-07-21 22:49:49.039130,-289.54400000000004,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-225.754
5,6,-515.298,2018-07-21 22:49:50.156805,H1a1,2018-07-21 22:49:50.672103,116.0,1327.23,2018-07-21 22:49:51.335718,2018-07-21 22:49:50.000389,2018-07-21 22:49:50.156805,-515.298,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,155.034
6,7,-360.264,2018-07-21 22:49:51.639069,H1a1,2018-07-21 22:49:51.999333,116.0,1327.375,2018-07-21 22:49:52.663021,2018-07-21 22:49:51.335718,2018-07-21 22:49:51.639069,-360.264,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,203.588
7,8,-156.67600000000002,2018-07-21 22:49:53.170032,H1a1,2018-07-21 22:49:53.326708,116.0,1343.51,2018-07-21 22:49:53.998463,2018-07-21 22:49:52.663021,2018-07-21 22:49:53.170032,-156.67600000000002,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-65.98100000000002
8,9,-222.657,2018-07-21 22:49:54.447561,H1a1,2018-07-21 22:49:54.670218,116.0,1327.2679999999998,2018-07-21 22:49:55.333852,2018-07-21 22:49:53.998463,2018-07-21 22:49:54.447561,-222.657,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-164.521
9,10,-387.17800000000005,2018-07-21 22:49:55.610308,H1a1,2018-07-21 22:49:55.997486,116.0,1327.3220000000001,2018-07-21 22:49:56.661147,2018-07-21 22:49:55.333852,2018-07-21 22:49:55.610308,-387.17800000000005,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,118.002
10,11,-269.176,2018-07-21 22:49:57.055632,H1a1,2018-07-21 22:49:57.324808,116.0,1343.293,2018-07-21 22:49:57.996454,2018-07-21 22:49:56.661147,2018-07-21 22:49:57.055632,-269.176,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,-229.735
11,12,-498.911,2018-07-21 22:49:58.169190,H1a1,2018-07-21 22:49:58.668101,116.0,1327.35,2018-07-21 22:49:59.331776,2018-07-21 22:49:57.996454,2018-07-21 22:49:58.169190,-498.911,-340.6429166666667,114.85652879963557,-340.6429166666667,114.85652879963557,0,
12,1,44.299,2018-07-21 22:51:07.286831,H1a2,2018-07-21 22:51:07.242532,116.0,655.54,2018-07-21 22:51:07.570302,2018-07-21 22:51:06.906728,2018-07-21 22:51:07.286831,44.299,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-70.036
13,2,-25.737,2018-07-21 22:51:07.872335,H1a2,2018-07-21 22:51:07.898072,116.0,671.8739999999999,2018-07-21 22:51:08.234009,2018-07-21 22:51:07.570302,2018-07-21 22:51:07.872335,-25.737,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-156.274
14,3,-182.011,2018-07-21 22:51:08.387935,H1a2,2018-07-21 22:51:08.569946,116.0,655.682,2018-07-21 22:51:08.897787,2018-07-21 22:51:08.234009,2018-07-21 22:51:08.387935,-182.011,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,65.17
15,4,-116.84100000000001,2018-07-21 22:51:09.108787,H1a2,2018-07-21 22:51:09.225628,116.0,671.44,2018-07-21 22:51:09.561348,2018-07-21 22:51:08.897787,2018-07-21 22:51:09.108787,-116.84100000000001,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-98.40500000000002
16,5,-215.24599999999998,2018-07-21 22:51:09.681822,H1a2,2018-07-21 22:51:09.897068,116.0,671.8580000000001,2018-07-21 22:51:10.232997,2018-07-21 22:51:09.561348,2018-07-21 22:51:09.681822,-215.24599999999998,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-16.676999999999992
17,6,-231.923,2018-07-21 22:51:10.337003,H1a2,2018-07-21 22:51:10.568926,116.0,655.529,2018-07-21 22:51:10.896690,2018-07-21 22:51:10.232997,2018-07-21 22:51:10.337003,-231.923,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,56.88900000000001
18,7,-175.03400000000002,2018-07-21 22:51:11.049421,H1a2,2018-07-21 22:51:11.224455,116.0,671.862,2018-07-21 22:51:11.560386,2018-07-21 22:51:10.896690,2018-07-21 22:51:11.049421,-175.03400000000002,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-8.789000000000017
19,8,-183.82299999999998,2018-07-21 22:51:11.712494,H1a2,2018-07-21 22:51:11.896317,116.0,671.493,2018-07-21 22:51:12.232064,2018-07-21 22:51:11.560386,2018-07-21 22:51:11.712494,-183.82299999999998,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-122.785
20,9,-306.608,2018-07-21 22:51:12.261202,H1a2,2018-07-21 22:51:12.567810,116.0,655.716,2018-07-21 22:51:12.895668,2018-07-21 22:51:12.232064,2018-07-21 22:51:12.261202,-306.608,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,154.731
21,10,-151.877,2018-07-21 22:51:13.071649,H1a2,2018-07-21 22:51:13.223526,116.0,671.7289999999999,2018-07-21 22:51:13.559391,2018-07-21 22:51:12.895668,2018-07-21 22:51:13.071649,-151.877,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,16.314999999999998
22,11,-135.562,2018-07-21 22:51:13.759693,H1a2,2018-07-21 22:51:13.895255,116.0,655.692,2018-07-21 22:51:14.223101,2018-07-21 22:51:13.559391,2018-07-21 22:51:13.759693,-135.562,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,257.173
23,12,121.611,2018-07-21 22:51:14.672558,H1a2,2018-07-21 22:51:14.550947,116.0,671.671,2018-07-21 22:51:14.886783,2018-07-21 22:51:14.223101,2018-07-21 22:51:14.672558,121.611,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-172.023
24,13,-50.412,2018-07-21 22:51:15.172206,H1a2,2018-07-21 22:51:15.222618,116.0,671.552,2018-07-21 22:51:15.558394,2018-07-21 22:51:14.886783,2018-07-21 22:51:15.172206,-50.412,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-24.796
25,14,-75.208,2018-07-21 22:51:15.818962,H1a2,2018-07-21 22:51:15.894170,116.0,655.8389999999999,2018-07-21 22:51:16.222090,2018-07-21 22:51:15.558394,2018-07-21 22:51:15.818962,-75.208,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,81.074
26,15,5.8660000000000005,2018-07-21 22:51:16.555875,H1a2,2018-07-21 22:51:16.550009,116.0,671.671,2018-07-21 22:51:16.885845,2018-07-21 22:51:16.222090,2018-07-21 22:51:16.555875,5.8660000000000005,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-114.711
27,16,-108.845,2018-07-21 22:51:17.112835,H1a2,2018-07-21 22:51:17.221680,116.0,671.638,2018-07-21 22:51:17.557499,2018-07-21 22:51:16.885845,2018-07-21 22:51:17.112835,-108.845,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-41.101000000000006
28,17,-149.946,2018-07-21 22:51:17.743372,H1a2,2018-07-21 22:51:17.893318,116.0,655.488,2018-07-21 22:51:18.221062,2018-07-21 22:51:17.557499,2018-07-21 22:51:17.743372,-149.946,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-25.291999999999998
29,18,-175.238,2018-07-21 22:51:18.373568,H1a2,2018-07-21 22:51:18.548806,116.0,671.79,2018-07-21 22:51:18.884701,2018-07-21 22:51:18.221062,2018-07-21 22:51:18.373568,-175.238,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,77.75399999999999
30,19,-97.484,2018-07-21 22:51:19.123112,H1a2,2018-07-21 22:51:19.220596,116.0,655.711,2018-07-21 22:51:19.548452,2018-07-21 22:51:18.884701,2018-07-21 22:51:19.123112,-97.484,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-135.784
31,20,-233.268,2018-07-21 22:51:19.643039,H1a2,2018-07-21 22:51:19.876307,116.0,671.6060000000001,2018-07-21 22:51:20.212110,2018-07-21 22:51:19.548452,2018-07-21 22:51:19.643039,-233.268,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-37.229000000000006
32,21,-270.497,2018-07-21 22:51:20.277416,H1a2,2018-07-21 22:51:20.547913,116.0,671.584,2018-07-21 22:51:20.883705,2018-07-21 22:51:20.212110,2018-07-21 22:51:20.277416,-270.497,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,90.16000000000004
33,22,-180.33700000000002,2018-07-21 22:51:21.039160,H1a2,2018-07-21 22:51:21.219497,116.0,655.7,2018-07-21 22:51:21.547347,2018-07-21 22:51:20.883705,2018-07-21 22:51:21.039160,-180.33700000000002,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,-37.601
34,23,-217.938,2018-07-21 22:51:21.657259,H1a2,2018-07-21 22:51:21.875197,116.0,671.823,2018-07-21 22:51:22.211108,2018-07-21 22:51:21.547347,2018-07-21 22:51:21.657259,-217.938,-135.30691304347826,103.01927344209696,-135.30691304347826,103.01927344209696,0,
35,1,-13.479000000000001,2018-07-21 22:45:53.399413,H1a3,2018-07-21 22:45:53.412892,116.0,447.691,2018-07-21 22:45:53.636737,2018-07-21 22:45:53.189066,2018-07-21 22:45:53.399413,-13.479000000000001,-111.36526470588234,36.06859207483903,-111.36526470588234,36.06859207483903,0,-112.117
