,Asynchrony,IOI,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,Unnamed: 0,Unnamed: 0.1,User ID
0,-248.453,1327.433,2018-07-21 22:04:37.639123,-307.10933333333327,2018-07-21 22:04:36.303830,0,-119.46,-248.453,-307.10933333333327,45.56011324579536,2018-07-21 22:04:36.726954,45.56011324579536,2018-07-21 22:04:36.726954,H1a1,2018-07-21 22:04:36.975407,0,1,132.0
1,-367.913,1327.5279999999998,2018-07-21 22:04:38.966604,-307.10933333333327,2018-07-21 22:04:37.639123,0,39.807000000000016,-367.913,-307.10933333333327,45.56011324579536,2018-07-21 22:04:37.934927,45.56011324579536,2018-07-21 22:04:37.934927,H1a1,2018-07-21 22:04:38.302840,1,2,132.0
2,-328.106,1343.183,2018-07-21 22:04:40.301959,-307.10933333333327,2018-07-21 22:04:38.966604,0,40.57499999999999,-328.106,-307.10933333333327,45.56011324579536,2018-07-21 22:04:39.302262,45.56011324579536,2018-07-21 22:04:39.302262,H1a1,2018-07-21 22:04:39.630368,2,3,132.0
3,-287.531,1327.453,2018-07-21 22:04:41.637277,-307.10933333333327,2018-07-21 22:04:40.301959,0,-70.63599999999997,-287.531,-307.10933333333327,45.56011324579536,2018-07-21 22:04:40.686020,45.56011324579536,2018-07-21 22:04:40.686020,H1a1,2018-07-21 22:04:40.973551,3,4,132.0
4,-358.167,1327.182,2018-07-21 22:04:42.964595,-307.10933333333327,2018-07-21 22:04:41.637277,0,19.99899999999997,-358.167,-307.10933333333327,45.56011324579536,2018-07-21 22:04:41.942837,45.56011324579536,2018-07-21 22:04:41.942837,H1a1,2018-07-21 22:04:42.301004,4,5,132.0
5,-338.168,1343.442,2018-07-21 22:04:44.299907,-307.10933333333327,2018-07-21 22:04:42.964595,0,97.785,-338.168,-307.10933333333327,45.56011324579536,2018-07-21 22:04:43.290018,45.56011324579536,2018-07-21 22:04:43.290018,H1a1,2018-07-21 22:04:43.628186,5,6,132.0
6,-240.383,1327.234,2018-07-21 22:04:45.635245,-307.10933333333327,2018-07-21 22:04:44.299907,0,-41.80499999999998,-240.383,-307.10933333333327,45.56011324579536,2018-07-21 22:04:44.731245,45.56011324579536,2018-07-21 22:04:44.731245,H1a1,2018-07-21 22:04:44.971628,6,7,132.0
7,-282.188,1327.4029999999998,2018-07-21 22:04:46.962564,-307.10933333333327,2018-07-21 22:04:45.635245,0,11.439999999999998,-282.188,-307.10933333333327,45.56011324579536,2018-07-21 22:04:46.016674,45.56011324579536,2018-07-21 22:04:46.016674,H1a1,2018-07-21 22:04:46.298862,7,8,132.0
8,-270.748,1343.342,2018-07-21 22:04:48.297936,-307.10933333333327,2018-07-21 22:04:46.962564,0,-8.759999999999991,-270.748,-307.10933333333327,45.56011324579536,2018-07-21 22:04:47.355517,45.56011324579536,2018-07-21 22:04:47.355517,H1a1,2018-07-21 22:04:47.626265,8,9,132.0
9,-279.508,1327.302,2018-07-21 22:04:49.633258,-307.10933333333327,2018-07-21 22:04:48.297936,0,-33.435,-279.508,-307.10933333333327,45.56011324579536,2018-07-21 22:04:48.690099,45.56011324579536,2018-07-21 22:04:48.690099,H1a1,2018-07-21 22:04:48.969607,9,10,132.0
10,-312.943,1327.542,2018-07-21 22:04:50.960680,-307.10933333333327,2018-07-21 22:04:49.633258,0,-58.26100000000002,-312.943,-307.10933333333327,45.56011324579536,2018-07-21 22:04:49.983966,45.56011324579536,2018-07-21 22:04:49.983966,H1a1,2018-07-21 22:04:50.296909,10,11,132.0
11,-371.204,1327.2120000000002,2018-07-21 22:04:52.288057,-307.10933333333327,2018-07-21 22:04:50.960680,0,,-371.204,-307.10933333333327,45.56011324579536,2018-07-21 22:04:51.253247,45.56011324579536,2018-07-21 22:04:51.253247,H1a1,2018-07-21 22:04:51.624451,11,12,132.0
12,17.997,655.868,2018-07-21 22:06:00.558281,-467.0497826086956,2018-07-21 22:05:59.894538,0,-226.139,17.997,-152.51556521739133,48.46124778139379,2018-07-21 22:06:00.248344,340.59936367926946,2018-07-21 22:06:00.248344,H1a2,2018-07-21 22:06:00.230347,12,1,132.0
13,-208.142,671.432,2018-07-21 22:06:01.221931,-467.0497826086956,2018-07-21 22:06:00.558281,0,110.428,-208.142,-152.51556521739133,48.46124778139379,2018-07-21 22:06:00.678073,340.59936367926946,2018-07-21 22:06:00.678073,H1a2,2018-07-21 22:06:00.886215,13,2,132.0
14,-97.714,655.928,2018-07-21 22:06:01.885611,-467.0497826086956,2018-07-21 22:06:01.221931,0,-53.87800000000002,-97.714,-152.51556521739133,48.46124778139379,2018-07-21 22:06:01.459933,340.59936367926946,2018-07-21 22:06:01.459933,H1a2,2018-07-21 22:06:01.557647,14,3,132.0
15,-151.592,671.5039999999998,2018-07-21 22:06:02.549327,-467.0497826086956,2018-07-21 22:06:01.885611,0,-53.46699999999999,-151.592,-152.51556521739133,48.46124778139379,2018-07-21 22:06:02.061983,340.59936367926946,2018-07-21 22:06:02.061983,H1a2,2018-07-21 22:06:02.213575,15,4,132.0
16,-205.05900000000003,671.655,2018-07-21 22:06:03.220906,-467.0497826086956,2018-07-21 22:06:02.549327,0,28.82,-205.05900000000003,-152.51556521739133,48.46124778139379,2018-07-21 22:06:02.680020,340.59936367926946,2018-07-21 22:06:02.680020,H1a2,2018-07-21 22:06:02.885079,16,5,132.0
17,-176.239,655.6039999999998,2018-07-21 22:06:03.884536,-467.0497826086956,2018-07-21 22:06:03.220906,0,11.664999999999992,-176.239,-152.51556521739133,48.46124778139379,2018-07-21 22:06:03.380495,340.59936367926946,2018-07-21 22:06:03.380495,H1a2,2018-07-21 22:06:03.556734,17,6,132.0
18,-164.574,671.7539999999998,2018-07-21 22:06:04.548215,-467.0497826086956,2018-07-21 22:06:03.884536,0,-16.789999999999992,-164.574,-152.51556521739133,48.46124778139379,2018-07-21 22:06:04.047764,340.59936367926946,2018-07-21 22:06:04.047764,H1a2,2018-07-21 22:06:04.212338,18,7,132.0
19,-181.364,655.709,2018-07-21 22:06:05.211946,-467.0497826086956,2018-07-21 22:06:04.548215,0,19.817000000000007,-181.364,-152.51556521739133,48.46124778139379,2018-07-21 22:06:04.702728,340.59936367926946,2018-07-21 22:06:04.702728,H1a2,2018-07-21 22:06:04.884092,19,8,132.0
20,-161.547,671.573,2018-07-21 22:06:05.875587,-467.0497826086956,2018-07-21 22:06:05.211946,0,-0.09200000000001296,-161.547,-152.51556521739133,48.46124778139379,2018-07-21 22:06:05.378254,340.59936367926946,2018-07-21 22:06:05.378254,H1a2,2018-07-21 22:06:05.539801,20,9,132.0
21,-161.639,671.71,2018-07-21 22:06:06.547229,-467.0497826086956,2018-07-21 22:06:05.875587,0,-37.17399999999998,-161.639,-152.51556521739133,48.46124778139379,2018-07-21 22:06:06.049735,340.59936367926946,2018-07-21 22:06:06.049735,H1a2,2018-07-21 22:06:06.211374,21,10,132.0
22,-198.813,655.742,2018-07-21 22:06:07.210955,-467.0497826086956,2018-07-21 22:06:06.547229,0,68.93799999999999,-198.813,-152.51556521739133,48.46124778139379,2018-07-21 22:06:06.684271,340.59936367926946,2018-07-21 22:06:06.684271,H1a2,2018-07-21 22:06:06.883084,22,11,132.0
23,-129.875,671.551,2018-07-21 22:06:07.874602,-467.0497826086956,2018-07-21 22:06:07.210955,0,-0.004999999999995453,-129.875,-152.51556521739133,48.46124778139379,2018-07-21 22:06:07.408951,340.59936367926946,2018-07-21 22:06:07.408951,H1a2,2018-07-21 22:06:07.538826,23,12,132.0
24,-760.416,671.8919999999998,2018-07-21 22:06:08.546323,-467.0497826086956,2018-07-21 22:06:07.874602,0,-4.718999999999994,-129.88,-152.51556521739133,48.46124778139379,2018-07-21 22:06:08.080497,340.59936367926946,2018-07-21 22:06:07.449961,H1a2,2018-07-21 22:06:08.210377,24,13,132.0
25,-801.7719999999998,655.457,2018-07-21 22:06:09.209997,-467.0497826086956,2018-07-21 22:06:08.546323,0,28.40499999999999,-134.599,-152.51556521739133,48.46124778139379,2018-07-21 22:06:08.747670,340.59936367926946,2018-07-21 22:06:08.080497,H1a2,2018-07-21 22:06:08.882269,25,14,132.0
26,-790.056,671.83,2018-07-21 22:06:09.873641,-467.0497826086956,2018-07-21 22:06:09.209997,0,-16.977999999999994,-106.194,-152.51556521739133,48.46124778139379,2018-07-21 22:06:09.431532,340.59936367926946,2018-07-21 22:06:08.747670,H1a2,2018-07-21 22:06:09.537726,26,15,132.0
27,-778.0239999999999,655.697,2018-07-21 22:06:10.537405,-467.0497826086956,2018-07-21 22:06:09.873641,0,-8.656000000000006,-123.172,-152.51556521739133,48.46124778139379,2018-07-21 22:06:10.086384,340.59936367926946,2018-07-21 22:06:09.431532,H1a2,2018-07-21 22:06:10.209556,27,16,132.0
28,-778.8689999999998,672.09,2018-07-21 22:06:11.201298,-467.0497826086956,2018-07-21 22:06:10.537405,0,-74.406,-131.828,-152.51556521739133,48.46124778139379,2018-07-21 22:06:10.733425,340.59936367926946,2018-07-21 22:06:10.086384,H1a2,2018-07-21 22:06:10.865253,28,17,132.0
29,-803.918,671.426,2018-07-21 22:06:11.873056,-467.0497826086956,2018-07-21 22:06:11.201298,0,49.26000000000002,-206.234,-152.51556521739133,48.46124778139379,2018-07-21 22:06:11.331109,340.59936367926946,2018-07-21 22:06:10.733425,H1a2,2018-07-21 22:06:11.537343,29,18,132.0
30,-877.66,655.426,2018-07-21 22:06:12.536482,-467.0497826086956,2018-07-21 22:06:11.873056,0,-16.662000000000006,-156.974,-152.51556521739133,48.46124778139379,2018-07-21 22:06:12.051795,340.59936367926946,2018-07-21 22:06:11.331109,H1a2,2018-07-21 22:06:12.208769,30,19,132.0
31,-812.4,671.6439999999999,2018-07-21 22:06:13.200017,-467.0497826086956,2018-07-21 22:06:12.536482,0,8.012,-173.636,-152.51556521739133,48.46124778139379,2018-07-21 22:06:12.690559,340.59936367926946,2018-07-21 22:06:12.051795,H1a2,2018-07-21 22:06:12.864195,31,20,132.0
32,-845.28,671.6669999999998,2018-07-21 22:06:13.871673,-467.0497826086956,2018-07-21 22:06:13.200017,0,-16.581999999999994,-165.62400000000005,-152.51556521739133,48.46124778139379,2018-07-21 22:06:13.370215,340.59936367926946,2018-07-21 22:06:12.690559,H1a2,2018-07-21 22:06:13.535839,32,21,132.0
33,-837.291,655.692,2018-07-21 22:06:14.535352,-467.0497826086956,2018-07-21 22:06:13.871673,0,3.2560000000000002,-182.206,-152.51556521739133,48.46124778139379,2018-07-21 22:06:14.025300,340.59936367926946,2018-07-21 22:06:13.370215,H1a2,2018-07-21 22:06:14.207506,33,22,132.0
34,-837.898,671.6519999999998,2018-07-21 22:06:15.199024,-467.0497826086956,2018-07-21 22:06:14.535352,0,,-178.95,-152.51556521739133,48.46124778139379,2018-07-21 22:06:14.684248,340.59936367926946,2018-07-21 22:06:14.025300,H1a2,2018-07-21 22:06:14.863198,34,23,132.0
