,Asynchrony,IOI,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,Unnamed: 0,Unnamed: 0.1,User ID
0,-152.835,1327.3970000000004,2018-07-20 23:04:35.004927,-336.90916666666675,2018-07-20 23:04:33.677301,0,-115.485,-152.835,-336.90916666666675,85.90051541154861,2018-07-20 23:04:34.188394,85.90051541154861,2018-07-20 23:04:34.188394,H1a1,2018-07-20 23:04:34.341229,0,1,129.0
1,-268.32,1343.27,2018-07-20 23:04:36.340261,-336.90916666666675,2018-07-20 23:04:35.004927,0,-115.15899999999999,-268.32,-336.90916666666675,85.90051541154861,2018-07-20 23:04:35.400306,85.90051541154861,2018-07-20 23:04:35.400306,H1a1,2018-07-20 23:04:35.668626,1,2,129.0
2,-383.479,1327.491,2018-07-20 23:04:37.675641,-336.90916666666675,2018-07-20 23:04:36.340261,0,-54.24900000000002,-383.479,-336.90916666666675,85.90051541154861,2018-07-20 23:04:36.628417,85.90051541154861,2018-07-20 23:04:36.628417,H1a1,2018-07-20 23:04:37.011896,2,3,129.0
3,-437.728,1327.494,2018-07-20 23:04:39.003134,-336.90916666666675,2018-07-20 23:04:37.675641,0,-29.754999999999995,-437.728,-336.90916666666675,85.90051541154861,2018-07-20 23:04:37.901659,85.90051541154861,2018-07-20 23:04:37.901659,H1a1,2018-07-20 23:04:38.339387,3,4,129.0
4,-467.483,1343.384,2018-07-20 23:04:40.338573,-336.90916666666675,2018-07-20 23:04:39.003134,0,97.81200000000001,-467.483,-336.90916666666675,85.90051541154861,2018-07-20 23:04:39.199398,85.90051541154861,2018-07-20 23:04:39.199398,H1a1,2018-07-20 23:04:39.666881,4,5,129.0
5,-369.671,1327.4779999999996,2018-07-20 23:04:41.674004,-336.90916666666675,2018-07-20 23:04:40.338573,0,23.52199999999999,-369.671,-336.90916666666675,85.90051541154861,2018-07-20 23:04:40.640594,85.90051541154861,2018-07-20 23:04:40.640594,H1a1,2018-07-20 23:04:41.010265,5,6,129.0
6,-346.149,1327.409,2018-07-20 23:04:43.001448,-336.90916666666675,2018-07-20 23:04:41.674004,0,101.231,-346.149,-336.90916666666675,85.90051541154861,2018-07-20 23:04:41.991594,85.90051541154861,2018-07-20 23:04:41.991594,H1a1,2018-07-20 23:04:42.337743,6,7,129.0
7,-244.918,1343.329,2018-07-20 23:04:44.336816,-336.90916666666675,2018-07-20 23:04:43.001448,0,-61.87099999999998,-244.918,-336.90916666666675,85.90051541154861,2018-07-20 23:04:43.420234,85.90051541154861,2018-07-20 23:04:43.420234,H1a1,2018-07-20 23:04:43.665152,7,8,129.0
8,-306.789,1327.602,2018-07-20 23:04:45.672282,-336.90916666666675,2018-07-20 23:04:44.336816,0,-25.607000000000035,-306.789,-336.90916666666675,85.90051541154861,2018-07-20 23:04:44.701692,85.90051541154861,2018-07-20 23:04:44.701692,H1a1,2018-07-20 23:04:45.008481,8,9,129.0
9,-332.396,1327.454,2018-07-20 23:04:46.999810,-336.90916666666675,2018-07-20 23:04:45.672282,0,-13.091000000000005,-332.396,-336.90916666666675,85.90051541154861,2018-07-20 23:04:46.003687,85.90051541154861,2018-07-20 23:04:46.003687,H1a1,2018-07-20 23:04:46.336083,9,10,129.0
10,-345.487,1327.6229999999996,2018-07-20 23:04:48.327349,-336.90916666666675,2018-07-20 23:04:46.999810,0,-42.16799999999995,-345.487,-336.90916666666675,85.90051541154861,2018-07-20 23:04:47.318050,85.90051541154861,2018-07-20 23:04:47.318050,H1a1,2018-07-20 23:04:47.663537,10,11,129.0
11,-387.655,1343.25,2018-07-20 23:04:49.662785,-336.90916666666675,2018-07-20 23:04:48.327349,0,,-387.655,-336.90916666666675,85.90051541154861,2018-07-20 23:04:48.603505,85.90051541154861,2018-07-20 23:04:48.603505,H1a1,2018-07-20 23:04:48.991160,11,12,129.0
12,-45.478,671.63,2018-07-20 23:05:58.162171,53.70247826086957,2018-07-20 23:05:57.498379,1,-119.137,-45.478,-176.35395454545457,39.29271814698989,2018-07-20 23:05:57.780878,320.2268575119647,2018-07-20 23:05:57.780878,H1a2,2018-07-20 23:05:57.826356,12,1,129.0
13,-164.615,655.827,2018-07-20 23:05:58.825899,53.70247826086957,2018-07-20 23:05:58.162171,1,19.620000000000005,-164.615,-176.35395454545457,39.29271814698989,2018-07-20 23:05:58.333371,320.2268575119647,2018-07-20 23:05:58.333371,H1a2,2018-07-20 23:05:58.497986,13,2,129.0
14,-144.995,671.562,2018-07-20 23:05:59.489594,53.70247826086957,2018-07-20 23:05:58.825899,1,-28.608000000000004,-144.995,-176.35395454545457,39.29271814698989,2018-07-20 23:05:59.008818,320.2268575119647,2018-07-20 23:05:59.008818,H1a2,2018-07-20 23:05:59.153813,14,3,129.0
15,-173.60299999999995,671.732,2018-07-20 23:06:00.161241,53.70247826086957,2018-07-20 23:05:59.489594,1,-41.24799999999999,-173.60299999999995,-176.35395454545457,39.29271814698989,2018-07-20 23:05:59.651772,320.2268575119647,2018-07-20 23:05:59.651772,H1a2,2018-07-20 23:05:59.825375,15,4,129.0
16,-214.851,655.794,2018-07-20 23:06:00.825004,53.70247826086957,2018-07-20 23:06:00.161241,1,23.584000000000003,-214.851,-176.35395454545457,39.29271814698989,2018-07-20 23:06:00.282256,320.2268575119647,2018-07-20 23:06:00.282256,H1a2,2018-07-20 23:06:00.497107,16,5,129.0
17,-191.267,671.568,2018-07-20 23:06:01.488685,53.70247826086957,2018-07-20 23:06:00.825004,1,-3.8379999999999934,-191.267,-176.35395454545457,39.29271814698989,2018-07-20 23:06:00.961634,320.2268575119647,2018-07-20 23:06:00.961634,H1a2,2018-07-20 23:06:01.152901,17,6,129.0
18,-195.105,656.0160000000002,2018-07-20 23:06:02.152477,53.70247826086957,2018-07-20 23:06:01.488685,1,55.98999999999998,-195.105,-176.35395454545457,39.29271814698989,2018-07-20 23:06:01.629364,320.2268575119647,2018-07-20 23:06:01.629364,H1a2,2018-07-20 23:06:01.824469,18,7,129.0
19,-139.115,671.7080000000002,2018-07-20 23:06:02.816339,53.70247826086957,2018-07-20 23:06:02.152477,1,-65.31799999999998,-139.115,-176.35395454545457,39.29271814698989,2018-07-20 23:06:02.341370,320.2268575119647,2018-07-20 23:06:02.341370,H1a2,2018-07-20 23:06:02.480485,19,8,129.0
20,-204.433,671.565,2018-07-20 23:06:03.487976,53.70247826086957,2018-07-20 23:06:02.816339,1,-4.376000000000005,-204.433,-176.35395454545457,39.29271814698989,2018-07-20 23:06:02.947760,320.2268575119647,2018-07-20 23:06:02.947760,H1a2,2018-07-20 23:06:03.152193,20,9,129.0
21,-208.80900000000003,655.711,2018-07-20 23:06:04.151614,53.70247826086957,2018-07-20 23:06:03.487976,1,77.01400000000002,-208.80900000000003,-176.35395454545457,39.29271814698989,2018-07-20 23:06:03.614949,320.2268575119647,2018-07-20 23:06:03.614949,H1a2,2018-07-20 23:06:03.823758,21,10,129.0
22,-131.795,671.763,2018-07-20 23:06:04.815351,53.70247826086957,2018-07-20 23:06:04.151614,1,-77.85600000000002,-131.795,-176.35395454545457,39.29271814698989,2018-07-20 23:06:04.347674,320.2268575119647,2018-07-20 23:06:04.347674,H1a2,2018-07-20 23:06:04.479469,22,11,129.0
23,-209.651,671.722,2018-07-20 23:06:05.487093,53.70247826086957,2018-07-20 23:06:04.815351,1,19.731000000000023,-209.651,-176.35395454545457,39.29271814698989,2018-07-20 23:06:04.941581,320.2268575119647,2018-07-20 23:06:04.941581,H1a2,2018-07-20 23:06:05.151232,23,12,129.0
24,-189.92,655.823,2018-07-20 23:06:06.150865,53.70247826086957,2018-07-20 23:06:05.487093,1,-0.7270000000000039,-189.92,-176.35395454545457,39.29271814698989,2018-07-20 23:06:05.633034,320.2268575119647,2018-07-20 23:06:05.633034,H1a2,2018-07-20 23:06:05.822954,24,13,129.0
25,-190.647,672.082,2018-07-20 23:06:06.814818,53.70247826086957,2018-07-20 23:06:06.150865,1,-4.486999999999996,-190.647,-176.35395454545457,39.29271814698989,2018-07-20 23:06:06.288130,320.2268575119647,2018-07-20 23:06:06.288130,H1a2,2018-07-20 23:06:06.478777,25,14,129.0
26,-195.134,655.049,2018-07-20 23:06:07.478383,53.70247826086957,2018-07-20 23:06:06.814818,1,,-195.134,-176.35395454545457,39.29271814698989,2018-07-20 23:06:06.955725,320.2268575119647,2018-07-20 23:06:06.955725,H1a2,2018-07-20 23:06:07.150859,26,15,129.0
27,541.7819999999998,671.875,2018-07-20 23:06:08.141846,53.70247826086957,2018-07-20 23:06:07.478383,1,,,-176.35395454545457,39.29271814698989,,320.2268575119647,2018-07-20 23:06:08.347690,H1a2,2018-07-20 23:06:07.805908,27,16,129.0
28,455.393,671.883,2018-07-20 23:06:08.813725,53.70247826086957,2018-07-20 23:06:08.141846,1,-86.39700000000002,-130.093,-176.35395454545457,39.29271814698989,2018-07-20 23:06:08.347690,320.2268575119647,2018-07-20 23:06:08.933176,H1a2,2018-07-20 23:06:08.477783,28,17,129.0
