,Asynchrony,IOI,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,Unnamed: 0,Unnamed: 0.1,User ID
0,-356.34,1343.121,2018-07-21 22:55:52.359470,-1514.9319090909091,2018-07-21 22:55:51.024232,0,-286.886,-356.34,-341.00699999999995,172.69804428191998,2018-07-21 22:55:51.331569,440.117789052534,2018-07-21 22:55:51.331569,H1a1,2018-07-21 22:55:51.687909,0,1,117.0
1,-1245.021,1327.315,2018-07-21 22:55:53.694688,-1514.9319090909091,2018-07-21 22:55:52.359470,0,85.18600000000005,-643.226,-341.00699999999995,172.69804428191998,2018-07-21 22:55:52.387804,440.117789052534,2018-07-21 22:55:51.786009,H1a1,2018-07-21 22:55:53.031030,1,2,117.0
2,-1970.541,1327.4520000000002,2018-07-21 22:55:55.022071,-1514.9319090909091,2018-07-21 22:55:53.694688,0,363.596,-558.04,-341.00699999999995,172.69804428191998,2018-07-21 22:55:53.800305,440.117789052534,2018-07-21 22:55:52.387804,H1a1,2018-07-21 22:55:54.358345,2,3,117.0
3,-1885.492,1343.135,2018-07-21 22:55:56.357364,-1514.9319090909091,2018-07-21 22:55:55.022071,0,65.024,-194.444,-341.00699999999995,172.69804428191998,2018-07-21 22:55:55.491353,440.117789052534,2018-07-21 22:55:53.800305,H1a1,2018-07-21 22:55:55.685797,3,4,117.0
4,-1537.579,1327.484,2018-07-21 22:55:57.692674,-1514.9319090909091,2018-07-21 22:55:56.357364,0,-25.59200000000001,-129.42,-341.00699999999995,172.69804428191998,2018-07-21 22:55:56.899512,440.117789052534,2018-07-21 22:55:55.491353,H1a1,2018-07-21 22:55:57.028932,4,5,117.0
5,-1456.904,1327.446,2018-07-21 22:55:59.020139,-1514.9319090909091,2018-07-21 22:55:57.692674,0,-144.25400000000005,-155.012,-341.00699999999995,172.69804428191998,2018-07-21 22:55:58.201404,440.117789052534,2018-07-21 22:55:56.899512,H1a1,2018-07-21 22:55:58.356416,5,6,117.0
6,-1482.458,1343.396,2018-07-21 22:56:00.355560,-1514.9319090909091,2018-07-21 22:55:59.020139,0,-184.612,-299.266,-341.00699999999995,172.69804428191998,2018-07-21 22:55:59.384596,440.117789052534,2018-07-21 22:55:58.201404,H1a1,2018-07-21 22:55:59.683862,6,7,117.0
7,-1642.662,1327.179,2018-07-21 22:56:01.690848,-1514.9319090909091,2018-07-21 22:56:00.355560,0,310.38699999999994,-483.878,-341.00699999999995,172.69804428191998,2018-07-21 22:56:00.543380,440.117789052534,2018-07-21 22:55:59.384596,H1a1,2018-07-21 22:56:01.027258,7,8,117.0
8,-1811.057,1327.3570000000002,2018-07-21 22:56:03.018115,-1514.9319090909091,2018-07-21 22:56:01.690848,0,-258.534,-173.491,-341.00699999999995,172.69804428191998,2018-07-21 22:56:02.180946,440.117789052534,2018-07-21 22:56:00.543380,H1a1,2018-07-21 22:56:02.354437,8,9,117.0
9,-1500.848,1343.3239999999996,2018-07-21 22:56:04.353456,-1514.9319090909091,2018-07-21 22:56:03.018115,0,106.08999999999996,-432.025,-341.00699999999995,172.69804428191998,2018-07-21 22:56:03.249769,440.117789052534,2018-07-21 22:56:02.180946,H1a1,2018-07-21 22:56:03.681794,9,10,117.0
