,A,B,T-Stat,p-value
166,A1b3,H2b3,-2.7837990169299247,0.005505868586764078
167,A1b3,H2b4,-3.5517981317609832,0.00041719288548461146
168,A1b4,A3a1,2.727706113298702,0.00695026521979519
169,A1b4,A3a2,5.048169070762792,8.649457883185409e-07
170,A1b4,A3a3,1.8104084051983593,0.070782630763965
171,A1b4,A3a4,1.1629715379756147,0.2454708911621051
172,A1b4,A3b1,3.6920327948093288,0.0002871919459560115
173,A1b4,A3b2,3.3914879200846664,0.0007944557221746983
174,A1b4,A3b3,3.2288927838848647,0.0013192698150189194
175,A1b4,A3b4,-0.19214264242223184,0.8477144643921695
176,A1b4,A4a1,0.3631465026736245,0.7167318179305879
177,A1b4,A4a2,2.9454148326441563,0.0033783176630000464
178,A1b4,A4a3,2.3683485103698927,0.01823262770146331
179,A1b4,A4a4,1.564706525736705,0.11832154809331351
180,A1b4,A4b1,0.8112470554245247,0.4178344880910716
181,A1b4,A4b2,2.7487199604893315,0.006207588083807317
182,A1b4,A4b3,3.0326189374753194,0.0025528597131026553
183,A1b4,A4b4,1.69780770706294,0.09016580424679792
184,A1b4,H2a1,13.87783745309128,4.5430784962656924e-35
185,A1b4,H2a2,13.196568268424521,3.900169828708986e-35
186,A1b4,H2a3,1.0243435854928982,0.3061832965287756
187,A1b4,H2a4,-4.056151375302271,5.916582654244716e-05
188,A1b4,H2b1,13.114214506180312,8.70704477844672e-30
189,A1b4,H2b2,7.402014952032396,3.9456959181179316e-13
190,A1b4,H2b3,-2.4378146220769468,0.01503853785639314
191,A1b4,H2b4,-3.0915629036222865,0.0021212956110061103
192,A2a1,A3a1,1.800858777459955,0.07305518199095538
193,A2a1,A3a2,2.2483378938458176,0.02507712527312568
194,A2a1,A3a3,-1.4894503931422045,0.13715743346097192
195,A2a1,A3a4,-2.130584057202245,0.03387385000183528
196,A2a1,A3b1,2.7333948446414644,0.006761125689997165
197,A2a1,A3b2,0.5699409380854812,0.56899395395989
198,A2a1,A3b3,-0.6700794083847335,0.5032006981773156
199,A2a1,A3b4,-2.815183120200722,0.0051621639483910905
200,A2a1,A4a1,-1.0055413425964448,0.3151888946225325
201,A2a1,A4a2,-0.33609027762390326,0.7369446102417202
202,A2a1,A4a3,-1.1956618039391655,0.23255725280414896
203,A2a1,A4a4,-1.8282366298653088,0.0683728696053818
204,A2a1,A4b1,-0.4228181273180985,0.6726525752577034
205,A2a1,A4b2,-0.40353990443983856,0.6867201331019159
206,A2a1,A4b3,-0.9596161801550854,0.33789529966774134
207,A2a1,A4b4,-1.681403055835051,0.09353926614847446
208,A2a1,H2a1,9.4904110432477,8.046530474789866e-20
209,A2a1,H2a2,4.992128238318244,9.11707920310508e-07
210,A2a1,H2a3,-2.1761824703186097,0.030242660551407178
211,A2a1,H2a4,-4.848723972691741,1.9410546186032012e-06
212,A2a1,H2b1,10.801257014193471,2.5818853298984282e-23
213,A2a1,H2b2,2.441954275741169,0.014962264677373029
214,A2a1,H2b3,-4.0330617177830295,6.611147030551653e-05
215,A2a1,H2b4,-4.348120353071155,1.848994176459415e-05
216,A2a2,A3a1,2.4152187536684426,0.016642774887666096
217,A2a2,A3a2,4.280941578977438,2.7215392134959296e-05
218,A2a2,A3a3,0.23934047796054875,0.8109230540332235
219,A2a2,A3a4,-0.854878974648476,0.39293577994953655
220,A2a2,A3b1,3.3823792371826866,0.0008665663237637102
221,A2a2,A3b2,2.472546962413686,0.014051406519455304
222,A2a2,A3b3,1.7370181491913474,0.08290431096425557
223,A2a2,A3b4,-2.267025933421988,0.023723391885497935
224,A2a2,A4a1,-0.1805055518951958,0.8568714592376043
225,A2a2,A4a2,1.7485837280232235,0.08101880103002701
226,A2a2,A4a3,0.801063884284128,0.42342467010066775
227,A2a2,A4a4,-0.266200157793041,0.7901764490051789
228,A2a2,A4b1,0.3458156341202393,0.7297162439545166
229,A2a2,A4b2,1.5805876725597052,0.11466591195440505
230,A2a2,A4b3,1.3933143184829602,0.16404365008137967
231,A2a2,A4b4,-0.02433583674215177,0.9805928777336669
232,A2a2,H2a1,13.277356624257216,1.9922234629679194e-32
233,A2a2,H2a2,12.434165800138736,1.5887124662173217e-32
234,A2a2,H2a3,-0.9540424887540159,0.3403784414805514
235,A2a2,H2a4,-6.705226623880069,4.308998213311406e-11
236,A2a2,H2b1,12.69013168660096,3.032044745095558e-28
237,A2a2,H2b2,6.344181382998148,3.973533267420893e-10
238,A2a2,H2b3,-4.371224281376288,1.3879356003661648e-05
239,A2a2,H2b4,-5.643819735839178,2.480205064195269e-08
240,A2a3,A3a1,2.129421417207482,0.034474416304188786
241,A2a3,A3a2,3.545943888445279,0.0004771112374142406
242,A2a3,A3a3,-1.3675870383093485,0.17198728813296854
243,A2a3,A3a4,-3.0460642756433507,0.002404604133927316
244,A2a3,A3b1,3.098587651872151,0.0022303953014198804
245,A2a3,A3b2,1.5902295753357165,0.11306792954445802
246,A2a3,A3b3,0.18303399816664678,0.8548383899125119
247,A2a3,A3b4,-4.460156203212036,9.624673178574162e-06
248,A2a3,A4a1,-0.678981912922223,0.49765636835938754
249,A2a3,A4a2,0.5658678393972857,0.5717788138051492
250,A2a3,A4a3,-0.8203271820386925,0.4123930850514299
251,A2a3,A4a4,-2.209915529868614,0.02749278270773175
252,A2a3,A4b1,-0.08026611409288456,0.9360782527728467
253,A2a3,A4b2,0.43376840485632545,0.6646793394020739
254,A2a3,A4b3,-0.3550216852229988,0.7227034138484951
255,A2a3,A4b4,-1.8246084060555372,0.06858399324974754
256,A2a3,H2a1,12.661847642584153,6.719859647352333e-30
257,A2a3,H2a2,11.44630340979724,3.505197272445887e-28
258,A2a3,H2a3,-3.0783618025994564,0.002150598219020479
259,A2a3,H2a4,-9.487456072054284,2.9304996311341044e-20
260,A2a3,H2b1,12.282471877358896,7.873705123630302e-27
261,A2a3,H2b2,5.233050682303362,2.2342550780730995e-07
262,A2a3,H2b3,-6.293854701983672,4.920529599056282e-10
263,A2a3,H2b4,-8.3455236803104,3.3867287838459836e-16
264,A2a4,A3a1,2.543544340781953,0.011747937270549015
265,A2a4,A3a2,4.659517881850391,5.42423037670413e-06
266,A2a4,A3a3,0.937722818662312,0.3487801102927963
267,A2a4,A3a4,-0.01466462194735767,0.9883040131165992
268,A2a4,A3b1,3.5117234311350005,0.0005523693734421647
269,A2a4,A3b2,2.901118116971434,0.004048887585477382
270,A2a4,A3b3,2.5038233172516966,0.012566267380364711
271,A2a4,A3b4,-1.5409630627223156,0.12381056170148323
272,A2a4,A4a1,0.033776767170406084,0.9730767930862728
273,A2a4,A4a2,2.31650825061842,0.020987580212172226
274,A2a4,A4a3,1.5405248494877377,0.12400699406852721
275,A2a4,A4a4,0.534726390720106,0.5930386297232435
276,A2a4,A4b1,0.5314146436616864,0.5955166329051953
277,A2a4,A4b2,2.1237882744335312,0.03425707313382305
278,A2a4,A4b3,2.2388899705024525,0.025539455810705883
279,A2a4,A4b4,0.7378579943089597,0.46089985825260193
280,A2a4,H2a1,13.73042773711735,6.249783759101331e-34
281,A2a4,H2a2,13.691456414289584,1.9059407581364816e-38
282,A2a4,H2a3,-0.14447265847118007,0.8851642072658095
283,A2a4,H2a4,-6.212649074547842,8.77968743701855e-10
284,A2a4,H2b1,12.929920200001172,6.031039353141638e-29
285,A2a4,H2b2,7.078902974368533,3.6165309375304137e-12
286,A2a4,H2b3,-3.827131171112114,0.0001390190536708091
287,A2a4,H2b4,-5.083895912655903,4.7289287031058287e-07
288,A2b1,A3a1,2.6790385635955394,0.00796291518242353
289,A2b1,A3a2,4.518737123235259,8.522079206293968e-06
290,A2b1,A3a3,1.3173504221290089,0.1883035617145514
291,A2b1,A3a4,0.7602014182277482,0.44758152727056166
292,A2b1,A3b1,3.627139945633541,0.00035868357354445736
293,A2b1,A3b2,2.935388938422802,0.003516155453826058
294,A2b1,A3b3,2.3409066408762893,0.01962342051337391
295,A2b1,A3b4,-0.13915832755406718,0.8893917822592963
296,A2b1,A4a1,0.342218061900406,0.7323734843860701
297,A2b1,A4a2,2.356063439956497,0.018791487065343074
298,A2b1,A4a3,1.7080156489711957,0.08825462501663225
299,A2b1,A4a4,1.0649256172792445,0.2874994250023958
300,A2b1,A4b1,0.7790711479623574,0.43644833339092226
301,A2b1,A4b2,2.223003355443727,0.02658634443650838
302,A2b1,A4b3,2.107603430685344,0.03561261671837606
303,A2b1,A4b4,1.1868536320323455,0.23589102906150816
304,A2b1,H2a1,12.456209753286528,5.9161911824261905e-31
305,A2b1,H2a2,9.399805562829101,1.971732379663114e-19
306,A2b1,H2a3,0.6774221781555517,0.49851313786558016
307,A2b1,H2a4,-2.6713845027071965,0.00786794678484002
308,A2b1,H2b1,12.569401963241567,6.999992720113992e-29
309,A2b1,H2b2,5.779788475729049,1.159025014638982e-08
310,A2b1,H2b3,-1.7719376175556965,0.07698307750316953
311,A2b1,H2b4,-2.0341673361883053,0.042609948695946184
312,A2b2,A3a1,2.3684473022837014,0.018828677507680726
313,A2b2,A3a2,4.119311620052896,5.218062202128103e-05
314,A2b2,A3a3,0.009559651127182597,0.992375691169524
315,A2b2,A3a4,-1.0731688304808393,0.28362825048887413
316,A2b2,A3b1,3.334197319206488,0.0010207680097888954
317,A2b2,A3b2,2.3024618781068154,0.022054306442863582
318,A2b2,A3b3,1.4410935243389345,0.1500718921287592
319,A2b2,A3b4,-2.3976104707765873,0.01680322887055151
320,A2b2,A4a1,-0.2531808040670855,0.8002904382996617
321,A2b2,A4a2,1.530087583385639,0.12663054305030294
322,A2b2,A4a3,0.5417203977565486,0.5882140503864881
323,A2b2,A4a4,-0.5046787672756723,0.6139723374452459
324,A2b2,A4b1,0.2814092066347753,0.7785822495529552
325,A2b2,A4b2,1.3745461707518214,0.16990761618577366
326,A2b2,A4b3,1.078945832181293,0.28104731657574383
327,A2b2,A4b4,-0.26289685735691876,0.7927201977397067
328,A2b2,H2a1,13.021674849128601,1.1207031363392234e-31
329,A2b2,H2a2,11.630873040694855,6.831913695820738e-29
330,A2b2,H2a3,-1.162380947395777,0.245497415129405
331,A2b2,H2a4,-6.547726174600454,1.252863919213899e-10
332,A2b2,H2b1,12.572545019178284,5.948547749030473e-28
333,A2b2,H2b2,5.971243623113839,3.6562186512250876e-09
334,A2b2,H2b3,-4.409807288729863,1.1715313583695042e-05
335,A2b2,H2b4,-5.553058641950023,4.2376637019727314e-08
336,A2b3,A3a1,2.3702533895518396,0.01874519380299045
337,A2b3,A3a2,4.15830912218118,4.507937034027677e-05
338,A2b3,A3a3,0.0011555329550836705,0.9990784055678981
339,A2b3,A3a4,-1.1525161737371565,0.24955311763833743
340,A2b3,A3b1,3.337405766252744,0.0010106821254157676
341,A2b3,A3b2,2.3302505005829346,0.02055223609468663
342,A2b3,A3b3,1.4921956783902224,0.1361872630861638
343,A2b3,A3b4,-2.548579704086343,0.011057486650202841
344,A2b3,A4a1,-0.25709444340954224,0.7972731617838462
345,A2b3,A4a2,1.561134284969375,0.11916885040450065
346,A2b3,A4a3,0.5556892620797498,0.5786415149148822
347,A2b3,A4a4,-0.5423403560881236,0.5877902304537679
348,A2b3,A4b1,0.2798618130262493,0.7797704007985659
349,A2b3,A4b2,1.399728079074461,0.16227523278280584
350,A2b3,A4b3,1.1235801026436458,0.2616522859518634
351,A2b3,A4b4,-0.2852875799356956,0.7755248000625351
352,A2b3,H2a1,13.151887678281641,5.79869041567686e-32
353,A2b3,H2a2,12.154864649998862,3.283424633532789e-31
354,A2b3,H2a3,-1.2431061017683587,0.2142446745514188
355,A2b3,H2a4,-6.991008599969068,6.932074802743838e-12
356,A2b3,H2b1,12.616600717585866,5.207349379547383e-28
357,A2b3,H2b2,6.1358192257702795,1.4091279552432223e-09
358,A2b3,H2b3,-4.608067102485612,4.699589431386411e-06
359,A2b3,H2b4,-5.934013921896733,4.897926682105372e-09
360,A2b4,A3a1,2.321291186502114,0.021299113360618634
361,A2b4,A3a2,4.033583958950511,7.467074684254053e-05
362,A2b4,A3a3,-0.26472892284803645,0.7913123264937869
363,A2b4,A3a4,-1.506179107238679,0.13254621097922625
364,A2b4,A3b1,3.2887985810731246,0.0011916895341955963
365,A2b4,A3b2,2.180871992351672,0.03009246577860894
366,A2b4,A3b3,1.2354901909790934,0.21715749894439887
367,A2b4,A3b4,-2.90445761580895,0.0038147184002132076
368,A2b4,A4a1,-0.342348495807649,0.7323170091937687
369,A2b4,A4a2,1.3626743139737263,0.17365356865762027
370,A2b4,A4a3,0.2879902456999378,0.7734618105878315
371,A2b4,A4a4,-0.8593642380488035,0.3905017663305028
372,A2b4,A4b1,0.20693535795717388,0.8361967266402096
373,A2b4,A4b2,1.206988534461182,0.2280738186164083
374,A2b4,A4b3,0.8372379491466324,0.40281103023608855
375,A2b4,A4b4,-0.5807477236319019,0.5616406198252368
376,A2b4,H2a1,13.04809075157929,1.5805760082561616e-31
377,A2b4,H2a2,11.992690787647957,1.961306950320698e-30
378,A2b4,H2a3,-1.5873072114052786,0.11290682075918368
379,A2b4,H2a4,-7.437617540019358,3.4564040811171927e-13
380,A2b4,H2b1,12.547216475035087,9.113735487546895e-28
381,A2b4,H2b2,5.950570725955703,4.236175274633183e-09
382,A2b4,H2b3,-4.925633957569753,1.018119660164467e-06
383,A2b4,H2b4,-6.367539923269736,3.794751904205994e-10
384,H1a1,A3a1,-7.682636651918384,4.4663828731098436e-13
385,H1a1,A3a2,-18.579244671305474,4.9232004049818844e-55
386,H1a1,A3a3,-29.492134191045405,7.339100934339345e-86
387,H1a1,A3a4,-31.72088692818986,1.587101145357546e-83
388,H1a1,A3b1,-6.744426180416373,1.2186076090314077e-10
389,H1a1,A3b2,-22.131908504921004,2.5033226587847245e-70
390,H1a1,A3b3,-28.837027519869675,2.9852507199250558e-83
391,H1a1,A3b4,-32.11007717878625,6.4321828493710284e-86
392,H1a1,A4a1,-16.057880559790284,6.6235260100707194e-46
393,H1a1,A4a2,-26.12054149164083,1.5926236898630708e-83
394,H1a1,A4a3,-29.41165293261811,1.4232176808702908e-84
395,H1a1,A4a4,-30.92618366910749,3.5213917379087914e-84
396,H1a1,A4b1,-13.737729336722296,1.5103960858821363e-35
397,H1a1,A4b2,-25.82746455594695,1.5841163112907219e-83
398,H1a1,A4b3,-29.84388271078345,1.3852546041576064e-82
399,H1a1,A4b4,-30.381930225352917,8.026686395676814e-85
400,H1a1,H2a1,-11.383601143532468,1.4625121324770018e-26
401,H1a1,H2a2,-23.81656558113374,2.0082379809060463e-66
402,H1a1,H2a3,-31.59153337725422,3.2197068695270767e-84
403,H1a1,H2a4,-34.41024375241122,2.7876738206384706e-89
404,H1a1,H2b1,-3.565213545825682,0.00041991041321931506
405,H1a1,H2b2,-24.211748085105736,1.074708305275637e-74
406,H1a1,H2b3,-32.162031234033236,9.993588612027083e-93
407,H1a1,H2b4,-33.9613054370207,4.4109464708925194e-88
408,H1a2,A3a1,-1.5050330994499,0.13389544861225894
409,H1a2,A3a2,-6.100500743370738,3.795204091978682e-09
410,H1a2,A3a3,-18.428524354843468,1.7004284721095828e-61
411,H1a2,A3a4,-22.97312271661576,1.192314265438415e-83
412,H1a2,A3b1,-0.5375335733500994,0.591494488132427
413,H1a2,A3b2,-9.457524326239962,9.056756141986826e-19
414,H1a2,A3b3,-17.335308533265817,1.3572289415894578e-55
415,H1a2,A3b4,-23.509235757727282,2.9386291112633014e-87
416,H1a2,A4a1,-6.807437115741805,4.6632251654354076e-11
417,H1a2,A4a2,-13.52218422481059,3.283922135031854e-36
418,H1a2,A4a3,-18.310585784789932,1.9420280599894466e-60
419,H1a2,A4a4,-21.20281979055228,5.288135704729092e-75
420,H1a2,A4b1,-5.378338075403077,1.4504087810343523e-07
421,H1a2,A4b2,-13.22301457253895,8.945294129624424e-35
422,H1a2,A4b3,-19.17284722698652,1.2079020868647765e-64
423,H1a2,A4b4,-20.08069930838229,1.3328797839887544e-69
424,H1a2,H2a1,2.721966954239834,0.006803533353343357
425,H1a2,H2a2,-8.672696472097869,2.583071531902733e-17
426,H1a2,H2a3,-22.609833768821147,1.698634244940507e-83
427,H1a2,H2a4,-28.17943792726478,1.2578233337243445e-110
428,H1a2,H2b1,6.354733457176075,1.0583695472660295e-09
429,H1a2,H2b2,-10.335308616410927,1.4377588994815886e-23
430,H1a2,H2b3,-22.98709575514573,1.930861930260914e-90
431,H1a2,H2b4,-27.355095232898467,5.549219271814841e-106
432,H1a3,A3a1,1.6973322043291328,0.09122715284384698
433,H1a3,A3a2,2.3630175845302723,0.018976892815668955
434,H1a3,A3a3,-3.7194823622168447,0.00021730261597288734
435,H1a3,A3a4,-6.036432308921705,2.2184521420501807e-09
436,H1a3,A3b1,2.6665399621413584,0.008302900822576141
437,H1a3,A3b2,0.21267137910493425,0.8317555462536954
438,H1a3,A3b3,-2.2335591686721976,0.025863592368192447
439,H1a3,A3b4,-7.281243799271645,7.431101738215213e-13
440,H1a3,A4a1,-1.4169027329743002,0.1575103339602102
441,H1a3,A4a2,-1.2625048642718517,0.2074175977292591
442,H1a3,A4a3,-3.2456134851380076,0.0012359787088066906
443,H1a3,A4a4,-4.965055209429072,8.546070474184231e-07
444,H1a3,A4b1,-0.715104604500137,0.47508905323816586
445,H1a3,A4b2,-1.3286270437416972,0.1846600898101412
446,H1a3,A4b3,-3.035554236399257,0.002491114773899871
447,H1a3,A4b4,-4.4167859460918795,1.1668441807829576e-05
448,H1a3,H2a1,11.458822313760429,1.208873334210603e-25
449,H1a3,H2a2,8.702419827238419,1.406228334611874e-17
