Test,User ID,count,mean,std,min,25%,50%,75%,max
A3b4,486.0,16.0,-18.517187500000006,66.38053909213528,-114.17200000000001,-54.779,-39.5845,1.3464999999999998,161.201
A3b4,510.0,17.0,26.56235294117647,30.42633599560827,-45.323,6.58,24.682,48.90600000000001,72.15100000000002
A3b4,514.0,29.0,-31.865172413793104,34.07625205127567,-86.259,-50.242,-28.44,-17.643,34.974000000000004
A3b4,521.0,31.0,26.75612903225806,39.2435540173941,-32.547,1.9255,15.097999999999999,35.668000000000006,152.32299999999995
A3b4,591.0,7.0,-3.237857142857142,20.571131312501763,-36.992,-13.714,-2.164,11.617,20.685
A3b4,729.0,12.0,-20.491333333333333,36.19937196173772,-79.72800000000002,-45.73675,-25.231,10.555,41.38800000000001
A3b4,932.0,14.0,-16.0065,50.210529928032486,-79.051,-57.73374999999999,-19.962000000000003,14.20525,106.38
A4a1,379.0,16.0,-165.60262500000002,232.60748141590372,-627.773,-235.87975,-140.274,-34.8505,216.571
A4a1,390.0,18.0,-92.51494444444445,219.42402426177497,-541.81,-180.67624999999998,-103.13300000000001,101.70049999999999,187.165
A4a1,399.0,19.0,39.875052631578946,206.6366339028956,-370.996,-57.524,29.377,148.25400000000002,590.427
A4a1,486.0,18.0,-38.52494444444445,231.65862284873666,-512.51,-123.57,-26.893500000000003,145.64875,331.619
A4a1,510.0,19.0,135.34526315789472,167.94930912591258,-343.936,92.89750000000001,182.48,214.57599999999996,345.102
A4a1,514.0,19.0,-108.25594736842106,207.84551266090602,-518.891,-147.45850000000002,-34.118,38.7935,123.397
A4a1,521.0,17.0,-67.33035294117647,212.10799670095574,-491.235,-90.274,-24.623,112.62200000000001,175.49
A4a1,591.0,18.0,-80.81366666666668,253.55311284086835,-589.561,-208.04825,19.6175,97.11149999999999,187.045
A4a1,729.0,18.0,8.599500000000006,225.35050852766332,-451.292,-132.8965,109.4795,166.23225,284.028
A4a1,932.0,19.0,-64.76294736842105,177.1110390061286,-540.202,-143.0935,-65.436,59.51799999999999,192.274
A4a2,379.0,19.0,-60.611,77.30229322816582,-168.35,-125.74149999999999,-48.498999999999995,-15.483999999999998,85.75200000000002
A4a2,390.0,19.0,17.22121052631579,58.1772076586116,-129.795,-4.641000000000001,27.173000000000002,52.7045,111.016
A4a2,399.0,19.0,-39.62773684210526,65.12604085057946,-143.457,-92.4375,-39.792,14.760000000000002,72.37100000000002
A4a2,486.0,19.0,-71.45410526315789,76.10174909356168,-258.509,-125.5475,-54.52,-18.297,61.553000000000004
A4a2,510.0,19.0,24.862368421052622,121.93545115857658,-147.33100000000005,-59.50500000000001,22.554000000000002,91.30699999999999,277.394
A4a2,514.0,19.0,-83.693,91.83328398486273,-265.697,-131.4075,-94.1,-41.081,149.174
A4a2,521.0,19.0,-35.896526315789465,54.412011020207274,-144.732,-58.697500000000005,-24.693,2.1254999999999997,38.791
A4a2,591.0,18.0,-14.672166666666662,88.51164982561866,-164.437,-45.7055,-11.034,22.39100000000001,138.36700000000002
A4a2,729.0,19.0,-15.586947368421056,79.7742286703013,-147.805,-65.1975,-29.784000000000002,52.09700000000001,135.31
A4a2,932.0,19.0,-111.47694736842107,99.56302096186431,-267.618,-170.05400000000003,-135.575,-52.11149999999999,155.099
A4a3,379.0,19.0,-76.02926315789473,56.707845378103556,-204.84099999999998,-113.49350000000001,-85.194,-50.384,34.566
A4a3,390.0,19.0,19.756947368421056,57.497715367630704,-188.399,-1.6325,36.43,54.30799999999999,75.893
A4a3,399.0,18.0,-24.146111111111107,31.3952823018118,-70.75399999999998,-46.47175,-22.9825,-8.119749999999998,34.308
A4a3,486.0,18.0,-97.67572222222222,43.54756971513761,-172.34799999999996,-138.60999999999999,-92.85300000000001,-64.81925,-30.872
A4a3,510.0,19.0,13.029578947368421,33.032332842763125,-46.371,-6.117,22.721999999999998,27.881999999999998,86.40899999999998
A4a3,514.0,19.0,-67.70752631578948,41.44285748589847,-127.186,-97.97,-77.127,-33.3825,-2.052
A4a3,521.0,19.0,-19.678368421052628,42.311357260735726,-99.819,-44.37,-22.593000000000004,9.497,48.713
A4a3,591.0,19.0,-27.06384210526315,38.969092216015895,-103.93299999999999,-49.0185,-28.455,-11.009,48.658
A4a3,729.0,19.0,19.678631578947368,31.848153058625144,-70.859,9.720500000000001,25.467,34.021,76.161
A4a3,932.0,18.0,-52.292777777777786,73.07792603673195,-168.041,-91.73775,-71.684,-25.666500000000003,171.093
A4a4,379.0,19.0,-79.79731578947369,33.434549537620896,-157.501,-96.21600000000001,-80.047,-63.64,-17.395
A4a4,390.0,19.0,-24.640842105263154,38.3323801407043,-68.926,-46.809,-26.559,-13.085,108.31
A4a4,399.0,19.0,7.791052631578946,28.45020272232731,-47.477,-9.082,7.2070000000000025,28.444000000000003,76.41
A4a4,486.0,19.0,-54.55105263157893,33.291219548893544,-120.23899999999999,-71.35900000000001,-52.657,-39.2885,13.237
A4a4,510.0,19.0,12.213684210526319,31.42925228023627,-33.961999999999996,-1.546,5.871,15.280000000000001,102.01700000000001
A4a4,514.0,18.0,-50.551944444444445,30.149810727085583,-95.303,-69.628,-49.623000000000005,-40.135999999999996,24.057
A4a4,521.0,19.0,-8.944789473684214,43.72067075776368,-135.821,-31.286500000000004,-0.299,21.4025,44.461999999999996
A4a4,591.0,19.0,-6.1204210526315785,53.711286348935175,-150.733,-12.2075,12.504000000000001,26.918,40.187
A4a4,729.0,19.0,-5.466157894736841,31.11283760990551,-88.36,-17.092,-3.1519999999999997,16.043,40.492
A4a4,932.0,19.0,-46.72994736842105,50.85323640795876,-122.536,-89.0595,-54.681999999999995,-6.8919999999999995,68.543
A4b1,379.0,17.0,-59.42476470588235,267.665644826136,-593.349,-163.65,-1.9140000000000001,136.514,395.94199999999995
A4b1,390.0,18.0,-72.68611111111112,307.6013158506409,-644.506,-329.20349999999996,-1.1980000000000004,182.3925,302.431
A4b1,399.0,19.0,-77.91973684210525,271.83644574446316,-687.02,-238.47699999999998,-20.819000000000006,145.91899999999998,312.987
A4b1,486.0,18.0,-84.48555555555555,253.39603370989946,-596.789,-163.01325000000006,-18.094499999999996,132.57475,168.077
A4b1,510.0,18.0,117.72461111111114,225.00941754647647,-481.176,118.89625000000001,182.334,219.992,382.70300000000003
A4b1,514.0,19.0,-1.1393684210526225,247.29356632243355,-528.439,-153.05700000000002,145.94,179.5585,245.72400000000002
A4b1,521.0,18.0,-189.59472222222223,263.18503013677423,-657.01,-345.5075,-138.85650000000004,16.159000000000006,155.91299999999995
A4b1,591.0,19.0,38.61478947368421,232.6070633504253,-523.376,-16.1025,156.877,182.6535,272.933
A4b1,729.0,18.0,13.781222222222224,303.4930784146399,-462.81199999999995,-243.89475,139.87,169.90925,639.355
A4b1,932.0,18.0,33.80705555555554,220.5185035889605,-486.07800000000003,-47.77,141.2825,191.89175,230.53799999999998
A4b2,379.0,19.0,-34.99726315789473,73.74695601013124,-191.57299999999998,-89.45349999999999,-28.888,16.613,83.499
A4b2,390.0,19.0,-32.21584210526315,80.0490523299191,-177.041,-77.26100000000002,-28.035,5.459,142.796
A4b2,399.0,19.0,-27.398631578947366,72.19875653993135,-157.139,-79.10249999999999,-31.837,4.696,124.007
A4b2,486.0,19.0,-47.342473684210525,104.1430575759285,-212.047,-120.261,-63.731,20.2025,234.958
A4b2,510.0,19.0,6.37478947368421,96.26366806362786,-122.65100000000001,-66.08299999999998,-7.153,51.1985,203.295
A4b2,514.0,19.0,-47.58894736842105,72.22219673147099,-207.673,-105.7165,-28.491999999999997,0.7979999999999999,46.466
A4b2,521.0,19.0,-22.800526315789476,88.29011794040045,-165.796,-87.1575,-38.898,30.435500000000005,163.54399999999995
A4b2,591.0,18.0,-13.693555555555557,105.59275736427595,-177.99900000000005,-94.0385,-14.8305,72.32075,187.067
A4b2,729.0,19.0,-9.086999999999996,103.92570482748187,-185.265,-76.127,6.42,45.016999999999996,161.263
A4b2,932.0,19.0,-87.789,90.42126717881264,-230.41099999999997,-145.2905,-97.273,-26.7255,97.235
A4b3,379.0,19.0,-57.32473684210525,53.529549989641865,-156.666,-96.3015,-58.306999999999995,-21.852,44.839
A4b3,390.0,18.0,-30.421777777777784,58.76662511259416,-97.41799999999999,-71.6815,-39.4495,-6.4755,148.814
A4b3,399.0,19.0,-34.51410526315789,21.74800441903869,-68.289,-46.8915,-33.211,-27.715500000000002,26.604
A4b3,486.0,19.0,-49.81452631578947,40.69184943281834,-103.383,-75.6625,-51.928999999999995,-33.9765,31.614
A4b3,510.0,19.0,24.193421052631578,38.66923643517586,-70.307,1.357,27.732,53.552499999999995,88.654
A4b3,514.0,19.0,-58.73926315789474,36.667155381352316,-138.639,-76.58899999999998,-57.544,-37.3685,-3.0989999999999998
A4b3,521.0,19.0,-17.716526315789476,31.79536285786275,-92.376,-31.9105,-13.302,-0.8620000000000001,54.431000000000004
A4b3,591.0,18.0,0.044277777777776035,52.56872898440619,-68.44800000000001,-33.188,-6.186500000000001,18.8945,147.248
A4b3,729.0,19.0,-3.930263157894737,27.593993412097866,-62.518,-21.9405,-1.081,11.7835,41.573
A4b3,932.0,19.0,-36.856263157894745,47.5743793593453,-104.84100000000001,-66.444,-45.667,-27.676499999999997,77.922
A4b4,379.0,19.0,-86.41889473684212,37.56716124178246,-144.341,-109.23850000000002,-87.85799999999998,-77.11350000000002,6.585
A4b4,390.0,19.0,-35.60652631578947,44.41263985419819,-141.441,-48.1755,-38.375,-11.084,63.102
A4b4,399.0,19.0,2.355842105263158,53.28931894673657,-131.999,-21.098,6.0120000000000005,11.441500000000001,138.334
A4b4,486.0,19.0,-44.83394736842105,31.305934495047218,-86.22,-68.20750000000001,-48.753,-32.3615,47.16
A4b4,510.0,19.0,17.823210526315787,39.79512098176379,-57.722,-3.097,14.450999999999999,44.644,97.171
A4b4,514.0,19.0,-32.702894736842104,41.76058779239203,-82.663,-62.718,-38.676,-23.083,79.665
A4b4,521.0,19.0,8.582421052631576,26.351186836682597,-31.379,-0.3095,4.765,12.1265,88.39399999999998
A4b4,591.0,19.0,12.375315789473683,55.353785780451105,-117.20100000000001,-26.335,21.006,36.3515,118.46799999999999
A4b4,729.0,18.0,-15.34911111111111,58.09855980992066,-161.91,-41.782000000000004,-24.341499999999996,9.129750000000001,97.432
A4b4,932.0,19.0,-88.46278947368421,56.31727810714631,-164.782,-137.69350000000003,-83.28299999999999,-40.746,1.482
H1a1,379.0,41.0,36.00109756097561,62.423395977311614,-167.49900000000005,28.916,48.08,68.678,128.814
H1a1,390.0,45.0,-6.048755555555556,43.13052283906036,-66.381,-28.63,-16.507,3.702,121.124
H1a1,399.0,45.0,27.571200000000005,46.206018983461455,-89.089,-8.406,27.138,53.729,119.03399999999999
H1a1,486.0,43.0,14.578046511627907,110.78483376797469,-167.373,-112.1465,72.908,99.792,152.668
H1a1,510.0,45.0,-78.68588888888888,62.24357638971935,-153.543,-114.69,-105.666,-43.347,101.445
H1a1,514.0,33.0,15.884484848484847,101.734296693065,-160.366,-67.557,30.443,96.45100000000001,161.58700000000005
H1a1,521.0,45.0,22.33615555555555,41.598100868448505,-116.08200000000001,-7.966,35.467,51.28100000000001,77.976
H1a1,591.0,11.0,-361.61509090909095,56.81287176416019,-464.525,-390.23350000000005,-340.79699999999997,-330.294,-282.093
H1a1,729.0,4.0,-39.21074999999999,123.50264204832487,-164.03799999999995,-135.97899999999998,-31.082500000000003,65.68575,69.36
H1a1,932.0,6.0,-56.1205,117.06169340608395,-160.84,-138.87349999999998,-83.158,-26.040750000000003,154.88
H1a2,379.0,45.0,16.957200000000007,45.42972483988069,-88.15899999999998,-9.06,10.193,48.229,117.416
H1a2,390.0,25.0,14.84876,99.70633832421754,-152.471,-75.042,19.953,90.741,161.795
H1a2,399.0,45.0,56.91575555555555,16.232633782201546,24.226999999999997,47.815,57.563,70.40100000000002,85.906
H1a2,486.0,44.0,9.54981818181818,51.456911236161204,-165.204,-6.299,6.817,37.576,125.634
H1a2,510.0,45.0,-17.84768888888889,24.168125920143645,-78.27,-31.96,-18.04,-3.907,33.498000000000005
H1a2,514.0,25.0,8.263679999999994,99.88087552960276,-161.247,-60.81399999999999,30.128,84.486,159.457
H1a2,521.0,45.0,-15.825666666666669,44.5749413077674,-130.015,-54.301,-5.492999999999999,21.369,48.354
H1a2,591.0,23.0,-184.69856521739135,69.65134954695036,-299.828,-245.69299999999998,-164.838,-131.563,-79.822
H1a2,729.0,16.0,4.698749999999995,90.29446681866318,-136.738,-79.644,16.1105,66.27374999999999,144.629
H1a2,932.0,7.0,8.689285714285718,116.27459912883566,-143.616,-78.1765,-4.675,99.2775,166.91400000000004
H1a3,379.0,45.0,8.497844444444445,38.21545015076039,-93.15299999999999,-6.45,9.957,24.858,131.5
H1a3,390.0,45.0,9.027666666666667,35.02739526038545,-63.354,-12.453,5.697,25.153000000000002,105.664
H1a3,399.0,45.0,7.691066666666664,28.92801317251309,-44.172,-10.897,3.767,17.95,109.619
H1a3,486.0,43.0,-2.3679302325581406,95.10654633454783,-155.60299999999995,-67.5765,-5.393,84.973,165.96599999999995
H1a3,510.0,45.0,-4.929622222222221,50.25493795561012,-161.091,-45.87300000000001,3.5780000000000003,27.005,88.62
H1a3,514.0,8.0,25.83349999999999,110.83527451261044,-163.64600000000004,-52.8845,45.855,90.97424999999998,158.881
H1a3,521.0,45.0,92.2526,36.45877219819669,-107.11,84.52,94.949,107.986,144.899
H1a3,591.0,31.0,-91.44770967741935,55.51160916672809,-169.365,-128.80700000000002,-108.565,-41.516999999999996,2.24
H1a3,729.0,11.0,19.253,103.32607704640684,-152.49,-66.628,11.185,113.0775,144.78
H1a3,932.0,31.0,-30.51774193548387,88.4298711397786,-164.477,-105.44,-12.173,52.314,106.713
H1a4,379.0,45.0,10.665533333333334,35.74037726285089,-84.779,-3.304,14.253,29.774,96.01299999999999
H1a4,390.0,45.0,-33.962022222222224,46.948834477492085,-126.075,-73.634,-21.344,8.356,31.246
H1a4,399.0,45.0,3.9823555555555554,13.777032912449148,-18.944000000000006,-8.195,1.371,13.651,32.653
H1a4,486.0,44.0,28.237863636363638,61.09546262168506,-147.03799999999995,-0.3255,30.5875,68.71600000000001,131.786
H1a4,510.0,45.0,-57.01286666666666,33.66377589189899,-118.279,-81.505,-60.648,-31.693,22.809
H1a4,514.0,30.0,5.396400000000002,101.25380465549821,-157.015,-75.7465,3.1445,94.35624999999999,159.887
H1a4,521.0,45.0,14.504622222222222,36.381325056013466,-56.476000000000006,-17.108,19.588,42.369,88.571
H1a4,591.0,11.0,33.92690909090909,60.23978989248642,-37.861,-6.003,18.934,58.176999999999985,140.88
H1a4,729.0,6.0,64.65500000000002,70.56387984231027,-21.689,13.974499999999999,58.533,125.54050000000001,145.555
H1a4,932.0,10.0,-6.943100000000001,80.51394938276913,-93.447,-75.99075,-27.7575,52.3095,125.829
H1b1,379.0,44.0,24.109772727272727,52.479339893157615,-146.656,2.07425,30.0225,54.14175,120.82799999999999
H1b1,390.0,45.0,-6.3328,19.362955560225632,-78.238,-10.664000000000001,-3.64,5.18,22.746
H1b1,399.0,44.0,81.77154545454545,52.326330402293436,4.441,36.98675,62.37649999999999,129.279,164.669
H1b1,486.0,45.0,7.307155555555555,28.697395502629572,-44.96,-8.463,-0.1,17.874000000000006,132.062
H1b1,510.0,45.0,33.44255555555556,18.35906505412561,-6.636,24.19400000000001,32.884,49.217,65.906
H1b1,514.0,5.0,3.847999999999999,82.86722466995019,-91.39,-78.65,36.497,75.828,76.955
H1b1,521.0,45.0,53.97344444444443,23.56026132027822,-75.345,45.537,58.301,65.138,92.32700000000001
H1b1,591.0,11.0,-41.86272727272728,45.595105215562135,-109.699,-71.505,-37.228,-13.793500000000002,27.844
H1b1,729.0,4.0,3.306000000000001,37.64714348614868,-41.288999999999994,-20.664,7.262499999999999,31.2325,39.988
H1b1,932.0,7.0,90.62471428571429,51.71244941247798,-3.9989999999999997,72.41750000000002,100.809,118.065,156.59799999999996
H1b2,379.0,45.0,26.96115555555556,47.092967809311915,-148.57299999999995,5.992999999999999,33.952,52.803000000000004,121.585
H1b2,390.0,45.0,1.6979555555555557,22.625948178982018,-104.1,-7.633999999999999,3.568,13.085,46.483000000000004
H1b2,399.0,45.0,-17.693355555555556,27.6749907195152,-83.525,-36.567,-18.893,-2.119,82.413
H1b2,486.0,41.0,12.173097560975613,93.93858603438868,-164.015,-59.341,23.059,87.69200000000002,165.36700000000005
H1b2,510.0,45.0,-70.30853333333334,53.139611012621536,-159.001,-103.226,-72.668,-42.433,37.13800000000001
H1b2,514.0,14.0,-28.74185714285714,97.51853013489452,-165.75099999999995,-121.67225,-4.067,37.29725,158.264
H1b2,521.0,45.0,34.163333333333334,27.829735923027627,-38.732,19.073,29.524,53.93,133.847
H1b2,591.0,23.0,87.18639130434782,41.84487398251605,-7.026,60.9675,96.90799999999999,117.0915,140.80200000000005
H1b2,729.0,23.0,31.8425652173913,98.66229046961894,-150.616,-59.16850000000001,29.406,105.4235,163.249
H1b2,932.0,9.0,6.1771111111111106,115.28987622883942,-156.696,-92.10700000000001,22.139,69.127,152.607
H1b3,379.0,44.0,11.554954545454544,34.45849554541956,-110.273,-1.7369999999999999,16.334,33.3695,65.819
H1b3,390.0,44.0,5.8065,43.45859797260131,-152.812,-7.206500000000001,7.4595,23.02575,162.997
H1b3,399.0,45.0,19.174266666666668,18.737145138127975,-11.3,6.058,19.097,28.205,69.113
H1b3,486.0,39.0,17.919666666666675,88.4346226132864,-163.855,-44.7565,29.166,89.6585,162.86700000000005
H1b3,510.0,45.0,-52.6006,39.78347801789079,-110.78399999999999,-79.6,-67.982,-20.088,39.13800000000001
H1b3,514.0,27.0,18.685,96.40848266460948,-144.035,-63.840999999999994,38.436,111.90899999999999,156.216
H1b3,521.0,45.0,-0.24244444444444374,40.10958866969998,-63.303999999999995,-31.316,-7.386,39.14,76.612
H1b3,591.0,5.0,21.82360000000001,173.04141128440904,-161.548,-146.998,35.583,181.30900000000003,200.77200000000002
H1b3,729.0,38.0,-64.53863157894736,82.84486711641388,-158.63299999999995,-118.33025,-95.15549999999999,-32.011750000000006,165.115
H1b3,932.0,7.0,-50.59514285714287,121.79747709405228,-154.236,-140.34449999999998,-81.281,-0.7055000000000149,163.451
H1b4,379.0,44.0,1.7792045454545458,57.531788116144185,-149.651,-20.52975,4.223,43.06925,136.13299999999998
H1b4,390.0,45.0,-7.6581777777777775,31.67337629209119,-54.093999999999994,-28.956,-12.383,8.917,87.676
H1b4,399.0,45.0,9.914155555555556,26.566514740411947,-32.551,-7.813,2.0869999999999997,25.842,113.499
H1b4,486.0,42.0,-17.90883333333333,101.58145432857383,-167.101,-97.36800000000001,-31.027500000000003,44.1215,161.412
H1b4,510.0,45.0,-3.426822222222222,97.92618366501857,-165.045,-97.463,-10.384,64.608,154.04
H1b4,514.0,15.0,10.916466666666668,88.83062312454663,-131.447,-55.637,7.5779999999999985,87.358,141.71
H1b4,521.0,45.0,45.023066666666665,28.58129463271071,-46.765,31.93,49.068999999999996,61.815,101.645
H1b4,591.0,2.0,-84.345,31.907486394261777,-106.90700000000001,-95.626,-84.345,-73.064,-61.783
H1b4,729.0,9.0,22.94233333333334,115.64379226097701,-138.545,-62.413000000000004,-5.886,138.811,149.52200000000005
H1b4,932.0,5.0,50.6736,102.95712019476848,-85.736,-7.0420000000000025,44.88,135.722,165.544
H2a1,379.0,45.0,32.385222222222225,28.28926648595066,-28.061,13.162,31.603,45.869,137.735
H2a1,390.0,45.0,-2.514244444444446,32.0016678103413,-80.73100000000002,-20.117,0.371,23.115,43.522
H2a1,399.0,45.0,38.326,30.230416276868024,-127.86200000000001,31.795,42.17100000000001,51.208999999999996,93.15899999999999
H2a1,486.0,36.0,10.294250000000002,100.78295164003964,-156.174,-74.03325,21.9725,97.15425000000002,145.945
H2a1,510.0,45.0,-24.58671111111111,55.595891450399876,-95.59200000000001,-65.34,-45.823,2.81,123.542
H2a1,514.0,16.0,4.1021250000000045,100.60741174875405,-160.85399999999996,-80.283,30.911499999999997,72.76875,138.702
H2a1,521.0,45.0,37.15988888888889,39.09822495344387,-120.09100000000001,18.605,37.431,60.788999999999994,133.266
H2a1,591.0,15.0,-165.68406666666667,147.96821353176145,-463.219,-279.6405,-93.383,-50.7155,-16.539
H2a1,729.0,22.0,21.238954545454547,100.1363007688246,-166.665,-61.931749999999994,31.494999999999997,98.59549999999999,152.138
H2a1,932.0,8.0,-35.00662499999999,85.89313676047448,-153.517,-98.97975,-27.0605,36.76475,63.395
H2a2,379.0,42.0,19.529857142857143,30.80291104755335,-51.358000000000004,-0.8557499999999998,16.3795,37.284499999999994,85.19200000000002
H2a2,390.0,29.0,6.069000000000007,103.12435875748687,-161.05,-62.395,-1.767,88.681,163.925
H2a2,399.0,45.0,53.459133333333334,21.297555588078005,10.845999999999998,38.927,53.354,65.226,109.26899999999999
H2a2,486.0,40.0,9.864549999999998,99.95682803012305,-162.797,-60.506,16.477,91.5645,167.34099999999995
H2a2,510.0,45.0,-46.51215555555556,60.021001680834246,-155.83,-91.13600000000001,-68.95,-5.82,77.395
H2a2,514.0,34.0,18.620529411764707,101.85418290044494,-152.282,-63.917249999999996,36.8255,96.97049999999999,164.865
H2a2,521.0,45.0,49.704222222222214,43.799160939394135,-145.423,37.461,45.44600000000001,62.048,140.52
H2a2,591.0,25.0,-73.0696,98.81138248240096,-247.752,-131.166,-93.26,0.57,111.865
H2a2,729.0,8.0,-13.850250000000003,89.09512938226678,-107.208,-83.231,-37.99050000000001,40.8915,133.549
H2a2,932.0,6.0,-33.844500000000004,99.8685781449801,-111.875,-90.78675,-61.411500000000004,-37.087500000000006,161.189
H2a3,379.0,45.0,63.937377777777776,32.32487927298617,9.017000000000001,44.226000000000006,63.419,80.462,142.33
H2a3,390.0,45.0,20.056733333333334,26.079774479121138,-27.436999999999998,0.17300000000000001,21.27,36.488,89.686
H2a3,399.0,45.0,55.29428888888888,22.51519953338817,9.841000000000001,39.506,53.653999999999996,70.80199999999998,127.70700000000001
H2a3,486.0,40.0,-21.628199999999996,103.13146590196018,-167.04,-116.04350000000001,-32.684,64.37925,157.885
H2a3,510.0,45.0,25.313977777777776,50.21170993154381,-64.355,-17.797,37.641999999999996,69.294,101.06
H2a3,514.0,7.0,29.50742857142857,90.0230663642327,-67.26100000000001,-64.5735,76.09100000000002,100.832,125.205
H2a3,521.0,43.0,38.23481395348837,54.31422462953346,-158.5,26.896,43.922,61.450500000000005,160.977
H2a3,591.0,19.0,14.279105263157895,71.90656007231014,-104.669,-27.48,-2.046,54.777,154.34
H2a3,729.0,6.0,68.42283333333333,84.34933003745,-79.449,39.0975,107.73400000000001,110.375,147.04399999999995
H2a3,932.0,4.0,-24.519750000000002,127.32019182458845,-137.235,-132.4185,-31.89999999999999,75.99875,102.956
H2a4,379.0,45.0,13.441333333333334,21.833592718561,-24.394000000000002,-1.232,9.758,29.148000000000003,62.869
H2a4,390.0,44.0,-4.886477272727273,32.320006882114626,-160.809,-18.0965,-7.9745,8.961500000000001,60.12600000000001
H2a4,399.0,45.0,49.49646666666666,17.144383238197335,10.111,36.914,55.863,60.871,82.73299999999998
H2a4,486.0,44.0,21.454159090909087,56.54796513434031,-157.56,-3.2465,31.8505,60.151250000000005,113.035
H2a4,510.0,45.0,-3.131155555555556,16.887894599327055,-60.425,-14.038,-2.145,8.863,36.221
H2a4,514.0,30.0,11.7693,98.52661721870933,-166.8,-80.35325,24.772000000000002,87.27475,154.662
H2a4,521.0,45.0,48.44233333333334,28.90908764165219,-1.621,27.003,41.123999999999995,65.523,128.757
H2a4,591.0,9.0,8.770666666666664,76.43759087157314,-91.382,-77.801,40.738,55.357,113.522
H2a4,729.0,20.0,31.403249999999993,91.43912450648878,-152.39700000000005,-49.89475,55.697,94.21849999999999,160.84799999999996
H2a4,932.0,6.0,13.781666666666666,77.90274967847198,-77.155,-51.873000000000005,19.827999999999996,63.782000000000004,117.529
H2b1,379.0,43.0,14.699302325581394,51.65988659194034,-49.367,-16.163,2.765,27.966,166.64
H2b1,390.0,44.0,49.4805909090909,36.98872601106688,-125.45299999999999,35.8745,57.315,66.05425,102.914
H2b1,399.0,45.0,7.866533333333336,37.36154722718388,-43.335,-11.09,4.029,12.71,163.507
H2b1,486.0,36.0,17.553027777777782,96.54701583358563,-158.907,-80.41050000000001,10.713999999999999,99.84925,167.18599999999995
H2b1,510.0,45.0,38.18282222222222,38.59495324773628,-34.428000000000004,11.2,38.269,69.33,157.309
H2b1,514.0,6.0,-28.301499999999994,107.70060020770543,-166.072,-108.7665,-19.659499999999998,37.855999999999995,117.023
H2b1,521.0,44.0,111.25950000000002,20.531761462851687,27.932,105.96475000000001,113.555,123.8295,144.498
H2b1,591.0,15.0,48.7198,139.89063385996528,-312.219,14.694,95.71,136.1935,226.092
H2b1,729.0,14.0,-19.754571428571428,111.33376788165069,-164.02599999999995,-116.38725,-40.1565,73.8165,153.415
H2b1,932.0,4.0,-6.359000000000009,116.11677039084404,-101.065,-95.704,-34.579499999999996,54.765499999999996,144.78799999999995
H2b2,379.0,45.0,43.72093333333333,39.54263587422844,-81.604,26.134,46.961999999999996,72.755,137.04399999999998
H2b2,390.0,45.0,-6.1616,46.926504336520246,-123.755,-22.244,2.949,33.407,59.413000000000004
H2b2,399.0,45.0,45.777777777777786,15.429459427414246,18.409000000000002,33.464,44.93899999999999,56.162,77.808
H2b2,486.0,26.0,25.714576923076923,97.90021668869709,-161.343,-62.42274999999999,34.783500000000004,102.84625,165.294
H2b2,510.0,45.0,-11.351177777777778,41.054992646941294,-93.184,-51.41,-4.6160000000000005,22.136999999999997,48.028
H2b2,514.0,19.0,24.567421052631573,95.51317759771614,-124.796,-62.66199999999999,72.565,102.225,150.047
H2b2,521.0,43.0,12.00432558139535,80.6777601693248,-162.44899999999996,-16.2715,28.651,62.836000000000006,128.502
H2b2,591.0,19.0,117.2131052631579,99.38485762255219,-216.852,101.6995,133.144,155.76049999999998,243.89700000000002
H2b2,729.0,7.0,38.122571428571426,103.93957525546135,-140.916,-21.607,72.148,118.4345,141.971
H2b2,932.0,5.0,54.227599999999995,116.92914591666185,-117.087,-14.423,107.101,134.912,160.635
H2b3,379.0,45.0,1.5425555555555548,42.849586536435034,-97.185,-22.964000000000002,-2.747,16.88,147.945
H2b3,390.0,26.0,42.11407692307692,94.56743048594397,-146.597,-30.014749999999996,49.748000000000005,120.17025,167.377
H2b3,399.0,45.0,28.27966666666667,23.21089048368146,-18.852,9.43,28.163,45.411,68.78
H2b3,486.0,38.0,18.770605263157893,90.79984298817818,-161.519,-55.712999999999994,19.6195,83.083,156.878
H2b3,510.0,45.0,-44.58977777777778,33.41183222975799,-96.16,-69.525,-54.193999999999996,-22.833000000000002,48.526
H2b3,514.0,43.0,77.59332558139535,60.804331053729,-150.53799999999995,66.833,93.286,110.649,156.859
H2b3,521.0,45.0,29.84006666666667,38.210855653739415,-160.024,20.339000000000002,40.12,51.94,72.39699999999998
H2b3,591.0,5.0,28.27820000000001,159.64865726243988,-197.00599999999997,-80.933,108.068,140.35299999999998,170.90900000000005
H2b3,729.0,29.0,32.23010344827587,90.10308840724956,-147.993,-42.9,46.526,117.085,153.334
H2b3,932.0,6.0,-50.381499999999996,97.38408263520276,-157.048,-114.9395,-61.2225,-17.314,112.727
H2b4,379.0,45.0,41.60517777777779,38.66389044543717,-41.763999999999996,17.879,44.743,70.66,118.50200000000001
H2b4,390.0,45.0,1.5208444444444442,25.064912402106106,-106.08,-10.083,2.287,13.078,61.558
H2b4,399.0,45.0,30.87366666666667,26.239484024340808,-18.125,8.283,31.636999999999997,43.69,103.51100000000001
H2b4,486.0,45.0,-45.65073333333334,73.38163093761024,-167.36900000000003,-95.84100000000001,-45.644,-14.195,143.131
