,A,B,T-Stat,p-value
434,A2b2,A3a3,0.009559651127182597,0.992375691169524
435,A2b2,A3a4,-1.0731688304808393,0.28362825048887413
436,A2b2,A3b1,3.334197319206488,0.0010207680097888954
437,A2b2,A3b2,2.3024618781068154,0.022054306442863582
438,A2b2,A3b3,1.4410935243389345,0.1500718921287592
439,A2b2,A3b4,-2.3976104707765873,0.01680322887055151
440,A2b2,A4a1,-0.2531808040670855,0.8002904382996617
441,A2b2,A4a2,1.530087583385639,0.12663054305030294
442,A2b2,A4a3,0.5417203977565486,0.5882140503864881
443,A2b2,A4a4,-0.5046787672756723,0.6139723374452459
444,A2b2,A4b1,0.2814092066347753,0.7785822495529552
445,A2b2,A4b2,1.3745461707518214,0.16990761618577366
446,A2b2,A4b3,1.078945832181293,0.28104731657574383
447,A2b2,A4b4,-0.26289685735691876,0.7927201977397067
448,A2b3,A1a1,6.871760454575069,4.915133539535846e-11
449,A2b3,A1a2,1.7732924234055776,0.07663251014843499
450,A2b3,A1a3,3.1742381630218,0.001570602419101688
451,A2b3,A1a4,2.179363985898924,0.029767454660678306
452,A2b3,A1b1,1.6465189453422946,0.10045397819833318
453,A2b3,A1b2,-2.4514388904638866,0.014523075451851815
454,A2b3,A1b3,-1.7716615465550452,0.07701450317164216
455,A2b3,A1b4,-2.032575078213815,0.04265122414653825
456,A2b3,A2a1,1.5488842959233853,0.12230905932093478
457,A2b3,A2a2,-0.27281280624761234,0.7850931296769321
458,A2b3,A2a3,1.5949197509239503,0.11128539734146088
459,A2b3,A2a4,-1.0852438305363021,0.278268051245631
460,A2b3,A2b1,-1.396637454736167,0.16322220925922412
