Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
1299.516,36:21.2,H1b3,36:19.9,127,447.913,36:20.1,36:19.6,36:19.8,-55.653,-32.69348387,58.89377059,1214.552156,228.3468731,3,-26.183
1293.899,36:21.6,H1b3,36:20.3,127,431.428,36:20.5,36:20.1,36:20.2,-81.836,-32.69348387,58.89377059,1214.552156,228.3468731,3,14.833
1263.486,36:22.0,H1b3,36:20.8,127,448.068,36:21.0,36:20.5,36:20.7,-67.003,-32.69348387,58.89377059,1214.552156,228.3468731,3,39.11
1233.282,36:22.4,H1b3,36:21.2,127,447.584,36:21.4,36:21.0,36:21.2,-27.893,-32.69348387,58.89377059,1214.552156,228.3468731,3,-5.288
1313.659,36:23.0,H1b3,36:21.6,127,448.026,36:21.9,36:21.4,36:21.6,-33.181,-32.69348387,58.89377059,1214.552156,228.3468731,3,-47.011
1287.334,36:23.4,H1b3,36:22.1,127,431.888,36:22.3,36:21.9,36:22.0,-80.192,-32.69348387,58.89377059,1214.552156,228.3468731,3,-14.024
1289.355,36:23.8,H1b3,36:22.5,127,447.7,36:22.8,36:22.3,36:22.4,-94.216,-32.69348387,58.89377059,1214.552156,228.3468731,3,80.261
1312.301,36:24.3,H1b3,36:23.0,127,447.823,36:23.2,36:22.8,36:23.0,-13.955,-32.69348387,58.89377059,1214.552156,228.3468731,3,-26.122
1376.377,36:24.8,H1b3,36:23.4,127,447.747,36:23.6,36:23.2,36:23.4,-40.077,-32.69348387,58.89377059,1214.552156,228.3468731,3,-13.838
1325.661,36:25.2,H1b3,36:23.9,127,431.755,36:24.1,36:23.6,36:23.8,-53.915,-32.69348387,58.89377059,1214.552156,228.3468731,3,38.891
1324.048,36:25.6,H1b3,36:24.3,127,447.853,36:24.5,36:24.1,36:24.3,-15.024,-32.69348387,58.89377059,1214.552156,228.3468731,3,64.046
1310.146,36:26.1,H1b3,36:24.8,127,447.703,36:25.0,36:24.5,36:24.8,49.022,-32.69348387,58.89377059,1214.552156,228.3468731,3,-50.672
1312.841,36:26.5,H1b3,36:25.2,127,447.931,36:25.4,36:25.0,36:25.2,-1.65,-32.69348387,58.89377059,1214.552156,228.3468731,3,-17.789
1294.753,36:26.9,H1b3,36:25.6,127,431.908,36:25.9,36:25.4,36:25.6,-19.439,-32.69348387,58.89377059,1214.552156,228.3468731,3,2.043
1259.991,36:27.3,H1b3,36:26.1,127,447.839,36:26.3,36:25.9,36:26.1,-17.396,-32.69348387,58.89377059,1214.552156,228.3468731,3,2.559
1229.493,36:27.8,H1b3,36:26.5,127,447.72,36:26.8,36:26.3,36:26.5,-14.837,-32.69348387,58.89377059,1214.552156,228.3468731,3,-17.877
1215.926,36:28.2,H1b3,36:27.0,127,447.869,36:27.2,36:26.8,36:26.9,-32.714,-32.69348387,58.89377059,1214.552156,228.3468731,3,-50.723
1271.816,36:28.7,H1b3,36:27.4,127,431.476,36:27.6,36:27.2,36:27.3,-83.437,-32.69348387,58.89377059,1214.552156,228.3468731,3,-14.135
,,H1b3,36:27.9,127,448.004,36:28.1,36:27.6,36:27.8,-97.572,-32.69348387,58.89377059,1214.552156,228.3468731,3,-13.851
,,H1b3,36:28.3,127,447.801,36:28.5,36:28.1,36:28.2,-111.423,-32.69348387,58.89377059,1214.552156,228.3468731,3,
618.643,35:53.6,H1b4,35:53.0,127,335.965,35:53.2,35:52.8,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
1199.608,35:54.5,H1b4,35:53.3,127,335.749,35:53.5,35:53.2,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
1391.967,35:55.1,H1b4,35:53.7,127,336.011,35:53.8,35:53.5,35:53.6,-53.071,6.180222222,49.99737556,2766.761703,575.8443543,9,
1883.114,35:55.9,H1b4,35:54.0,127,319.676,35:54.2,35:53.8,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
2116.293,35:56.4,H1b4,35:54.3,127,336.041,35:54.5,35:54.2,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
2472.037,35:57.1,H1b4,35:54.7,127,335.835,35:54.8,35:54.5,35:54.5,-127.869,6.180222222,49.99737556,2766.761703,575.8443543,9,192.273
2656.141,35:57.6,H1b4,35:55.0,127,335.786,35:55.2,35:54.8,35:55.1,64.404,6.180222222,49.99737556,2766.761703,575.8443543,9,
2938.356,35:58.3,H1b4,35:55.3,127,335.799,35:55.5,35:55.2,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
2971.242,35:58.6,H1b4,35:55.7,127,319.861,35:55.8,35:55.5,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
3027.887,35:59.0,H1b4,35:56.0,127,335.93,35:56.1,35:55.8,35:55.9,-99.884,6.180222222,49.99737556,2766.761703,575.8443543,9,216.925
3019.43,35:59.3,H1b4,35:56.3,127,335.633,35:56.5,35:56.1,35:56.4,117.041,6.180222222,49.99737556,2766.761703,575.8443543,9,
2999.269,35:59.6,H1b4,35:56.7,127,336.112,35:56.8,35:56.5,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
3002.848,36:00.0,H1b4,35:57.0,127,335.848,35:57.2,35:56.8,35:57.1,137.081,6.180222222,49.99737556,2766.761703,575.8443543,9,
3023.184,36:00.3,H1b4,35:57.3,127,319.797,35:57.5,35:57.2,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
3072.07,36:00.7,H1b4,35:57.6,127,335.557,35:57.8,35:57.5,35:57.6,1.375,6.180222222,49.99737556,2766.761703,575.8443543,9,
3060.033,36:01.0,H1b4,35:58.0,127,336.095,35:58.1,35:57.8,,,6.180222222,49.99737556,2766.761703,575.8443543,9,
3051.353,36:01.4,H1b4,35:58.3,127,336.025,35:58.5,35:58.1,35:58.3,-52.276,6.180222222,49.99737556,2766.761703,575.8443543,9,32.66
2989.704,36:01.6,H1b4,35:58.6,127,335.51,35:58.8,35:58.5,35:58.6,-19.616,6.180222222,49.99737556,2766.761703,575.8443543,9,40.996
3022.68,36:02.0,H1b4,35:59.0,127,336.189,35:59.2,35:58.8,35:59.0,21.38,6.180222222,49.99737556,2766.761703,575.8443543,9,-8.716
3001.517,36:02.3,H1b4,35:59.3,127,319.769,35:59.5,35:59.2,35:59.3,12.664,6.180222222,49.99737556,2766.761703,575.8443543,9,-4.297
2980.585,36:02.6,H1b4,35:59.6,127,335.871,35:59.8,35:59.5,35:59.6,8.367,6.180222222,49.99737556,2766.761703,575.8443543,9,3.82
2959.818,36:02.9,H1b4,36:00.0,127,335.815,36:00.1,35:59.8,36:00.0,12.187,6.180222222,49.99737556,2766.761703,575.8443543,9,20.369
2988.659,36:03.3,H1b4,36:00.3,127,335.837,36:00.5,36:00.1,36:00.3,32.556,6.180222222,49.99737556,2766.761703,575.8443543,9,32.846
2963.946,36:03.6,H1b4,36:00.6,127,335.89,36:00.8,36:00.5,36:00.7,65.402,6.180222222,49.99737556,2766.761703,575.8443543,9,-12.37
2964.006,36:03.9,H1b4,36:01.0,127,319.996,36:01.1,36:00.8,36:01.0,53.032,6.180222222,49.99737556,2766.761703,575.8443543,9,7.419
3008.087,36:04.3,H1b4,36:01.3,127,335.714,36:01.5,36:01.1,36:01.4,60.451,6.180222222,49.99737556,2766.761703,575.8443543,9,-61.338
2995.857,36:04.6,H1b4,36:01.6,127,336.031,36:01.8,36:01.5,36:01.6,-0.887,6.180222222,49.99737556,2766.761703,575.8443543,9,32.455
3019.943,36:05.0,H1b4,36:02.0,127,335.866,36:02.1,36:01.8,36:02.0,31.568,6.180222222,49.99737556,2766.761703,575.8443543,9,-20.84
3015.957,36:05.3,H1b4,36:02.3,127,335.875,36:02.5,36:02.1,36:02.3,10.728,6.180222222,49.99737556,2766.761703,575.8443543,9,-37.038
3007.701,36:05.7,H1b4,36:02.6,127,319.711,36:02.8,36:02.5,36:02.6,-26.31,6.180222222,49.99737556,2766.761703,575.8443543,9,-4.607
3023.563,36:06.0,H1b4,36:03.0,127,335.734,36:03.1,36:02.8,36:02.9,-30.917,6.180222222,49.99737556,2766.761703,575.8443543,9,28.922
3007.315,36:06.3,H1b4,36:03.3,127,336.024,36:03.5,36:03.1,36:03.3,-1.995,6.180222222,49.99737556,2766.761703,575.8443543,9,-24.9
2978.185,36:06.6,H1b4,36:03.6,127,335.827,36:03.8,36:03.5,36:03.6,-26.895,6.180222222,49.99737556,2766.761703,575.8443543,9,0.123
2965.621,36:06.9,H1b4,36:04.0,127,335.812,36:04.1,36:03.8,36:03.9,-26.772,6.180222222,49.99737556,2766.761703,575.8443543,9,28.265
3002.36,36:07.3,H1b4,36:04.3,127,319.822,36:04.5,36:04.1,36:04.3,1.493,6.180222222,49.99737556,2766.761703,575.8443543,9,3.662
2997.931,36:07.6,H1b4,36:04.6,127,335.656,36:04.8,36:04.5,36:04.6,5.155,6.180222222,49.99737556,2766.761703,575.8443543,9,24.461
2973.273,36:07.9,H1b4,36:05.0,127,336.229,36:05.1,36:04.8,36:05.0,29.616,6.180222222,49.99737556,2766.761703,575.8443543,9,-4.349
,,H1b4,36:05.3,127,335.951,36:05.5,36:05.1,36:05.3,25.267,6.180222222,49.99737556,2766.761703,575.8443543,9,-8.332
,,H1b4,36:05.6,127,335.601,36:05.8,36:05.5,36:05.7,16.935,6.180222222,49.99737556,2766.761703,575.8443543,9,-0.028
,,H1b4,36:06.0,127,335.999,36:06.1,36:05.8,36:06.0,16.907,6.180222222,49.99737556,2766.761703,575.8443543,9,-16.513
,,H1b4,36:06.3,127,319.939,36:06.5,36:06.1,36:06.3,0.394,6.180222222,49.99737556,2766.761703,575.8443543,9,-13.045
,,H1b4,36:06.6,127,335.703,36:06.8,36:06.5,36:06.6,-12.651,6.180222222,49.99737556,2766.761703,575.8443543,9,-12.44
,,H1b4,36:07.0,127,335.857,36:07.1,36:06.8,36:06.9,-25.091,6.180222222,49.99737556,2766.761703,575.8443543,9,36.694
,,H1b4,36:07.3,127,335.88,36:07.5,36:07.1,36:07.3,11.603,6.180222222,49.99737556,2766.761703,575.8443543,9,-20.487
,,H1b4,36:07.6,127,335.823,36:07.8,36:07.5,36:07.6,-8.884,6.180222222,49.99737556,2766.761703,575.8443543,9,
-69.334,31:43.4,H2a1,31:43.4,127,1055.53,31:44.0,31:42.8,31:43.4,-69.334,-122.0454375,127.811069,-122.0454375,127.811069,0,78.684
9.35,31:44.5,H2a1,31:44.5,127,879.709,31:44.9,31:44.0,31:44.5,9.35,-122.0454375,127.811069,-122.0454375,127.811069,0,37.341
46.691,31:45.4,H2a1,31:45.4,127,783.718,31:45.8,31:44.9,31:45.4,46.691,-122.0454375,127.811069,-122.0454375,127.811069,0,-75.425
-28.734,31:46.1,H2a1,31:46.2,127,687.7,31:46.5,31:45.8,31:46.1,-28.734,-122.0454375,127.811069,-122.0454375,127.811069,0,-40.581
-69.315,31:46.8,H2a1,31:46.8,127,655.899,31:47.2,31:46.5,31:46.8,-69.315,-122.0454375,127.811069,-122.0454375,127.811069,0,-58.224
-127.539,31:47.4,H2a1,31:47.5,127,719.62,31:47.9,31:47.2,31:47.4,-127.539,-122.0454375,127.811069,-122.0454375,127.811069,0,-113.598
-241.137,31:48.0,H2a1,31:48.2,127,831.827,31:48.6,31:47.9,31:48.0,-241.137,-122.0454375,127.811069,-122.0454375,127.811069,0,146.554
-94.583,31:49.0,H2a1,31:49.1,127,959.195,31:49.5,31:48.6,31:49.0,-94.583,-122.0454375,127.811069,-122.0454375,127.811069,0,10.842
-83.741,31:49.9,H2a1,31:50.0,127,1151.843,31:50.6,31:49.5,31:49.9,-83.741,-122.0454375,127.811069,-122.0454375,127.811069,0,-210.054
-293.795,31:50.9,H2a1,31:51.2,127,1279.447,31:51.8,31:50.6,31:50.9,-293.795,-122.0454375,127.811069,-122.0454375,127.811069,0,219.244
-74.551,31:52.4,H2a1,31:52.4,127,1039.44,31:53.0,31:51.8,31:52.4,-74.551,-122.0454375,127.811069,-122.0454375,127.811069,0,41.068
-33.483,31:53.5,H2a1,31:53.5,127,895.652,31:53.9,31:53.0,31:53.5,-33.483,-122.0454375,127.811069,-122.0454375,127.811069,0,-84.638
-118.121,31:54.3,H2a1,31:54.4,127,831.686,31:54.8,31:53.9,31:54.3,-118.121,-122.0454375,127.811069,-122.0454375,127.811069,0,72.971
-45.15,31:55.2,H2a1,31:55.2,127,959.748,31:55.7,31:54.8,31:55.2,-45.15,-122.0454375,127.811069,-122.0454375,127.811069,0,-267.695
-312.845,31:55.9,H2a1,31:56.2,127,1151.471,31:56.7,31:55.7,31:55.9,-312.845,-122.0454375,127.811069,-122.0454375,127.811069,0,-103.595
-416.44,31:56.9,H2a1,31:57.3,127,1423.448,31:58.0,31:56.7,31:56.9,-416.44,-122.0454375,127.811069,-122.0454375,127.811069,0,
-85.007,35:32.6,H2a2,35:32.7,127,623.923,35:33.0,35:32.3,35:32.6,-85.007,-61.08896429,65.22104302,-61.08896429,65.22104302,0,47.451
-37.556,35:33.2,H2a2,35:33.3,127,591.581,35:33.6,35:33.0,35:33.2,-37.556,-61.08896429,65.22104302,-61.08896429,65.22104302,0,59.37
21.814,35:33.9,H2a2,35:33.9,127,559.96,35:34.2,35:33.6,35:33.9,21.814,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-52.375
-30.561,35:34.4,H2a2,35:34.4,127,543.48,35:34.7,35:34.2,35:34.4,-30.561,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-15.252
-45.813,35:34.9,H2a2,35:35.0,127,512.083,35:35.2,35:34.7,35:34.9,-45.813,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-28.899
-74.712,35:35.4,H2a2,35:35.5,127,495.635,35:35.7,35:35.2,35:35.4,-74.712,-61.08896429,65.22104302,-61.08896429,65.22104302,0,60.931
-13.781,35:36.0,H2a2,35:36.0,127,479.924,35:36.2,35:35.7,35:36.0,-13.781,-61.08896429,65.22104302,-61.08896429,65.22104302,0,40.239
26.458,35:36.5,H2a2,35:36.5,127,463.821,35:36.7,35:36.2,35:36.5,26.458,-61.08896429,65.22104302,-61.08896429,65.22104302,0,80.702
107.16,35:37.0,H2a2,35:36.9,127,479.788,35:37.2,35:36.7,35:37.0,107.16,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-131.792
-24.632,35:37.4,H2a2,35:37.4,127,511.845,35:37.7,35:37.2,35:37.4,-24.632,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-90.444
-115.076,35:37.8,H2a2,35:37.9,127,511.511,35:38.2,35:37.7,35:37.8,-115.076,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-24.138
-139.214,35:38.3,H2a2,35:38.4,127,559.915,35:38.7,35:38.2,35:38.3,-139.214,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-11.232
-150.446,35:38.8,H2a2,35:39.0,127,577.941,35:39.3,35:38.7,35:38.8,-150.446,-61.08896429,65.22104302,-61.08896429,65.22104302,0,150.657
0.211,35:39.6,H2a2,35:39.6,127,605.46,35:39.9,35:39.3,35:39.6,0.211,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-81.451
-81.24,35:40.1,H2a2,35:40.2,127,623.961,35:40.5,35:39.9,35:40.1,-81.24,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-58.603
-139.843,35:40.7,H2a2,35:40.8,127,591.673,35:41.1,35:40.5,35:40.7,-139.843,-61.08896429,65.22104302,-61.08896429,65.22104302,0,83.797
-56.046,35:41.3,H2a2,35:41.4,127,559.747,35:41.7,35:41.1,35:41.3,-56.046,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-3.065
-59.111,35:41.9,H2a2,35:42.0,127,543.815,35:42.2,35:41.7,35:41.9,-59.111,-61.08896429,65.22104302,-61.08896429,65.22104302,0,78.48
19.369,35:42.5,H2a2,35:42.5,127,511.966,35:42.8,35:42.2,35:42.5,19.369,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-45.087
-25.718,35:43.0,H2a2,35:43.0,127,495.766,35:43.3,35:42.8,35:43.0,-25.718,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-37.278
-62.996,35:43.4,H2a2,35:43.5,127,479.733,35:43.7,35:43.3,35:43.4,-62.996,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-37.472
-100.468,35:43.9,H2a2,35:44.0,127,463.753,35:44.2,35:43.7,35:43.9,-100.468,-61.08896429,65.22104302,-61.08896429,65.22104302,0,23.1
-77.368,35:44.4,H2a2,35:44.4,127,479.754,35:44.7,35:44.2,35:44.4,-77.368,-61.08896429,65.22104302,-61.08896429,65.22104302,0,15.938
-61.43,35:44.9,H2a2,35:44.9,127,511.662,35:45.2,35:44.7,35:44.9,-61.43,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-45.017
-106.447,35:45.3,H2a2,35:45.4,127,527.991,35:45.7,35:45.2,35:45.3,-106.447,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-110.462
-216.909,35:45.8,H2a2,35:46.0,127,543.761,35:46.2,35:45.7,35:45.8,-216.909,-61.08896429,65.22104302,-61.08896429,65.22104302,0,148.095
-68.814,35:46.4,H2a2,35:46.5,127,575.944,35:46.8,35:46.2,35:46.4,-68.814,-61.08896429,65.22104302,-61.08896429,65.22104302,0,-43.501
-112.315,35:47.0,H2a2,35:47.1,127,607.62,35:47.4,35:46.8,35:47.0,-112.315,-61.08896429,65.22104302,-61.08896429,65.22104302,0,
70.902,32:24.6,H2a3,32:24.5,127,431.777,32:24.7,32:24.3,32:24.6,70.902,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-108.281
-37.379,32:24.9,H2a3,32:24.9,127,431.963,32:25.1,32:24.7,32:24.9,-37.379,-53.84081579,47.25215756,-53.84081579,47.25215756,0,22.403
-14.976,32:25.3,H2a3,32:25.4,127,415.95,32:25.6,32:25.1,32:25.3,-14.976,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-18.819
-33.795,32:25.7,H2a3,32:25.8,127,399.569,32:26.0,32:25.6,32:25.7,-33.795,-53.84081579,47.25215756,-53.84081579,47.25215756,0,34.169
0.374,32:26.2,H2a3,32:26.2,127,399.632,32:26.4,32:26.0,32:26.2,0.374,-53.84081579,47.25215756,-53.84081579,47.25215756,0,22.01
22.384,32:26.6,H2a3,32:26.6,127,384.125,32:26.8,32:26.4,32:26.6,22.384,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-27.79
-5.406,32:27.0,H2a3,32:27.0,127,383.971,32:27.2,32:26.8,32:27.0,-5.406,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-15.368
-20.774,32:27.3,H2a3,32:27.3,127,367.723,32:27.5,32:27.2,32:27.3,-20.774,-53.84081579,47.25215756,-53.84081579,47.25215756,0,25.272
4.498,32:27.7,H2a3,32:27.7,127,367.842,32:27.9,32:27.5,32:27.7,4.498,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-19.841
-15.343,32:28.1,H2a3,32:28.1,127,367.838,32:28.3,32:27.9,32:28.1,-15.343,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-23.911
-39.254,32:28.4,H2a3,32:28.4,127,367.998,32:28.6,32:28.3,32:28.4,-39.254,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-16.049
-55.303,32:28.8,H2a3,32:28.8,127,383.75,32:29.0,32:28.6,32:28.8,-55.303,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-3.117
-58.42,32:29.1,H2a3,32:29.2,127,383.924,32:29.4,32:29.0,32:29.1,-58.42,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-15.226
-73.646,32:29.5,H2a3,32:29.6,127,399.85,32:29.8,32:29.4,32:29.5,-73.646,-53.84081579,47.25215756,-53.84081579,47.25215756,0,17.672
-55.974,32:29.9,H2a3,32:30.0,127,399.725,32:30.2,32:29.8,32:29.9,-55.974,-53.84081579,47.25215756,-53.84081579,47.25215756,0,26.324
-29.65,32:30.4,H2a3,32:30.4,127,415.738,32:30.6,32:30.2,32:30.4,-29.65,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-10.596
-40.246,32:30.8,H2a3,32:30.8,127,416.072,32:31.0,32:30.6,32:30.8,-40.246,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-18.901
-59.147,32:31.2,H2a3,32:31.2,127,415.657,32:31.4,32:31.0,32:31.2,-59.147,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-31.018
-90.165,32:31.5,H2a3,32:31.6,127,447.934,32:31.9,32:31.4,32:31.5,-90.165,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-5.485
-95.65,32:32.0,H2a3,32:32.1,127,431.869,32:32.3,32:31.9,32:32.0,-95.65,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-18.525
-114.175,32:32.4,H2a3,32:32.5,127,431.772,32:32.7,32:32.3,32:32.4,-114.175,-53.84081579,47.25215756,-53.84081579,47.25215756,0,47.129
-67.046,32:32.9,H2a3,32:32.9,127,431.525,32:33.2,32:32.7,32:32.9,-67.046,-53.84081579,47.25215756,-53.84081579,47.25215756,0,2.773
-64.273,32:33.3,H2a3,32:33.4,127,416.136,32:33.6,32:33.2,32:33.3,-64.273,-53.84081579,47.25215756,-53.84081579,47.25215756,0,25.707
-38.566,32:33.8,H2a3,32:33.8,127,399.808,32:34.0,32:33.6,32:33.8,-38.566,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-2.368
-40.934,32:34.1,H2a3,32:34.2,127,399.957,32:34.4,32:34.0,32:34.1,-40.934,-53.84081579,47.25215756,-53.84081579,47.25215756,0,54.331
13.397,32:34.6,H2a3,32:34.6,127,383.673,32:34.8,32:34.4,32:34.6,13.397,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-43.618
-30.221,32:34.9,H2a3,32:35.0,127,383.834,32:35.2,32:34.8,32:34.9,-30.221,-53.84081579,47.25215756,-53.84081579,47.25215756,0,4.947
-25.274,32:35.3,H2a3,32:35.4,127,383.959,32:35.5,32:35.2,32:35.3,-25.274,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-56.33
-81.604,32:35.7,H2a3,32:35.7,127,368.012,32:35.9,32:35.5,32:35.7,-81.604,-53.84081579,47.25215756,-53.84081579,47.25215756,0,20.823
-60.781,32:36.0,H2a3,32:36.1,127,367.586,32:36.3,32:35.9,32:36.0,-60.781,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-24.01
-84.791,32:36.4,H2a3,32:36.5,127,399.813,32:36.7,32:36.3,32:36.4,-84.791,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-6.471
-91.262,32:36.8,H2a3,32:36.9,127,384.021,32:37.1,32:36.7,32:36.8,-91.262,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-7.441
-98.703,32:37.2,H2a3,32:37.3,127,399.605,32:37.5,32:37.1,32:37.2,-98.703,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-2.287
-100.99,32:37.6,H2a3,32:37.7,127,416.071,32:37.9,32:37.5,32:37.6,-100.99,-53.84081579,47.25215756,-53.84081579,47.25215756,0,-47.742
-148.732,32:37.9,H2a3,32:38.1,127,415.804,32:38.3,32:37.9,32:37.9,-148.732,-53.84081579,47.25215756,-53.84081579,47.25215756,0,18.313
-130.419,32:38.4,H2a3,32:38.5,127,431.853,32:38.7,32:38.3,32:38.4,-130.419,-53.84081579,47.25215756,-53.84081579,47.25215756,0,1.999
-128.42,32:38.8,H2a3,32:38.9,127,431.755,32:39.1,32:38.7,32:38.8,-128.42,-53.84081579,47.25215756,-53.84081579,47.25215756,0,2.233
-126.187,32:39.2,H2a3,32:39.4,127,447.833,32:39.6,32:39.1,32:39.2,-126.187,-53.84081579,47.25215756,-53.84081579,47.25215756,0,
110.155,32:45.1,H2a4,32:45.0,127,335.78,32:45.1,32:44.8,32:45.1,110.155,-16.85080435,35.50061072,89.88653191,144.925638,1,-49.349
60.806,32:45.4,H2a4,32:45.3,127,319.996,32:45.4,32:45.1,32:45.4,60.806,-16.85080435,35.50061072,89.88653191,144.925638,1,-13.073
47.733,32:45.7,H2a4,32:45.6,127,319.84,32:45.8,32:45.4,32:45.7,47.733,-16.85080435,35.50061072,89.88653191,144.925638,1,-8.42
39.313,32:46.0,H2a4,32:45.9,127,335.789,32:46.1,32:45.8,32:46.0,39.313,-16.85080435,35.50061072,89.88653191,144.925638,1,-61.75
-22.437,32:46.2,H2a4,32:46.3,127,319.591,32:46.4,32:46.1,32:46.2,-22.437,-16.85080435,35.50061072,89.88653191,144.925638,1,16.183
-6.254,32:46.6,H2a4,32:46.6,127,320.054,32:46.7,32:46.4,32:46.6,-6.254,-16.85080435,35.50061072,89.88653191,144.925638,1,-24.948
-31.202,32:46.9,H2a4,32:46.9,127,319.961,32:47.1,32:46.7,32:46.9,-31.202,-16.85080435,35.50061072,89.88653191,144.925638,1,-4.874
-36.076,32:47.2,H2a4,32:47.2,127,319.844,32:47.4,32:47.1,32:47.2,-36.076,-16.85080435,35.50061072,89.88653191,144.925638,1,52.746
16.67,32:47.6,H2a4,32:47.5,127,319.856,32:47.7,32:47.4,32:47.6,16.67,-16.85080435,35.50061072,89.88653191,144.925638,1,-45.576
-28.906,32:47.8,H2a4,32:47.9,127,303.912,32:48.0,32:47.7,32:47.8,-28.906,-16.85080435,35.50061072,89.88653191,144.925638,1,19.695
-9.211,32:48.2,H2a4,32:48.2,127,320.008,32:48.3,32:48.0,32:48.2,-9.211,-16.85080435,35.50061072,89.88653191,144.925638,1,3.343
-5.868,32:48.5,H2a4,32:48.5,127,303.6,32:48.6,32:48.3,32:48.5,-5.868,-16.85080435,35.50061072,89.88653191,144.925638,1,-0.659
-6.527,32:48.8,H2a4,32:48.8,127,320.026,32:49.0,32:48.6,32:48.8,-6.527,-16.85080435,35.50061072,89.88653191,144.925638,1,3.406
-3.121,32:49.1,H2a4,32:49.1,127,304.006,32:49.3,32:49.0,32:49.1,-3.121,-16.85080435,35.50061072,89.88653191,144.925638,1,-21.38
-24.501,32:49.4,H2a4,32:49.4,127,319.672,32:49.6,32:49.3,32:49.4,-24.501,-16.85080435,35.50061072,89.88653191,144.925638,1,-0.491
-24.992,32:49.7,H2a4,32:49.7,127,319.968,32:49.9,32:49.6,32:49.7,-24.992,-16.85080435,35.50061072,89.88653191,144.925638,1,-20.95
-45.942,32:50.0,H2a4,32:50.1,127,319.941,32:50.2,32:49.9,32:50.0,-45.942,-16.85080435,35.50061072,89.88653191,144.925638,1,-0.707
-46.649,32:50.3,H2a4,32:50.4,127,319.75,32:50.5,32:50.2,32:50.3,-46.649,-16.85080435,35.50061072,89.88653191,144.925638,1,-0.472
-47.121,32:50.6,H2a4,32:50.7,127,319.682,32:50.9,32:50.5,32:50.6,-47.121,-16.85080435,35.50061072,89.88653191,144.925638,1,-4.705
-51.826,32:51.0,H2a4,32:51.0,127,320.001,32:51.2,32:50.9,32:51.0,-51.826,-16.85080435,35.50061072,89.88653191,144.925638,1,40.51
-11.316,32:51.3,H2a4,32:51.3,127,319.896,32:51.5,32:51.2,32:51.3,-11.316,-16.85080435,35.50061072,89.88653191,144.925638,1,11.679
0.363,32:51.7,H2a4,32:51.7,127,320.418,32:51.8,32:51.5,32:51.7,0.363,-16.85080435,35.50061072,89.88653191,144.925638,1,-0.466
-0.103,32:52.0,H2a4,32:52.0,127,335.2,32:52.1,32:51.8,32:52.0,-0.103,-16.85080435,35.50061072,89.88653191,144.925638,1,-4.09
-4.193,32:52.3,H2a4,32:52.3,127,335.887,32:52.5,32:52.1,32:52.3,-4.193,-16.85080435,35.50061072,89.88653191,144.925638,1,-20.604
