Asynchrony,Group,IOI,,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,User ID
817.49,Professional,448.038,Flute,36:14.3,1214.552156,36:13.9,3,,,-32.69348387,58.89377059,,228.3468731,36:14.9,H1b3,36:14.1,824
795.361,Professional,447.798,Flute,36:14.8,1214.552156,36:14.3,3,,,-32.69348387,58.89377059,,228.3468731,36:15.3,H1b3,36:14.5,824
953.239,Professional,431.615,Flute,36:15.2,1214.552156,36:14.8,3,-5.706,-78.346,-32.69348387,58.89377059,36:14.9,228.3468731,36:15.9,H1b3,36:15.0,824
1320.059,Professional,448.076,Flute,36:15.7,1214.552156,36:15.2,3,157.6,-84.052,-32.69348387,58.89377059,36:15.3,228.3468731,36:16.7,H1b3,36:15.4,824
1277.269,Professional,447.699,Flute,36:16.1,1214.552156,36:15.7,3,,73.548,-32.69348387,58.89377059,36:15.9,228.3468731,36:17.2,H1b3,36:15.9,824
1288.213,Professional,447.566,Flute,36:16.5,1214.552156,36:16.1,3,,,-32.69348387,58.89377059,,228.3468731,36:17.6,H1b3,36:16.3,824
1295.079,Professional,432.033,Flute,36:17.0,1214.552156,36:16.5,3,-26.747,-23.282,-32.69348387,58.89377059,36:16.7,228.3468731,36:18.1,H1b3,36:16.8,824
1305.368,Professional,447.797,Flute,36:17.4,1214.552156,36:17.0,3,10.846,-50.029,-32.69348387,58.89377059,36:17.2,228.3468731,36:18.5,H1b3,36:17.2,824
1315.938,Professional,447.916,Flute,36:17.9,1214.552156,36:17.4,3,6.516,-39.183,-32.69348387,58.89377059,36:17.6,228.3468731,36:19.0,H1b3,36:17.6,824
1289.53,Professional,448.057,Flute,36:18.3,1214.552156,36:17.9,3,-5.735,-32.667,-32.69348387,58.89377059,36:18.1,228.3468731,36:19.4,H1b3,36:18.1,824
1271.55,Professional,431.489,Flute,36:18.8,1214.552156,36:18.3,3,26.878,-38.402,-32.69348387,58.89377059,36:18.5,228.3468731,36:19.8,H1b3,36:18.5,824
1261.791,Professional,447.707,Flute,36:19.2,1214.552156,36:18.8,3,-26.199,-11.524,-32.69348387,58.89377059,36:19.0,228.3468731,36:20.2,H1b3,36:19.0,824
1260.345,Professional,448.007,Flute,36:19.6,1214.552156,36:19.2,3,-17.93,-37.723,-32.69348387,58.89377059,36:19.4,228.3468731,36:20.7,H1b3,36:19.4,824
1299.516,Professional,447.913,Flute,36:20.1,1214.552156,36:19.6,3,-26.183,-55.653,-32.69348387,58.89377059,36:19.8,228.3468731,36:21.2,H1b3,36:19.9,824
1293.899,Professional,431.428,Flute,36:20.5,1214.552156,36:20.1,3,14.833,-81.836,-32.69348387,58.89377059,36:20.2,228.3468731,36:21.6,H1b3,36:20.3,824
1263.486,Professional,448.068,Flute,36:21.0,1214.552156,36:20.5,3,39.11,-67.003,-32.69348387,58.89377059,36:20.7,228.3468731,36:22.0,H1b3,36:20.8,824
1233.282,Professional,447.584,Flute,36:21.4,1214.552156,36:21.0,3,-5.288,-27.893,-32.69348387,58.89377059,36:21.2,228.3468731,36:22.4,H1b3,36:21.2,824
1313.659,Professional,448.026,Flute,36:21.9,1214.552156,36:21.4,3,-47.011,-33.181,-32.69348387,58.89377059,36:21.6,228.3468731,36:23.0,H1b3,36:21.6,824
1287.334,Professional,431.888,Flute,36:22.3,1214.552156,36:21.9,3,-14.024,-80.192,-32.69348387,58.89377059,36:22.0,228.3468731,36:23.4,H1b3,36:22.1,824
1289.355,Professional,447.7,Flute,36:22.8,1214.552156,36:22.3,3,80.261,-94.216,-32.69348387,58.89377059,36:22.4,228.3468731,36:23.8,H1b3,36:22.5,824
1312.301,Professional,447.823,Flute,36:23.2,1214.552156,36:22.8,3,-26.122,-13.955,-32.69348387,58.89377059,36:23.0,228.3468731,36:24.3,H1b3,36:23.0,824
1376.377,Professional,447.747,Flute,36:23.6,1214.552156,36:23.2,3,-13.838,-40.077,-32.69348387,58.89377059,36:23.4,228.3468731,36:24.8,H1b3,36:23.4,824
1325.661,Professional,431.755,Flute,36:24.1,1214.552156,36:23.6,3,38.891,-53.915,-32.69348387,58.89377059,36:23.8,228.3468731,36:25.2,H1b3,36:23.9,824
1324.048,Professional,447.853,Flute,36:24.5,1214.552156,36:24.1,3,64.046,-15.024,-32.69348387,58.89377059,36:24.3,228.3468731,36:25.6,H1b3,36:24.3,824
1310.146,Professional,447.703,Flute,36:25.0,1214.552156,36:24.5,3,-50.672,49.022,-32.69348387,58.89377059,36:24.8,228.3468731,36:26.1,H1b3,36:24.8,824
1312.841,Professional,447.931,Flute,36:25.4,1214.552156,36:25.0,3,-17.789,-1.65,-32.69348387,58.89377059,36:25.2,228.3468731,36:26.5,H1b3,36:25.2,824
1294.753,Professional,431.908,Flute,36:25.9,1214.552156,36:25.4,3,2.043,-19.439,-32.69348387,58.89377059,36:25.6,228.3468731,36:26.9,H1b3,36:25.6,824
1259.991,Professional,447.839,Flute,36:26.3,1214.552156,36:25.9,3,2.559,-17.396,-32.69348387,58.89377059,36:26.1,228.3468731,36:27.3,H1b3,36:26.1,824
1229.493,Professional,447.72,Flute,36:26.8,1214.552156,36:26.3,3,-17.877,-14.837,-32.69348387,58.89377059,36:26.5,228.3468731,36:27.8,H1b3,36:26.5,824
1215.926,Professional,447.869,Flute,36:27.2,1214.552156,36:26.8,3,-50.723,-32.714,-32.69348387,58.89377059,36:26.9,228.3468731,36:28.2,H1b3,36:27.0,824
1271.816,Professional,431.476,Flute,36:27.6,1214.552156,36:27.2,3,-14.135,-83.437,-32.69348387,58.89377059,36:27.3,228.3468731,36:28.7,H1b3,36:27.4,824
,Professional,448.004,Flute,36:28.1,1214.552156,36:27.6,3,-13.851,-97.572,-32.69348387,58.89377059,36:27.8,228.3468731,,H1b3,36:27.9,824
,Professional,447.801,Flute,36:28.5,1214.552156,36:28.1,3,,-111.423,-32.69348387,58.89377059,36:28.2,228.3468731,,H1b3,36:28.3,824
618.643,Professional,335.965,Flute,35:53.2,2766.761703,35:52.8,9,,,6.180222222,49.99737556,,575.8443543,35:53.6,H1b4,35:53.0,824
1199.608,Professional,335.749,Flute,35:53.5,2766.761703,35:53.2,9,,,6.180222222,49.99737556,,575.8443543,35:54.5,H1b4,35:53.3,824
1391.967,Professional,336.011,Flute,35:53.8,2766.761703,35:53.5,9,,-53.071,6.180222222,49.99737556,35:53.6,575.8443543,35:55.1,H1b4,35:53.7,824
1883.114,Professional,319.676,Flute,35:54.2,2766.761703,35:53.8,9,,,6.180222222,49.99737556,,575.8443543,35:55.9,H1b4,35:54.0,824
2116.293,Professional,336.041,Flute,35:54.5,2766.761703,35:54.2,9,,,6.180222222,49.99737556,,575.8443543,35:56.4,H1b4,35:54.3,824
2472.037,Professional,335.835,Flute,35:54.8,2766.761703,35:54.5,9,192.273,-127.869,6.180222222,49.99737556,35:54.5,575.8443543,35:57.1,H1b4,35:54.7,824
2656.141,Professional,335.786,Flute,35:55.2,2766.761703,35:54.8,9,,64.404,6.180222222,49.99737556,35:55.1,575.8443543,35:57.6,H1b4,35:55.0,824
2938.356,Professional,335.799,Flute,35:55.5,2766.761703,35:55.2,9,,,6.180222222,49.99737556,,575.8443543,35:58.3,H1b4,35:55.3,824
2971.242,Professional,319.861,Flute,35:55.8,2766.761703,35:55.5,9,,,6.180222222,49.99737556,,575.8443543,35:58.6,H1b4,35:55.7,824
3027.887,Professional,335.93,Flute,35:56.1,2766.761703,35:55.8,9,216.925,-99.884,6.180222222,49.99737556,35:55.9,575.8443543,35:59.0,H1b4,35:56.0,824
3019.43,Professional,335.633,Flute,35:56.5,2766.761703,35:56.1,9,,117.041,6.180222222,49.99737556,35:56.4,575.8443543,35:59.3,H1b4,35:56.3,824
2999.269,Professional,336.112,Flute,35:56.8,2766.761703,35:56.5,9,,,6.180222222,49.99737556,,575.8443543,35:59.6,H1b4,35:56.7,824
3002.848,Professional,335.848,Flute,35:57.2,2766.761703,35:56.8,9,,137.081,6.180222222,49.99737556,35:57.1,575.8443543,36:00.0,H1b4,35:57.0,824
3023.184,Professional,319.797,Flute,35:57.5,2766.761703,35:57.2,9,,,6.180222222,49.99737556,,575.8443543,36:00.3,H1b4,35:57.3,824
3072.07,Professional,335.557,Flute,35:57.8,2766.761703,35:57.5,9,,1.375,6.180222222,49.99737556,35:57.6,575.8443543,36:00.7,H1b4,35:57.6,824
3060.033,Professional,336.095,Flute,35:58.1,2766.761703,35:57.8,9,,,6.180222222,49.99737556,,575.8443543,36:01.0,H1b4,35:58.0,824
3051.353,Professional,336.025,Flute,35:58.5,2766.761703,35:58.1,9,32.66,-52.276,6.180222222,49.99737556,35:58.3,575.8443543,36:01.4,H1b4,35:58.3,824
2989.704,Professional,335.51,Flute,35:58.8,2766.761703,35:58.5,9,40.996,-19.616,6.180222222,49.99737556,35:58.6,575.8443543,36:01.6,H1b4,35:58.6,824
3022.68,Professional,336.189,Flute,35:59.2,2766.761703,35:58.8,9,-8.716,21.38,6.180222222,49.99737556,35:59.0,575.8443543,36:02.0,H1b4,35:59.0,824
3001.517,Professional,319.769,Flute,35:59.5,2766.761703,35:59.2,9,-4.297,12.664,6.180222222,49.99737556,35:59.3,575.8443543,36:02.3,H1b4,35:59.3,824
2980.585,Professional,335.871,Flute,35:59.8,2766.761703,35:59.5,9,3.82,8.367,6.180222222,49.99737556,35:59.6,575.8443543,36:02.6,H1b4,35:59.6,824
2959.818,Professional,335.815,Flute,36:00.1,2766.761703,35:59.8,9,20.369,12.187,6.180222222,49.99737556,36:00.0,575.8443543,36:02.9,H1b4,36:00.0,824
2988.659,Professional,335.837,Flute,36:00.5,2766.761703,36:00.1,9,32.846,32.556,6.180222222,49.99737556,36:00.3,575.8443543,36:03.3,H1b4,36:00.3,824
2963.946,Professional,335.89,Flute,36:00.8,2766.761703,36:00.5,9,-12.37,65.402,6.180222222,49.99737556,36:00.7,575.8443543,36:03.6,H1b4,36:00.6,824
2964.006,Professional,319.996,Flute,36:01.1,2766.761703,36:00.8,9,7.419,53.032,6.180222222,49.99737556,36:01.0,575.8443543,36:03.9,H1b4,36:01.0,824
3008.087,Professional,335.714,Flute,36:01.5,2766.761703,36:01.1,9,-61.338,60.451,6.180222222,49.99737556,36:01.4,575.8443543,36:04.3,H1b4,36:01.3,824
2995.857,Professional,336.031,Flute,36:01.8,2766.761703,36:01.5,9,32.455,-0.887,6.180222222,49.99737556,36:01.6,575.8443543,36:04.6,H1b4,36:01.6,824
3019.943,Professional,335.866,Flute,36:02.1,2766.761703,36:01.8,9,-20.84,31.568,6.180222222,49.99737556,36:02.0,575.8443543,36:05.0,H1b4,36:02.0,824
3015.957,Professional,335.875,Flute,36:02.5,2766.761703,36:02.1,9,-37.038,10.728,6.180222222,49.99737556,36:02.3,575.8443543,36:05.3,H1b4,36:02.3,824
3007.701,Professional,319.711,Flute,36:02.8,2766.761703,36:02.5,9,-4.607,-26.31,6.180222222,49.99737556,36:02.6,575.8443543,36:05.7,H1b4,36:02.6,824
3023.563,Professional,335.734,Flute,36:03.1,2766.761703,36:02.8,9,28.922,-30.917,6.180222222,49.99737556,36:02.9,575.8443543,36:06.0,H1b4,36:03.0,824
3007.315,Professional,336.024,Flute,36:03.5,2766.761703,36:03.1,9,-24.9,-1.995,6.180222222,49.99737556,36:03.3,575.8443543,36:06.3,H1b4,36:03.3,824
2978.185,Professional,335.827,Flute,36:03.8,2766.761703,36:03.5,9,0.123,-26.895,6.180222222,49.99737556,36:03.6,575.8443543,36:06.6,H1b4,36:03.6,824
2965.621,Professional,335.812,Flute,36:04.1,2766.761703,36:03.8,9,28.265,-26.772,6.180222222,49.99737556,36:03.9,575.8443543,36:06.9,H1b4,36:04.0,824
3002.36,Professional,319.822,Flute,36:04.5,2766.761703,36:04.1,9,3.662,1.493,6.180222222,49.99737556,36:04.3,575.8443543,36:07.3,H1b4,36:04.3,824
2997.931,Professional,335.656,Flute,36:04.8,2766.761703,36:04.5,9,24.461,5.155,6.180222222,49.99737556,36:04.6,575.8443543,36:07.6,H1b4,36:04.6,824
2973.273,Professional,336.229,Flute,36:05.1,2766.761703,36:04.8,9,-4.349,29.616,6.180222222,49.99737556,36:05.0,575.8443543,36:07.9,H1b4,36:05.0,824
,Professional,335.951,Flute,36:05.5,2766.761703,36:05.1,9,-8.332,25.267,6.180222222,49.99737556,36:05.3,575.8443543,,H1b4,36:05.3,824
,Professional,335.601,Flute,36:05.8,2766.761703,36:05.5,9,-0.028,16.935,6.180222222,49.99737556,36:05.7,575.8443543,,H1b4,36:05.6,824
,Professional,335.999,Flute,36:06.1,2766.761703,36:05.8,9,-16.513,16.907,6.180222222,49.99737556,36:06.0,575.8443543,,H1b4,36:06.0,824
,Professional,319.939,Flute,36:06.5,2766.761703,36:06.1,9,-13.045,0.394,6.180222222,49.99737556,36:06.3,575.8443543,,H1b4,36:06.3,824
,Professional,335.703,Flute,36:06.8,2766.761703,36:06.5,9,-12.44,-12.651,6.180222222,49.99737556,36:06.6,575.8443543,,H1b4,36:06.6,824
,Professional,335.857,Flute,36:07.1,2766.761703,36:06.8,9,36.694,-25.091,6.180222222,49.99737556,36:06.9,575.8443543,,H1b4,36:07.0,824
,Professional,335.88,Flute,36:07.5,2766.761703,36:07.1,9,-20.487,11.603,6.180222222,49.99737556,36:07.3,575.8443543,,H1b4,36:07.3,824
,Professional,335.823,Flute,36:07.8,2766.761703,36:07.5,9,,-8.884,6.180222222,49.99737556,36:07.6,575.8443543,,H1b4,36:07.6,824
-69.334,Professional,1055.53,Flute,31:44.0,-122.0454375,31:42.8,0,78.684,-69.334,-122.0454375,127.811069,31:43.4,127.811069,31:43.4,H2a1,31:43.4,824
9.35,Professional,879.709,Flute,31:44.9,-122.0454375,31:44.0,0,37.341,9.35,-122.0454375,127.811069,31:44.5,127.811069,31:44.5,H2a1,31:44.5,824
46.691,Professional,783.718,Flute,31:45.8,-122.0454375,31:44.9,0,-75.425,46.691,-122.0454375,127.811069,31:45.4,127.811069,31:45.4,H2a1,31:45.4,824
-28.734,Professional,687.7,Flute,31:46.5,-122.0454375,31:45.8,0,-40.581,-28.734,-122.0454375,127.811069,31:46.1,127.811069,31:46.1,H2a1,31:46.2,824
-69.315,Professional,655.899,Flute,31:47.2,-122.0454375,31:46.5,0,-58.224,-69.315,-122.0454375,127.811069,31:46.8,127.811069,31:46.8,H2a1,31:46.8,824
-127.539,Professional,719.62,Flute,31:47.9,-122.0454375,31:47.2,0,-113.598,-127.539,-122.0454375,127.811069,31:47.4,127.811069,31:47.4,H2a1,31:47.5,824
-241.137,Professional,831.827,Flute,31:48.6,-122.0454375,31:47.9,0,146.554,-241.137,-122.0454375,127.811069,31:48.0,127.811069,31:48.0,H2a1,31:48.2,824
-94.583,Professional,959.195,Flute,31:49.5,-122.0454375,31:48.6,0,10.842,-94.583,-122.0454375,127.811069,31:49.0,127.811069,31:49.0,H2a1,31:49.1,824
-83.741,Professional,1151.843,Flute,31:50.6,-122.0454375,31:49.5,0,-210.054,-83.741,-122.0454375,127.811069,31:49.9,127.811069,31:49.9,H2a1,31:50.0,824
-293.795,Professional,1279.447,Flute,31:51.8,-122.0454375,31:50.6,0,219.244,-293.795,-122.0454375,127.811069,31:50.9,127.811069,31:50.9,H2a1,31:51.2,824
-74.551,Professional,1039.44,Flute,31:53.0,-122.0454375,31:51.8,0,41.068,-74.551,-122.0454375,127.811069,31:52.4,127.811069,31:52.4,H2a1,31:52.4,824
-33.483,Professional,895.652,Flute,31:53.9,-122.0454375,31:53.0,0,-84.638,-33.483,-122.0454375,127.811069,31:53.5,127.811069,31:53.5,H2a1,31:53.5,824
-118.121,Professional,831.686,Flute,31:54.8,-122.0454375,31:53.9,0,72.971,-118.121,-122.0454375,127.811069,31:54.3,127.811069,31:54.3,H2a1,31:54.4,824
-45.15,Professional,959.748,Flute,31:55.7,-122.0454375,31:54.8,0,-267.695,-45.15,-122.0454375,127.811069,31:55.2,127.811069,31:55.2,H2a1,31:55.2,824
-312.845,Professional,1151.471,Flute,31:56.7,-122.0454375,31:55.7,0,-103.595,-312.845,-122.0454375,127.811069,31:55.9,127.811069,31:55.9,H2a1,31:56.2,824
-416.44,Professional,1423.448,Flute,31:58.0,-122.0454375,31:56.7,0,,-416.44,-122.0454375,127.811069,31:56.9,127.811069,31:56.9,H2a1,31:57.3,824
-85.007,Professional,623.923,Flute,35:33.0,-61.08896429,35:32.3,0,47.451,-85.007,-61.08896429,65.22104302,35:32.6,65.22104302,35:32.6,H2a2,35:32.7,824
-37.556,Professional,591.581,Flute,35:33.6,-61.08896429,35:33.0,0,59.37,-37.556,-61.08896429,65.22104302,35:33.2,65.22104302,35:33.2,H2a2,35:33.3,824
21.814,Professional,559.96,Flute,35:34.2,-61.08896429,35:33.6,0,-52.375,21.814,-61.08896429,65.22104302,35:33.9,65.22104302,35:33.9,H2a2,35:33.9,824
-30.561,Professional,543.48,Flute,35:34.7,-61.08896429,35:34.2,0,-15.252,-30.561,-61.08896429,65.22104302,35:34.4,65.22104302,35:34.4,H2a2,35:34.4,824
-45.813,Professional,512.083,Flute,35:35.2,-61.08896429,35:34.7,0,-28.899,-45.813,-61.08896429,65.22104302,35:34.9,65.22104302,35:34.9,H2a2,35:35.0,824
-74.712,Professional,495.635,Flute,35:35.7,-61.08896429,35:35.2,0,60.931,-74.712,-61.08896429,65.22104302,35:35.4,65.22104302,35:35.4,H2a2,35:35.5,824
-13.781,Professional,479.924,Flute,35:36.2,-61.08896429,35:35.7,0,40.239,-13.781,-61.08896429,65.22104302,35:36.0,65.22104302,35:36.0,H2a2,35:36.0,824
26.458,Professional,463.821,Flute,35:36.7,-61.08896429,35:36.2,0,80.702,26.458,-61.08896429,65.22104302,35:36.5,65.22104302,35:36.5,H2a2,35:36.5,824
107.16,Professional,479.788,Flute,35:37.2,-61.08896429,35:36.7,0,-131.792,107.16,-61.08896429,65.22104302,35:37.0,65.22104302,35:37.0,H2a2,35:36.9,824
-24.632,Professional,511.845,Flute,35:37.7,-61.08896429,35:37.2,0,-90.444,-24.632,-61.08896429,65.22104302,35:37.4,65.22104302,35:37.4,H2a2,35:37.4,824
-115.076,Professional,511.511,Flute,35:38.2,-61.08896429,35:37.7,0,-24.138,-115.076,-61.08896429,65.22104302,35:37.8,65.22104302,35:37.8,H2a2,35:37.9,824
-139.214,Professional,559.915,Flute,35:38.7,-61.08896429,35:38.2,0,-11.232,-139.214,-61.08896429,65.22104302,35:38.3,65.22104302,35:38.3,H2a2,35:38.4,824
-150.446,Professional,577.941,Flute,35:39.3,-61.08896429,35:38.7,0,150.657,-150.446,-61.08896429,65.22104302,35:38.8,65.22104302,35:38.8,H2a2,35:39.0,824
0.211,Professional,605.46,Flute,35:39.9,-61.08896429,35:39.3,0,-81.451,0.211,-61.08896429,65.22104302,35:39.6,65.22104302,35:39.6,H2a2,35:39.6,824
-81.24,Professional,623.961,Flute,35:40.5,-61.08896429,35:39.9,0,-58.603,-81.24,-61.08896429,65.22104302,35:40.1,65.22104302,35:40.1,H2a2,35:40.2,824
-139.843,Professional,591.673,Flute,35:41.1,-61.08896429,35:40.5,0,83.797,-139.843,-61.08896429,65.22104302,35:40.7,65.22104302,35:40.7,H2a2,35:40.8,824
-56.046,Professional,559.747,Flute,35:41.7,-61.08896429,35:41.1,0,-3.065,-56.046,-61.08896429,65.22104302,35:41.3,65.22104302,35:41.3,H2a2,35:41.4,824
-59.111,Professional,543.815,Flute,35:42.2,-61.08896429,35:41.7,0,78.48,-59.111,-61.08896429,65.22104302,35:41.9,65.22104302,35:41.9,H2a2,35:42.0,824
19.369,Professional,511.966,Flute,35:42.8,-61.08896429,35:42.2,0,-45.087,19.369,-61.08896429,65.22104302,35:42.5,65.22104302,35:42.5,H2a2,35:42.5,824
-25.718,Professional,495.766,Flute,35:43.3,-61.08896429,35:42.8,0,-37.278,-25.718,-61.08896429,65.22104302,35:43.0,65.22104302,35:43.0,H2a2,35:43.0,824
-62.996,Professional,479.733,Flute,35:43.7,-61.08896429,35:43.3,0,-37.472,-62.996,-61.08896429,65.22104302,35:43.4,65.22104302,35:43.4,H2a2,35:43.5,824
-100.468,Professional,463.753,Flute,35:44.2,-61.08896429,35:43.7,0,23.1,-100.468,-61.08896429,65.22104302,35:43.9,65.22104302,35:43.9,H2a2,35:44.0,824
-77.368,Professional,479.754,Flute,35:44.7,-61.08896429,35:44.2,0,15.938,-77.368,-61.08896429,65.22104302,35:44.4,65.22104302,35:44.4,H2a2,35:44.4,824
-61.43,Professional,511.662,Flute,35:45.2,-61.08896429,35:44.7,0,-45.017,-61.43,-61.08896429,65.22104302,35:44.9,65.22104302,35:44.9,H2a2,35:44.9,824
-106.447,Professional,527.991,Flute,35:45.7,-61.08896429,35:45.2,0,-110.462,-106.447,-61.08896429,65.22104302,35:45.3,65.22104302,35:45.3,H2a2,35:45.4,824
-216.909,Professional,543.761,Flute,35:46.2,-61.08896429,35:45.7,0,148.095,-216.909,-61.08896429,65.22104302,35:45.8,65.22104302,35:45.8,H2a2,35:46.0,824
-68.814,Professional,575.944,Flute,35:46.8,-61.08896429,35:46.2,0,-43.501,-68.814,-61.08896429,65.22104302,35:46.4,65.22104302,35:46.4,H2a2,35:46.5,824
-112.315,Professional,607.62,Flute,35:47.4,-61.08896429,35:46.8,0,,-112.315,-61.08896429,65.22104302,35:47.0,65.22104302,35:47.0,H2a2,35:47.1,824
70.902,Professional,431.777,Flute,32:24.7,-53.84081579,32:24.3,0,-108.281,70.902,-53.84081579,47.25215756,32:24.6,47.25215756,32:24.6,H2a3,32:24.5,824
-37.379,Professional,431.963,Flute,32:25.1,-53.84081579,32:24.7,0,22.403,-37.379,-53.84081579,47.25215756,32:24.9,47.25215756,32:24.9,H2a3,32:24.9,824
-14.976,Professional,415.95,Flute,32:25.6,-53.84081579,32:25.1,0,-18.819,-14.976,-53.84081579,47.25215756,32:25.3,47.25215756,32:25.3,H2a3,32:25.4,824
-33.795,Professional,399.569,Flute,32:26.0,-53.84081579,32:25.6,0,34.169,-33.795,-53.84081579,47.25215756,32:25.7,47.25215756,32:25.7,H2a3,32:25.8,824
0.374,Professional,399.632,Flute,32:26.4,-53.84081579,32:26.0,0,22.01,0.374,-53.84081579,47.25215756,32:26.2,47.25215756,32:26.2,H2a3,32:26.2,824
22.384,Professional,384.125,Flute,32:26.8,-53.84081579,32:26.4,0,-27.79,22.384,-53.84081579,47.25215756,32:26.6,47.25215756,32:26.6,H2a3,32:26.6,824
-5.406,Professional,383.971,Flute,32:27.2,-53.84081579,32:26.8,0,-15.368,-5.406,-53.84081579,47.25215756,32:27.0,47.25215756,32:27.0,H2a3,32:27.0,824
-20.774,Professional,367.723,Flute,32:27.5,-53.84081579,32:27.2,0,25.272,-20.774,-53.84081579,47.25215756,32:27.3,47.25215756,32:27.3,H2a3,32:27.3,824
4.498,Professional,367.842,Flute,32:27.9,-53.84081579,32:27.5,0,-19.841,4.498,-53.84081579,47.25215756,32:27.7,47.25215756,32:27.7,H2a3,32:27.7,824
-15.343,Professional,367.838,Flute,32:28.3,-53.84081579,32:27.9,0,-23.911,-15.343,-53.84081579,47.25215756,32:28.1,47.25215756,32:28.1,H2a3,32:28.1,824
-39.254,Professional,367.998,Flute,32:28.6,-53.84081579,32:28.3,0,-16.049,-39.254,-53.84081579,47.25215756,32:28.4,47.25215756,32:28.4,H2a3,32:28.4,824
-55.303,Professional,383.75,Flute,32:29.0,-53.84081579,32:28.6,0,-3.117,-55.303,-53.84081579,47.25215756,32:28.8,47.25215756,32:28.8,H2a3,32:28.8,824
-58.42,Professional,383.924,Flute,32:29.4,-53.84081579,32:29.0,0,-15.226,-58.42,-53.84081579,47.25215756,32:29.1,47.25215756,32:29.1,H2a3,32:29.2,824
-73.646,Professional,399.85,Flute,32:29.8,-53.84081579,32:29.4,0,17.672,-73.646,-53.84081579,47.25215756,32:29.5,47.25215756,32:29.5,H2a3,32:29.6,824
-55.974,Professional,399.725,Flute,32:30.2,-53.84081579,32:29.8,0,26.324,-55.974,-53.84081579,47.25215756,32:29.9,47.25215756,32:29.9,H2a3,32:30.0,824
-29.65,Professional,415.738,Flute,32:30.6,-53.84081579,32:30.2,0,-10.596,-29.65,-53.84081579,47.25215756,32:30.4,47.25215756,32:30.4,H2a3,32:30.4,824
-40.246,Professional,416.072,Flute,32:31.0,-53.84081579,32:30.6,0,-18.901,-40.246,-53.84081579,47.25215756,32:30.8,47.25215756,32:30.8,H2a3,32:30.8,824
-59.147,Professional,415.657,Flute,32:31.4,-53.84081579,32:31.0,0,-31.018,-59.147,-53.84081579,47.25215756,32:31.2,47.25215756,32:31.2,H2a3,32:31.2,824
-90.165,Professional,447.934,Flute,32:31.9,-53.84081579,32:31.4,0,-5.485,-90.165,-53.84081579,47.25215756,32:31.5,47.25215756,32:31.5,H2a3,32:31.6,824
-95.65,Professional,431.869,Flute,32:32.3,-53.84081579,32:31.9,0,-18.525,-95.65,-53.84081579,47.25215756,32:32.0,47.25215756,32:32.0,H2a3,32:32.1,824
-114.175,Professional,431.772,Flute,32:32.7,-53.84081579,32:32.3,0,47.129,-114.175,-53.84081579,47.25215756,32:32.4,47.25215756,32:32.4,H2a3,32:32.5,824
-67.046,Professional,431.525,Flute,32:33.2,-53.84081579,32:32.7,0,2.773,-67.046,-53.84081579,47.25215756,32:32.9,47.25215756,32:32.9,H2a3,32:32.9,824
-64.273,Professional,416.136,Flute,32:33.6,-53.84081579,32:33.2,0,25.707,-64.273,-53.84081579,47.25215756,32:33.3,47.25215756,32:33.3,H2a3,32:33.4,824
-38.566,Professional,399.808,Flute,32:34.0,-53.84081579,32:33.6,0,-2.368,-38.566,-53.84081579,47.25215756,32:33.8,47.25215756,32:33.8,H2a3,32:33.8,824
-40.934,Professional,399.957,Flute,32:34.4,-53.84081579,32:34.0,0,54.331,-40.934,-53.84081579,47.25215756,32:34.1,47.25215756,32:34.1,H2a3,32:34.2,824
13.397,Professional,383.673,Flute,32:34.8,-53.84081579,32:34.4,0,-43.618,13.397,-53.84081579,47.25215756,32:34.6,47.25215756,32:34.6,H2a3,32:34.6,824
-30.221,Professional,383.834,Flute,32:35.2,-53.84081579,32:34.8,0,4.947,-30.221,-53.84081579,47.25215756,32:34.9,47.25215756,32:34.9,H2a3,32:35.0,824
-25.274,Professional,383.959,Flute,32:35.5,-53.84081579,32:35.2,0,-56.33,-25.274,-53.84081579,47.25215756,32:35.3,47.25215756,32:35.3,H2a3,32:35.4,824
-81.604,Professional,368.012,Flute,32:35.9,-53.84081579,32:35.5,0,20.823,-81.604,-53.84081579,47.25215756,32:35.7,47.25215756,32:35.7,H2a3,32:35.7,824
-60.781,Professional,367.586,Flute,32:36.3,-53.84081579,32:35.9,0,-24.01,-60.781,-53.84081579,47.25215756,32:36.0,47.25215756,32:36.0,H2a3,32:36.1,824
-84.791,Professional,399.813,Flute,32:36.7,-53.84081579,32:36.3,0,-6.471,-84.791,-53.84081579,47.25215756,32:36.4,47.25215756,32:36.4,H2a3,32:36.5,824
-91.262,Professional,384.021,Flute,32:37.1,-53.84081579,32:36.7,0,-7.441,-91.262,-53.84081579,47.25215756,32:36.8,47.25215756,32:36.8,H2a3,32:36.9,824
-98.703,Professional,399.605,Flute,32:37.5,-53.84081579,32:37.1,0,-2.287,-98.703,-53.84081579,47.25215756,32:37.2,47.25215756,32:37.2,H2a3,32:37.3,824
-100.99,Professional,416.071,Flute,32:37.9,-53.84081579,32:37.5,0,-47.742,-100.99,-53.84081579,47.25215756,32:37.6,47.25215756,32:37.6,H2a3,32:37.7,824
