Asynchrony,Group,IOI,,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,User ID
-148.732,Professional,415.804,Flute,32:38.3,-53.84081579,32:37.9,0,18.313,-148.732,-53.84081579,47.25215756,32:37.9,47.25215756,32:37.9,H2a3,32:38.1,824
-130.419,Professional,431.853,Flute,32:38.7,-53.84081579,32:38.3,0,1.999,-130.419,-53.84081579,47.25215756,32:38.4,47.25215756,32:38.4,H2a3,32:38.5,824
-128.42,Professional,431.755,Flute,32:39.1,-53.84081579,32:38.7,0,2.233,-128.42,-53.84081579,47.25215756,32:38.8,47.25215756,32:38.8,H2a3,32:38.9,824
-126.187,Professional,447.833,Flute,32:39.6,-53.84081579,32:39.1,0,,-126.187,-53.84081579,47.25215756,32:39.2,47.25215756,32:39.2,H2a3,32:39.4,824
110.155,Professional,335.78,Flute,32:45.1,89.88653191,32:44.8,1,-49.349,110.155,-16.85080435,35.50061072,32:45.1,144.925638,32:45.1,H2a4,32:45.0,824
60.806,Professional,319.996,Flute,32:45.4,89.88653191,32:45.1,1,-13.073,60.806,-16.85080435,35.50061072,32:45.4,144.925638,32:45.4,H2a4,32:45.3,824
47.733,Professional,319.84,Flute,32:45.8,89.88653191,32:45.4,1,-8.42,47.733,-16.85080435,35.50061072,32:45.7,144.925638,32:45.7,H2a4,32:45.6,824
39.313,Professional,335.789,Flute,32:46.1,89.88653191,32:45.8,1,-61.75,39.313,-16.85080435,35.50061072,32:46.0,144.925638,32:46.0,H2a4,32:45.9,824
-22.437,Professional,319.591,Flute,32:46.4,89.88653191,32:46.1,1,16.183,-22.437,-16.85080435,35.50061072,32:46.2,144.925638,32:46.2,H2a4,32:46.3,824
-6.254,Professional,320.054,Flute,32:46.7,89.88653191,32:46.4,1,-24.948,-6.254,-16.85080435,35.50061072,32:46.6,144.925638,32:46.6,H2a4,32:46.6,824
-31.202,Professional,319.961,Flute,32:47.1,89.88653191,32:46.7,1,-4.874,-31.202,-16.85080435,35.50061072,32:46.9,144.925638,32:46.9,H2a4,32:46.9,824
-36.076,Professional,319.844,Flute,32:47.4,89.88653191,32:47.1,1,52.746,-36.076,-16.85080435,35.50061072,32:47.2,144.925638,32:47.2,H2a4,32:47.2,824
16.67,Professional,319.856,Flute,32:47.7,89.88653191,32:47.4,1,-45.576,16.67,-16.85080435,35.50061072,32:47.6,144.925638,32:47.6,H2a4,32:47.5,824
-28.906,Professional,303.912,Flute,32:48.0,89.88653191,32:47.7,1,19.695,-28.906,-16.85080435,35.50061072,32:47.8,144.925638,32:47.8,H2a4,32:47.9,824
-9.211,Professional,320.008,Flute,32:48.3,89.88653191,32:48.0,1,3.343,-9.211,-16.85080435,35.50061072,32:48.2,144.925638,32:48.2,H2a4,32:48.2,824
-5.868,Professional,303.6,Flute,32:48.6,89.88653191,32:48.3,1,-0.659,-5.868,-16.85080435,35.50061072,32:48.5,144.925638,32:48.5,H2a4,32:48.5,824
-6.527,Professional,320.026,Flute,32:49.0,89.88653191,32:48.6,1,3.406,-6.527,-16.85080435,35.50061072,32:48.8,144.925638,32:48.8,H2a4,32:48.8,824
-3.121,Professional,304.006,Flute,32:49.3,89.88653191,32:49.0,1,-21.38,-3.121,-16.85080435,35.50061072,32:49.1,144.925638,32:49.1,H2a4,32:49.1,824
-24.501,Professional,319.672,Flute,32:49.6,89.88653191,32:49.3,1,-0.491,-24.501,-16.85080435,35.50061072,32:49.4,144.925638,32:49.4,H2a4,32:49.4,824
-24.992,Professional,319.968,Flute,32:49.9,89.88653191,32:49.6,1,-20.95,-24.992,-16.85080435,35.50061072,32:49.7,144.925638,32:49.7,H2a4,32:49.7,824
-45.942,Professional,319.941,Flute,32:50.2,89.88653191,32:49.9,1,-0.707,-45.942,-16.85080435,35.50061072,32:50.0,144.925638,32:50.0,H2a4,32:50.1,824
-46.649,Professional,319.75,Flute,32:50.5,89.88653191,32:50.2,1,-0.472,-46.649,-16.85080435,35.50061072,32:50.3,144.925638,32:50.3,H2a4,32:50.4,824
-47.121,Professional,319.682,Flute,32:50.9,89.88653191,32:50.5,1,-4.705,-47.121,-16.85080435,35.50061072,32:50.6,144.925638,32:50.6,H2a4,32:50.7,824
-51.826,Professional,320.001,Flute,32:51.2,89.88653191,32:50.9,1,40.51,-51.826,-16.85080435,35.50061072,32:51.0,144.925638,32:51.0,H2a4,32:51.0,824
-11.316,Professional,319.896,Flute,32:51.5,89.88653191,32:51.2,1,11.679,-11.316,-16.85080435,35.50061072,32:51.3,144.925638,32:51.3,H2a4,32:51.3,824
0.363,Professional,320.418,Flute,32:51.8,89.88653191,32:51.5,1,-0.466,0.363,-16.85080435,35.50061072,32:51.7,144.925638,32:51.7,H2a4,32:51.7,824
-0.103,Professional,335.2,Flute,32:52.1,89.88653191,32:51.8,1,-4.09,-0.103,-16.85080435,35.50061072,32:52.0,144.925638,32:52.0,H2a4,32:52.0,824
-4.193,Professional,335.887,Flute,32:52.5,89.88653191,32:52.1,1,-20.604,-4.193,-16.85080435,35.50061072,32:52.3,144.925638,32:52.3,H2a4,32:52.3,824
-24.797,Professional,320.094,Flute,32:52.8,89.88653191,32:52.5,1,11.444,-24.797,-16.85080435,35.50061072,32:52.6,144.925638,32:52.6,H2a4,32:52.6,824
-13.353,Professional,335.705,Flute,32:53.1,89.88653191,32:52.8,1,-7.919,-13.353,-16.85080435,35.50061072,32:53.0,144.925638,32:53.0,H2a4,32:53.0,824
-21.272,Professional,320.063,Flute,32:53.5,89.88653191,32:53.1,1,-5.115,-21.272,-16.85080435,35.50061072,32:53.3,144.925638,32:53.3,H2a4,32:53.3,824
-26.387,Professional,319.494,Flute,32:53.8,89.88653191,32:53.5,1,-4.095,-26.387,-16.85080435,35.50061072,32:53.6,144.925638,32:53.6,H2a4,32:53.6,824
-30.482,Professional,336.156,Flute,32:54.1,89.88653191,32:53.8,1,-8.517,-30.482,-16.85080435,35.50061072,32:53.9,144.925638,32:53.9,H2a4,32:53.9,824
-38.999,Professional,319.66,Flute,32:54.4,89.88653191,32:54.1,1,7.753,-38.999,-16.85080435,35.50061072,32:54.2,144.925638,32:54.2,H2a4,32:54.3,824
-31.246,Professional,320.164,Flute,32:54.8,89.88653191,32:54.4,1,,-31.246,-16.85080435,35.50061072,32:54.6,144.925638,32:54.6,H2a4,32:54.6,824
283.407,Professional,319.625,Flute,32:55.1,89.88653191,32:54.8,1,,,-16.85080435,35.50061072,,144.925638,32:55.2,H2a4,32:54.9,824
303.347,Professional,303.786,Flute,32:55.4,89.88653191,32:55.1,1,35.779,-36.218,-16.85080435,35.50061072,32:55.2,144.925638,32:55.5,H2a4,32:55.2,824
302.544,Professional,320.007,Flute,32:55.7,89.88653191,32:55.4,1,-17.024,-0.439,-16.85080435,35.50061072,32:55.5,144.925638,32:55.8,H2a4,32:55.5,824
310.113,Professional,319.917,Flute,32:56.0,89.88653191,32:55.7,1,7.659,-17.463,-16.85080435,35.50061072,32:55.8,144.925638,32:56.2,H2a4,32:55.9,824
301.262,Professional,303.859,Flute,32:56.3,89.88653191,32:56.0,1,7.207,-9.804,-16.85080435,35.50061072,32:56.2,144.925638,32:56.5,H2a4,32:56.2,824
312.572,Professional,319.547,Flute,32:56.6,89.88653191,32:56.3,1,-4.378,-2.597,-16.85080435,35.50061072,32:56.5,144.925638,32:56.8,H2a4,32:56.5,824
329.01,Professional,320.198,Flute,32:57.0,89.88653191,32:56.6,1,15.787,-6.975,-16.85080435,35.50061072,32:56.8,144.925638,32:57.1,H2a4,32:56.8,824
327.971,Professional,304.005,Flute,32:57.3,89.88653191,32:57.0,1,15.154,8.812,-16.85080435,35.50061072,32:57.1,144.925638,32:57.5,H2a4,32:57.1,824
286.138,Professional,319.769,Flute,32:57.6,89.88653191,32:57.3,1,-57.597,23.966,-16.85080435,35.50061072,32:57.5,144.925638,32:57.7,H2a4,32:57.4,824
277.453,Professional,319.998,Flute,32:57.9,89.88653191,32:57.6,1,-8.914,-33.631,-16.85080435,35.50061072,32:57.7,144.925638,32:58.0,H2a4,32:57.7,824
293.281,Professional,335.705,Flute,32:58.2,89.88653191,32:57.9,1,0.121,-42.545,-16.85080435,35.50061072,32:58.0,144.925638,32:58.4,H2a4,32:58.1,824
248.167,Professional,320.031,Flute,32:58.6,89.88653191,32:58.2,1,-29.44,-42.424,-16.85080435,35.50061072,32:58.4,144.925638,32:58.7,H2a4,32:58.4,824
263.556,Professional,319.78,Flute,32:58.9,89.88653191,32:58.6,1,15.64,-71.864,-16.85080435,35.50061072,32:58.7,144.925638,32:59.0,H2a4,32:58.7,824
259.418,Professional,335.769,Flute,32:59.2,89.88653191,32:58.9,1,-20.127,-56.224,-16.85080435,35.50061072,32:59.0,144.925638,32:59.3,H2a4,32:59.0,824
226.326,Professional,319.965,Flute,32:59.5,89.88653191,32:59.2,1,-17.288,-76.351,-16.85080435,35.50061072,32:59.3,144.925638,32:59.6,H2a4,32:59.4,824
217.843,Professional,335.836,Flute,32:59.9,89.88653191,32:59.5,1,,-93.639,-16.85080435,35.50061072,32:59.6,144.925638,32:59.9,H2a4,32:59.7,824
868.884,Professional,991.923,Flute,34:09.7,847.868,34:08.6,0,68.781,-191.82,-292.2017692,192.4300093,34:09.0,248.8459556,34:10.1,H2b1,34:09.2,824
654.99,Professional,863.651,Flute,34:10.7,847.868,34:09.7,0,-85.622,-123.039,-292.2017692,192.4300093,34:10.1,248.8459556,34:10.9,H2b1,34:10.2,824
572.893,Professional,735.458,Flute,34:11.5,847.868,34:10.7,0,46.096,-208.661,-292.2017692,192.4300093,34:10.9,248.8459556,34:11.7,H2b1,34:11.1,824
578.72,Professional,767.697,Flute,34:12.2,847.868,34:11.5,0,-26.412,-162.565,-292.2017692,192.4300093,34:11.7,248.8459556,34:12.4,H2b1,34:11.8,824
494.767,Professional,863.716,Flute,34:13.0,847.868,34:12.2,0,-179.972,-188.977,-292.2017692,192.4300093,34:12.4,248.8459556,34:13.1,H2b1,34:12.6,824
740.514,Professional,1023.56,Flute,34:14.0,847.868,34:13.0,0,85.903,-368.949,-292.2017692,192.4300093,34:13.1,248.8459556,34:14.2,H2b1,34:13.5,824
658.497,Professional,1215.711,Flute,34:15.1,847.868,34:14.0,0,-274.168,-283.046,-292.2017692,192.4300093,34:14.2,248.8459556,34:15.1,H2b1,34:14.5,824
871.628,Professional,1551.229,Flute,34:16.5,847.868,34:15.1,0,-122.387,-557.214,-292.2017692,192.4300093,34:15.1,248.8459556,34:16.6,H2b1,34:15.7,824
1174.849,Professional,1487.415,Flute,34:18.0,847.868,34:16.5,0,367.035,-679.601,-292.2017692,192.4300093,34:16.6,248.8459556,34:18.4,H2b1,34:17.3,824
1079.627,Professional,1199.526,Flute,34:19.3,847.868,34:18.0,0,192.667,-312.566,-292.2017692,192.4300093,34:18.4,248.8459556,34:19.8,H2b1,34:18.7,824
1169.754,Professional,1231.447,Flute,34:20.6,847.868,34:19.3,0,58.206,-119.899,-292.2017692,192.4300093,34:19.8,248.8459556,34:21.1,H2b1,34:19.9,824
994.708,Professional,1535.301,Flute,34:21.9,847.868,34:20.6,0,-478.9,-61.693,-292.2017692,192.4300093,34:21.1,248.8459556,34:22.2,H2b1,34:21.2,824
1162.453,Professional,2095,Flute,34:23.8,847.868,34:21.9,0,,-540.593,-292.2017692,192.4300093,34:22.2,248.8459556,34:23.9,H2b1,34:22.7,824
-95.094,Professional,607.592,Flute,34:30.8,-105.8290741,34:30.2,0,19.007,-95.094,-105.8290741,59.64818384,34:30.4,59.64818384,34:30.4,H2b2,34:30.5,824
-76.087,Professional,591.895,Flute,34:31.4,-105.8290741,34:30.8,0,9.842,-76.087,-105.8290741,59.64818384,34:31.1,59.64818384,34:31.1,H2b2,34:31.1,824
-66.245,Professional,543.639,Flute,34:32.0,-105.8290741,34:31.4,0,21.229,-66.245,-105.8290741,59.64818384,34:31.7,59.64818384,34:31.7,H2b2,34:31.7,824
-45.016,Professional,543.877,Flute,34:32.6,-105.8290741,34:32.0,0,29.464,-45.016,-105.8290741,59.64818384,34:32.2,59.64818384,34:32.2,H2b2,34:32.3,824
-15.552,Professional,495.59,Flute,34:33.1,-105.8290741,34:32.6,0,3.72,-15.552,-105.8290741,59.64818384,34:32.8,59.64818384,34:32.8,H2b2,34:32.8,824
-11.832,Professional,495.818,Flute,34:33.6,-105.8290741,34:33.1,0,-33.126,-11.832,-105.8290741,59.64818384,34:33.3,59.64818384,34:33.3,H2b2,34:33.3,824
-44.958,Professional,495.663,Flute,34:34.1,-105.8290741,34:33.6,0,-57.837,-44.958,-105.8290741,59.64818384,34:33.8,59.64818384,34:33.8,H2b2,34:33.8,824
-102.795,Professional,511.774,Flute,34:34.6,-105.8290741,34:34.1,0,-89.854,-102.795,-105.8290741,59.64818384,34:34.2,59.64818384,34:34.2,H2b2,34:34.3,824
-192.649,Professional,527.957,Flute,34:35.1,-105.8290741,34:34.6,0,57.42,-192.649,-105.8290741,59.64818384,34:34.6,59.64818384,34:34.6,H2b2,34:34.8,824
-135.229,Professional,559.727,Flute,34:35.6,-105.8290741,34:35.1,0,-23.285,-135.229,-105.8290741,59.64818384,34:35.2,59.64818384,34:35.2,H2b2,34:35.4,824
-158.514,Professional,591.969,Flute,34:36.2,-105.8290741,34:35.6,0,-18.783,-158.514,-105.8290741,59.64818384,34:35.8,59.64818384,34:35.8,H2b2,34:35.9,824
-177.297,Professional,607.654,Flute,34:36.8,-105.8290741,34:36.2,0,-42.82,-177.297,-105.8290741,59.64818384,34:36.3,59.64818384,34:36.3,H2b2,34:36.5,824
-220.117,Professional,655.76,Flute,34:37.4,-105.8290741,34:36.8,0,20.03,-220.117,-105.8290741,59.64818384,34:36.9,59.64818384,34:36.9,H2b2,34:37.1,824
-200.087,Professional,639.841,Flute,34:38.1,-105.8290741,34:37.4,0,39.383,-200.087,-105.8290741,59.64818384,34:37.6,59.64818384,34:37.6,H2b2,34:37.8,824
-160.704,Professional,623.677,Flute,34:38.7,-105.8290741,34:38.1,0,14.991,-160.704,-105.8290741,59.64818384,34:38.2,59.64818384,34:38.2,H2b2,34:38.4,824
-145.713,Professional,575.762,Flute,34:39.3,-105.8290741,34:38.7,0,34.691,-145.713,-105.8290741,59.64818384,34:38.9,59.64818384,34:38.9,H2b2,34:39.0,824
-111.022,Professional,559.677,Flute,34:39.9,-105.8290741,34:39.3,0,29.911,-111.022,-105.8290741,59.64818384,34:39.5,59.64818384,34:39.5,H2b2,34:39.6,824
-81.111,Professional,527.706,Flute,34:40.4,-105.8290741,34:39.9,0,49.379,-81.111,-105.8290741,59.64818384,34:40.1,59.64818384,34:40.1,H2b2,34:40.2,824
-31.732,Professional,511.852,Flute,34:41.0,-105.8290741,34:40.4,0,-0.022,-31.732,-105.8290741,59.64818384,34:40.7,59.64818384,34:40.7,H2b2,34:40.7,824
-31.754,Professional,495.69,Flute,34:41.5,-105.8290741,34:41.0,0,-4.336,-31.754,-105.8290741,59.64818384,34:41.2,59.64818384,34:41.2,H2b2,34:41.2,824
-36.09,Professional,479.989,Flute,34:41.9,-105.8290741,34:41.5,0,-33.669,-36.09,-105.8290741,59.64818384,34:41.7,59.64818384,34:41.7,H2b2,34:41.7,824
-69.759,Professional,511.765,Flute,34:42.4,-105.8290741,34:41.9,0,-69.88,-69.759,-105.8290741,59.64818384,34:42.1,59.64818384,34:42.1,H2b2,34:42.2,824
-139.639,Professional,543.697,Flute,34:43.0,-105.8290741,34:42.4,0,9.332,-139.639,-105.8290741,59.64818384,34:42.6,59.64818384,34:42.6,H2b2,34:42.7,824
-130.307,Professional,559.471,Flute,34:43.5,-105.8290741,34:43.0,0,-27.472,-130.307,-105.8290741,59.64818384,34:43.1,59.64818384,34:43.1,H2b2,34:43.2,824
-157.779,Professional,576.116,Flute,34:44.1,-105.8290741,34:43.5,0,62.603,-157.779,-105.8290741,59.64818384,34:43.6,59.64818384,34:43.6,H2b2,34:43.8,824
-95.176,Professional,623.69,Flute,34:44.7,-105.8290741,34:44.1,0,-29.951,-95.176,-105.8290741,59.64818384,34:44.3,59.64818384,34:44.3,H2b2,34:44.4,824
-125.127,Professional,655.709,Flute,34:45.3,-105.8290741,34:44.7,0,,-125.127,-105.8290741,59.64818384,34:44.9,59.64818384,34:44.9,H2b2,34:45.0,824
54.796,Professional,431.753,Flute,32:04.4,672.3850556,32:04.0,2,96.665,54.796,-8.029371429,75.83708205,32:04.2,216.0181963,32:04.2,H2b3,32:04.2,824
151.461,Professional,416.007,Flute,32:04.8,672.3850556,32:04.4,2,,151.461,-8.029371429,75.83708205,32:04.8,216.0181963,32:04.8,H2b3,32:04.6,824
345.463,Professional,399.676,Flute,32:05.2,672.3850556,32:04.8,2,,,-8.029371429,75.83708205,,216.0181963,32:05.4,H2b3,32:05.0,824
363.1,Professional,415.936,Flute,32:05.6,672.3850556,32:05.2,2,1.377,-54.213,-8.029371429,75.83708205,32:05.4,216.0181963,32:05.8,H2b3,32:05.4,824
361.077,Professional,383.641,Flute,32:06.0,672.3850556,32:05.6,2,30.272,-52.836,-8.029371429,75.83708205,32:05.8,216.0181963,32:06.2,H2b3,32:05.8,824
411.453,Professional,399.98,Flute,32:06.4,672.3850556,32:06.0,2,34.037,-22.564,-8.029371429,75.83708205,32:06.2,216.0181963,32:06.6,H2b3,32:06.2,824
416.334,Professional,367.763,Flute,32:06.8,672.3850556,32:06.4,2,37.098,11.473,-8.029371429,75.83708205,32:06.6,216.0181963,32:07.1,H2b3,32:06.6,824
454.162,Professional,383.867,Flute,32:07.2,672.3850556,32:06.8,2,21.724,48.571,-8.029371429,75.83708205,32:07.1,216.0181963,32:07.5,H2b3,32:07.0,824
520.671,Professional,368.005,Flute,32:07.6,672.3850556,32:07.2,2,82.371,70.295,-8.029371429,75.83708205,32:07.5,216.0181963,32:07.9,H2b3,32:07.4,824
586.408,Professional,351.603,Flute,32:07.9,672.3850556,32:07.6,2,,152.666,-8.029371429,75.83708205,32:07.9,216.0181963,32:08.3,H2b3,32:07.8,824
652.622,Professional,383.922,Flute,32:08.3,672.3850556,32:07.9,2,,,-8.029371429,75.83708205,,216.0181963,32:08.8,H2b3,32:08.1,824
698.654,Professional,383.868,Flute,32:08.7,672.3850556,32:08.3,2,33.949,-149.117,-8.029371429,75.83708205,32:08.3,216.0181963,32:09.2,H2b3,32:08.5,824
715.941,Professional,383.847,Flute,32:09.1,672.3850556,32:08.7,2,46.107,-115.168,-8.029371429,75.83708205,32:08.8,216.0181963,32:09.6,H2b3,32:08.9,824
733.478,Professional,400.123,Flute,32:09.5,672.3850556,32:09.1,2,1.032,-69.061,-8.029371429,75.83708205,32:09.2,216.0181963,32:10.0,H2b3,32:09.3,824
738.519,Professional,399.743,Flute,32:09.9,672.3850556,32:09.5,2,1.641,-68.029,-8.029371429,75.83708205,32:09.6,216.0181963,32:10.4,H2b3,32:09.7,824
772.462,Professional,415.649,Flute,32:10.3,672.3850556,32:09.9,2,-10.485,-66.388,-8.029371429,75.83708205,32:10.0,216.0181963,32:10.8,H2b3,32:10.1,824
799.583,Professional,415.813,Flute,32:10.7,672.3850556,32:10.3,2,17.873,-76.873,-8.029371429,75.83708205,32:10.4,216.0181963,32:11.3,H2b3,32:10.5,824
813.404,Professional,431.807,Flute,32:11.1,672.3850556,32:10.7,2,10.963,-59,-8.029371429,75.83708205,32:10.8,216.0181963,32:11.7,H2b3,32:10.9,824
803.424,Professional,431.777,Flute,32:11.5,672.3850556,32:11.1,2,-2.143,-48.037,-8.029371429,75.83708205,32:11.3,216.0181963,32:12.1,H2b3,32:11.3,824
813.618,Professional,447.832,Flute,32:12.0,672.3850556,32:11.5,2,-26.005,-50.18,-8.029371429,75.83708205,32:11.7,216.0181963,32:12.6,H2b3,32:11.8,824
758.852,Professional,431.872,Flute,32:12.4,672.3850556,32:12.0,2,10.099,-76.185,-8.029371429,75.83708205,32:12.1,216.0181963,32:13.0,H2b3,32:12.2,824
752.854,Professional,415.667,Flute,32:12.8,672.3850556,32:12.4,2,-22.601,-66.086,-8.029371429,75.83708205,32:12.6,216.0181963,32:13.4,H2b3,32:12.6,824
746.32,Professional,416.086,Flute,32:13.3,672.3850556,32:12.8,2,9.788,-88.687,-8.029371429,75.83708205,32:13.0,216.0181963,32:13.8,H2b3,32:13.0,824
764.388,Professional,399.744,Flute,32:13.7,672.3850556,32:13.3,2,9.389,-78.899,-8.029371429,75.83708205,32:13.4,216.0181963,32:14.2,H2b3,32:13.5,824
729.112,Professional,399.842,Flute,32:14.1,672.3850556,32:13.7,2,34.312,-69.51,-8.029371429,75.83708205,32:13.8,216.0181963,32:14.6,H2b3,32:13.9,824
758.798,Professional,383.956,Flute,32:14.5,672.3850556,32:14.1,2,-19.488,-35.198,-8.029371429,75.83708205,32:14.2,216.0181963,32:15.0,H2b3,32:14.3,824
751.916,Professional,383.678,Flute,32:14.8,672.3850556,32:14.5,2,45.85,-54.686,-8.029371429,75.83708205,32:14.6,216.0181963,32:15.4,H2b3,32:14.6,824
793.841,Professional,368.366,Flute,32:15.2,672.3850556,32:14.8,2,8.708,-8.836,-8.029371429,75.83708205,32:15.0,216.0181963,32:15.8,H2b3,32:15.0,824
826.899,Professional,367.352,Flute,32:15.6,672.3850556,32:15.2,2,58.251,-0.128,-8.029371429,75.83708205,32:15.4,216.0181963,32:16.2,H2b3,32:15.4,824
836.197,Professional,383.832,Flute,32:16.0,672.3850556,32:15.6,2,17.592,58.123,-8.029371429,75.83708205,32:15.8,216.0181963,32:16.6,H2b3,32:15.8,824
845.004,Professional,383.925,Flute,32:16.3,672.3850556,32:16.0,2,-7.275,75.715,-8.029371429,75.83708205,32:16.2,216.0181963,32:17.0,H2b3,32:16.1,824
866.854,Professional,399.815,Flute,32:16.7,672.3850556,32:16.3,2,-7.176,68.44,-8.029371429,75.83708205,32:16.6,216.0181963,32:17.4,H2b3,32:16.5,824
855.814,Professional,399.803,Flute,32:17.1,672.3850556,32:16.7,2,5.972,61.264,-8.029371429,75.83708205,32:17.0,216.0181963,32:17.8,H2b3,32:16.9,824
922.851,Professional,415.708,Flute,32:17.5,672.3850556,32:17.1,2,-26.933,67.236,-8.029371429,75.83708205,32:17.4,216.0181963,32:18.3,H2b3,32:17.3,824
924.709,Professional,415.969,Flute,32:18.0,672.3850556,32:17.5,2,50.871,40.303,-8.029371429,75.83708205,32:17.8,216.0181963,32:18.7,H2b3,32:17.7,824
864.823,Professional,431.604,Flute,32:18.4,672.3850556,32:18.0,2,-14.038,91.174,-8.029371429,75.83708205,32:18.3,216.0181963,32:19.0,H2b3,32:18.2,824
,Professional,448.094,Flute,32:18.8,672.3850556,32:18.4,2,,77.136,-8.029371429,75.83708205,32:18.7,216.0181963,,H2b3,32:18.6,824
42.515,Professional,335.611,Flute,33:05.5,-153.0660851,33:05.2,0,-61.323,42.515,-20.13585106,38.52573855,33:05.4,145.2757577,33:05.4,H2b4,33:05.4,824
-18.808,Professional,319.912,Flute,33:05.9,-153.0660851,33:05.5,0,31.994,-18.808,-20.13585106,38.52573855,33:05.7,145.2757577,33:05.7,H2b4,33:05.7,824
13.186,Professional,335.827,Flute,33:06.2,-153.0660851,33:05.9,0,-4.21,13.186,-20.13585106,38.52573855,33:06.0,145.2757577,33:06.0,H2b4,33:06.0,824
8.976,Professional,320.12,Flute,33:06.5,-153.0660851,33:06.2,0,3.305,8.976,-20.13585106,38.52573855,33:06.4,145.2757577,33:06.4,H2b4,33:06.4,824
12.281,Professional,319.939,Flute,33:06.8,-153.0660851,33:06.5,0,-20.856,12.281,-20.13585106,38.52573855,33:06.7,145.2757577,33:06.7,H2b4,33:06.7,824
-8.575,Professional,319.91,Flute,33:07.2,-153.0660851,33:06.8,0,-17.038,-8.575,-20.13585106,38.52573855,33:07.0,145.2757577,33:07.0,H2b4,33:07.0,824
-25.613,Professional,319.815,Flute,33:07.5,-153.0660851,33:07.2,0,15.874,-25.613,-20.13585106,38.52573855,33:07.3,145.2757577,33:07.3,H2b4,33:07.3,824
-9.739,Professional,319.775,Flute,33:07.8,-153.0660851,33:07.5,0,-61.753,-9.739,-20.13585106,38.52573855,33:07.6,145.2757577,33:07.6,H2b4,33:07.6,824
-71.492,Professional,319.983,Flute,33:08.1,-153.0660851,33:07.8,0,15.585,-71.492,-20.13585106,38.52573855,33:07.9,145.2757577,33:07.9,H2b4,33:08.0,824
-55.907,Professional,303.869,Flute,33:08.4,-153.0660851,33:08.1,0,19.455,-55.907,-20.13585106,38.52573855,33:08.2,145.2757577,33:08.2,H2b4,33:08.3,824
-36.452,Professional,319.914,Flute,33:08.8,-153.0660851,33:08.4,0,-12.45,-36.452,-20.13585106,38.52573855,33:08.6,145.2757577,33:08.6,H2b4,33:08.6,824
-48.902,Professional,303.807,Flute,33:09.1,-153.0660851,33:08.8,0,7.274,-48.902,-20.13585106,38.52573855,33:08.9,145.2757577,33:08.9,H2b4,33:08.9,824
-41.628,Professional,319.734,Flute,33:09.4,-153.0660851,33:09.1,0,-58.034,-41.628,-20.13585106,38.52573855,33:09.2,145.2757577,33:09.2,H2b4,33:09.2,824
-99.662,Professional,303.731,Flute,33:09.7,-153.0660851,33:09.4,0,-4.862,-99.662,-20.13585106,38.52573855,33:09.4,145.2757577,33:09.4,H2b4,33:09.5,824
-104.524,Professional,320.038,Flute,33:10.0,-153.0660851,33:09.7,0,15.983,-104.524,-20.13585106,38.52573855,33:09.7,145.2757577,33:09.7,H2b4,33:09.8,824
-88.541,Professional,320.203,Flute,33:10.3,-153.0660851,33:10.0,0,-25.47,-88.541,-20.13585106,38.52573855,33:10.1,145.2757577,33:10.1,H2b4,33:10.2,824
-114.011,Professional,319.463,Flute,33:10.6,-153.0660851,33:10.3,0,20.406,-114.011,-20.13585106,38.52573855,33:10.4,145.2757577,33:10.4,H2b4,33:10.5,824
-93.605,Professional,319.864,Flute,33:11.0,-153.0660851,33:10.6,0,32.261,-93.605,-20.13585106,38.52573855,33:10.7,145.2757577,33:10.7,H2b4,33:10.8,824
-61.344,Professional,319.894,Flute,33:11.3,-153.0660851,33:11.0,0,23.916,-61.344,-20.13585106,38.52573855,33:11.1,145.2757577,33:11.1,H2b4,33:11.1,824
-37.428,Professional,320.01,Flute,33:11.6,-153.0660851,33:11.3,0,48.559,-37.428,-20.13585106,38.52573855,33:11.4,145.2757577,33:11.4,H2b4,33:11.4,824
11.131,Professional,319.896,Flute,33:11.9,-153.0660851,33:11.6,0,-0.91,11.131,-20.13585106,38.52573855,33:11.8,145.2757577,33:11.8,H2b4,33:11.8,824
10.221,Professional,335.684,Flute,33:12.2,-153.0660851,33:11.9,0,-32.655,10.221,-20.13585106,38.52573855,33:12.1,145.2757577,33:12.1,H2b4,33:12.1,824
-22.434,Professional,319.933,Flute,33:12.6,-153.0660851,33:12.2,0,3.51,-22.434,-20.13585106,38.52573855,33:12.4,145.2757577,33:12.4,H2b4,33:12.4,824
-18.924,Professional,335.852,Flute,33:12.9,-153.0660851,33:12.6,0,-12.17,-18.924,-20.13585106,38.52573855,33:12.7,145.2757577,33:12.7,H2b4,33:12.7,824
-31.094,Professional,319.799,Flute,33:13.2,-153.0660851,33:12.9,0,15.606,-31.094,-20.13585106,38.52573855,33:13.0,145.2757577,33:13.0,H2b4,33:13.1,824
-15.488,Professional,319.913,Flute,33:13.5,-153.0660851,33:13.2,0,7.881,-15.488,-20.13585106,38.52573855,33:13.4,145.2757577,33:13.4,H2b4,33:13.4,824
-7.607,Professional,320.006,Flute,33:13.9,-153.0660851,33:13.5,0,36.25,-7.607,-20.13585106,38.52573855,33:13.7,145.2757577,33:13.7,H2b4,33:13.7,824
