,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
0,1,-195.644,2018-07-21 22:43:35.069946,H1a1,2018-07-21 22:43:35.265590,115.0,1327.2620000000002,2018-07-21 22:43:35.929221,2018-07-21 22:43:34.593927,2018-07-21 22:43:35.069946,-195.644,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,-62.15600000000001
1,2,-257.8,2018-07-21 22:43:36.335052,H1a1,2018-07-21 22:43:36.592852,115.0,1327.5320000000002,2018-07-21 22:43:37.256618,2018-07-21 22:43:35.929221,2018-07-21 22:43:36.335052,-257.8,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,35.80600000000001
2,3,-221.99400000000003,2018-07-21 22:43:37.698390,H1a1,2018-07-21 22:43:37.920384,115.0,1327.23,2018-07-21 22:43:38.583999,2018-07-21 22:43:37.256618,2018-07-21 22:43:37.698390,-221.99400000000003,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,-205.354
3,4,-427.348,2018-07-21 22:43:38.820266,H1a1,2018-07-21 22:43:39.247614,115.0,1343.369,2018-07-21 22:43:39.919298,2018-07-21 22:43:38.583999,2018-07-21 22:43:38.820266,-427.348,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,109.87400000000002
4,5,-1684.879,2018-07-21 22:43:38.906104,H1a1,2018-07-21 22:43:40.590983,115.0,1327.3120000000001,2018-07-21 22:43:41.254639,2018-07-21 22:43:39.919298,2018-07-21 22:43:40.273509,-317.474,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,23.75799999999998
5,6,-1644.786,2018-07-21 22:43:40.273509,H1a1,2018-07-21 22:43:41.918295,115.0,1327.525,2018-07-21 22:43:42.582058,2018-07-21 22:43:41.254639,2018-07-21 22:43:41.624579,-293.716,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,113.655
6,7,-1621.241,2018-07-21 22:43:41.624579,H1a1,2018-07-21 22:43:43.245820,115.0,1343.2579999999998,2018-07-21 22:43:43.917449,2018-07-21 22:43:42.582058,2018-07-21 22:43:43.065759,-180.06099999999998,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,-176.23799999999997
7,8,-1523.319,2018-07-21 22:43:43.065759,H1a1,2018-07-21 22:43:44.589078,115.0,1327.1760000000002,2018-07-21 22:43:45.252666,2018-07-21 22:43:43.917449,2018-07-21 22:43:44.232779,-356.29900000000004,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,-287.49700000000007
8,9,-1683.475,2018-07-21 22:43:44.232779,H1a1,2018-07-21 22:43:45.916254,115.0,1327.5179999999998,2018-07-21 22:43:46.580013,2018-07-21 22:43:45.252666,2018-07-21 22:43:45.272458,-643.7959999999999,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,559.937
9,10,-1971.3139999999999,2018-07-21 22:43:45.272458,H1a1,2018-07-21 22:43:47.243772,115.0,1343.1870000000001,2018-07-21 22:43:47.915365,2018-07-21 22:43:46.580013,2018-07-21 22:43:47.159913,-83.859,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,-274.53900000000004
10,11,-1427.046,2018-07-21 22:43:47.159913,H1a1,2018-07-21 22:43:48.586959,115.0,1327.4260000000002,2018-07-21 22:43:49.250672,2018-07-21 22:43:47.915365,2018-07-21 22:43:48.228561,-358.398,-303.30809090909094,148.68618096881403,-1150.804181818182,708.4123647071413,0,
11,1,53.967,2018-07-21 22:44:57.391110,H1a2,2018-07-21 22:44:57.337143,115.0,671.596,2018-07-21 22:44:57.672941,2018-07-21 22:44:57.001394,2018-07-21 22:44:57.391110,53.967,-150.4755909090909,73.32857792784415,256.64591304347834,314.767580809153,1,-258.065
