,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Group,Instrument
127,44,993.325,27:20.3,A1a4,27:19.3,552,0 days 00:00:00.325079000,27:19.4,27:19.1,27:19.3,-3.6,13.22353571,20.53007349,1013.115518,20.35426458,2,-0.262,Professional,Percussion
128,45,1044.8,27:20.6,A1a4,27:19.6,552,0 days 00:00:00.325079000,27:19.8,27:19.4,27:19.6,-3.862,13.22353571,20.53007349,1013.115518,20.35426458,2,5.262,Professional,Percussion
129,46,1031.963,27:21.0,A1a4,27:19.9,552,0 days 00:00:00.348300000,27:20.1,27:19.8,27:19.9,1.4,13.22353571,20.53007349,1013.115518,20.35426458,2,-6.533,Professional,Percussion
130,47,1012.223,27:21.3,A1a4,27:20.3,552,0 days 00:00:00.325079000,27:20.4,27:20.1,27:20.3,-5.133,13.22353571,20.53007349,1013.115518,20.35426458,2,51.475,Professional,Percussion
131,48,1013.714,27:21.6,A1a4,27:20.6,552,0 days 00:00:00.325079000,27:20.8,27:20.4,27:20.6,46.342,13.22353571,20.53007349,1013.115518,20.35426458,2,-12.837,Professional,Percussion
132,49,1037.299,27:22.0,A1a4,27:20.9,552,0 days 00:00:00.348300000,27:21.1,27:20.8,27:21.0,33.505,13.22353571,20.53007349,1013.115518,20.35426458,2,-19.74,Professional,Percussion
133,50,1002.453,27:22.3,A1a4,27:21.3,552,0 days 00:00:00.325079000,27:21.4,27:21.1,27:21.3,13.765,13.22353571,20.53007349,1013.115518,20.35426458,2,1.491,Professional,Percussion
134,51,1029.482,27:22.6,A1a4,27:21.6,552,0 days 00:00:00.325079000,27:21.8,27:21.4,27:21.6,15.256,13.22353571,20.53007349,1013.115518,20.35426458,2,23.585,Professional,Percussion
135,52,1004.809,27:22.9,A1a4,27:21.9,552,0 days 00:00:00.348300000,27:22.1,27:21.8,27:22.0,38.841,13.22353571,20.53007349,1013.115518,20.35426458,2,-34.846,Professional,Percussion
136,53,990.647,27:23.3,A1a4,27:22.3,552,0 days 00:00:00.325079000,27:22.4,27:22.1,27:22.3,3.995,13.22353571,20.53007349,1013.115518,20.35426458,2,27.029,Professional,Percussion
137,54,1016.122,27:23.6,A1a4,27:22.6,552,0 days 00:00:00.348299000,27:22.8,27:22.4,27:22.6,31.024,13.22353571,20.53007349,1013.115518,20.35426458,2,-47.893,Professional,Percussion
138,55,1014.045,27:24.0,A1a4,27:22.9,552,0 days 00:00:00.325080000,27:23.1,27:22.8,27:22.9,-16.869,13.22353571,20.53007349,1013.115518,20.35426458,2,9.058,Professional,Percussion
139,56,999.37,27:24.3,A1a4,27:23.3,552,0 days 00:00:00.325079000,27:23.4,27:23.1,27:23.3,-7.811,13.22353571,20.53007349,1013.115518,20.35426458,2,25.475,Professional,Percussion
140,57,,,A1a4,27:23.6,552,0 days 00:00:00.348300000,27:23.8,27:23.4,27:23.6,17.664,13.22353571,20.53007349,1013.115518,20.35426458,2,-2.078,Professional,Percussion
141,58,,,A1a4,27:23.9,552,0 days 00:00:00.325079000,27:24.1,27:23.8,27:24.0,15.586,13.22353571,20.53007349,1013.115518,20.35426458,2,,Professional,Percussion
142,1,2680.762,16:09.0,A1b1,16:06.3,552,0 days 00:00:01.346758000,16:07.0,16:05.6,,,-1.843809524,33.35340612,2684.975091,85.577152,1,,Professional,Percussion
143,2,2647.914,16:10.3,A1b1,16:07.7,552,0 days 00:00:01.323537000,16:08.3,16:07.0,16:07.6,-61.985,-1.843809524,33.35340612,2684.975091,85.577152,1,72.452,Professional,Percussion
144,3,2753.337,16:11.7,A1b1,16:09.0,552,0 days 00:00:01.346758000,16:09.7,16:08.3,16:09.0,10.467,-1.843809524,33.35340612,2684.975091,85.577152,1,-32.848,Professional,Percussion
145,4,2657.363,16:13.0,A1b1,16:10.3,552,0 days 00:00:01.323537000,16:11.0,16:09.7,16:10.3,-22.381,-1.843809524,33.35340612,2684.975091,85.577152,1,105.423,Professional,Percussion
146,5,2672.938,16:14.3,A1b1,16:11.6,552,0 days 00:00:01.323537000,16:12.3,16:11.0,16:11.7,83.042,-1.843809524,33.35340612,2684.975091,85.577152,1,-72.753,Professional,Percussion
147,6,2668.034,16:15.6,A1b1,16:13.0,552,0 days 00:00:01.346758000,16:13.6,16:12.3,16:13.0,10.289,-1.843809524,33.35340612,2684.975091,85.577152,1,-7.646,Professional,Percussion
148,7,2676.024,16:17.0,A1b1,16:14.3,552,0 days 00:00:01.323537000,16:15.0,16:13.6,16:14.3,2.643,-1.843809524,33.35340612,2684.975091,85.577152,1,-4.904,Professional,Percussion
149,8,2649.001,16:18.3,A1b1,16:15.6,552,0 days 00:00:01.346758000,16:16.3,16:15.0,16:15.6,-2.261,-1.843809524,33.35340612,2684.975091,85.577152,1,7.99,Professional,Percussion
150,9,2618.519,16:19.6,A1b1,16:17.0,552,0 days 00:00:01.323537000,16:17.7,16:16.3,16:17.0,5.729,-1.843809524,33.35340612,2684.975091,85.577152,1,-27.023,Professional,Percussion
151,10,2670.913,16:21.0,A1b1,16:18.3,552,0 days 00:00:01.346757000,16:19.0,16:17.7,16:18.3,-21.294,-1.843809524,33.35340612,2684.975091,85.577152,1,-30.481,Professional,Percussion
152,11,2625.364,16:22.3,A1b1,16:19.7,552,0 days 00:00:01.323538000,16:20.3,16:19.0,16:19.6,-51.775,-1.843809524,33.35340612,2684.975091,85.577152,1,52.393,Professional,Percussion
153,12,2666.323,16:23.6,A1b1,16:21.0,552,0 days 00:00:01.323537000,16:21.6,16:20.3,16:21.0,0.618,-1.843809524,33.35340612,2684.975091,85.577152,1,-22.329,Professional,Percussion
154,13,2680.37,16:25.0,A1b1,16:22.3,552,0 days 00:00:01.346757000,16:23.0,16:21.6,16:22.3,-21.711,-1.843809524,33.35340612,2684.975091,85.577152,1,17.74,Professional,Percussion
155,14,2630.362,16:26.3,A1b1,16:23.7,552,0 days 00:00:01.323538000,16:24.3,16:23.0,16:23.6,-3.971,-1.843809524,33.35340612,2684.975091,85.577152,1,14.046,Professional,Percussion
156,15,2651.004,16:27.6,A1b1,16:25.0,552,0 days 00:00:01.346757000,16:25.7,16:24.3,16:25.0,10.075,-1.843809524,33.35340612,2684.975091,85.577152,1,-50.008,Professional,Percussion
157,16,2679.432,16:29.0,A1b1,16:26.3,552,0 days 00:00:01.323538000,16:27.0,16:25.7,16:26.3,-39.933,-1.843809524,33.35340612,2684.975091,85.577152,1,20.642,Professional,Percussion
158,17,2688.256,16:30.3,A1b1,16:27.6,552,0 days 00:00:01.323537000,16:28.3,16:27.0,16:27.6,-19.291,-1.843809524,33.35340612,2684.975091,85.577152,1,51.648,Professional,Percussion
159,18,2717.028,16:31.7,A1b1,16:29.0,552,0 days 00:00:01.346757000,16:29.6,16:28.3,16:29.0,32.357,-1.843809524,33.35340612,2684.975091,85.577152,1,-14.395,Professional,Percussion
160,19,2636.084,16:33.0,A1b1,16:30.3,552,0 days 00:00:01.323538000,16:31.0,16:29.6,16:30.3,17.962,-1.843809524,33.35340612,2684.975091,85.577152,1,28.771,Professional,Percussion
161,20,2690.473,16:34.3,A1b1,16:31.6,552,0 days 00:00:01.346757000,16:32.3,16:31.0,16:31.7,46.733,-1.843809524,33.35340612,2684.975091,85.577152,1,-80.944,Professional,Percussion
162,21,2666.301,16:35.7,A1b1,16:33.0,552,0 days 00:00:01.323538000,16:33.7,16:32.3,16:33.0,-34.211,-1.843809524,33.35340612,2684.975091,85.577152,1,54.389,Professional,Percussion
163,22,3043.65,16:37.4,A1b1,16:34.3,552,0 days 00:00:01.346757000,16:35.0,16:33.7,16:34.3,20.178,-1.843809524,33.35340612,2684.975091,85.577152,1,,Professional,Percussion
164,1,1351.142,17:32.7,A1b2,17:31.3,552,0 days 00:00:00.650158000,17:31.6,17:31.0,,,51.12842857,64.934018,1390.144182,66.07048516,1,,Professional,Percussion
165,2,1378.986,17:33.3,A1b2,17:31.9,552,0 days 00:00:00.673379000,17:32.3,17:31.6,17:32.0,38.025,51.12842857,64.934018,1390.144182,66.07048516,1,-10.42,Professional,Percussion
166,3,1352.668,17:34.0,A1b2,17:32.6,552,0 days 00:00:00.673379000,17:33.0,17:32.3,17:32.7,27.605,51.12842857,64.934018,1390.144182,66.07048516,1,4.623,Professional,Percussion
167,4,1374.618,17:34.7,A1b2,17:33.3,552,0 days 00:00:00.650158000,17:33.6,17:33.0,17:33.3,32.228,51.12842857,64.934018,1390.144182,66.07048516,1,-3.097,Professional,Percussion
168,5,1384.638,17:35.3,A1b2,17:33.9,552,0 days 00:00:00.673379000,17:34.3,17:33.6,17:34.0,29.131,51.12842857,64.934018,1390.144182,66.07048516,1,21.95,Professional,Percussion
169,6,1375.212,17:36.0,A1b2,17:34.6,552,0 days 00:00:00.673379000,17:35.0,17:34.3,17:34.7,51.081,51.12842857,64.934018,1390.144182,66.07048516,1,-13.201,Professional,Percussion
170,7,1372.547,17:36.7,A1b2,17:35.3,552,0 days 00:00:00.673379000,17:35.6,17:35.0,17:35.3,37.88,51.12842857,64.934018,1390.144182,66.07048516,1,-9.426,Professional,Percussion
171,8,1349.506,17:37.3,A1b2,17:36.0,552,0 days 00:00:00.650158000,17:36.3,17:35.6,17:36.0,28.454,51.12842857,64.934018,1390.144182,66.07048516,1,20.556,Professional,Percussion
172,9,1380.742,17:38.0,A1b2,17:36.6,552,0 days 00:00:00.673379000,17:37.0,17:36.3,17:36.7,49.01,51.12842857,64.934018,1390.144182,66.07048516,1,-23.041,Professional,Percussion
173,10,1351.264,17:38.6,A1b2,17:37.3,552,0 days 00:00:00.673379000,17:37.6,17:37.0,17:37.3,25.969,51.12842857,64.934018,1390.144182,66.07048516,1,8.015,Professional,Percussion
174,11,1489.482,17:39.5,A1b2,17:38.0,552,0 days 00:00:00.650158000,17:38.3,17:37.6,17:38.0,33.984,51.12842857,64.934018,1390.144182,66.07048516,1,-6.257,Professional,Percussion
175,12,1373.137,17:40.0,A1b2,17:38.6,552,0 days 00:00:00.673379000,17:39.0,17:38.3,17:38.6,27.727,51.12842857,64.934018,1390.144182,66.07048516,1,138.218,Professional,Percussion
176,13,1370.912,17:40.7,A1b2,17:39.3,552,0 days 00:00:00.673379000,17:39.6,17:39.0,17:39.5,165.945,51.12842857,64.934018,1390.144182,66.07048516,1,-139.566,Professional,Percussion
177,14,1367.347,17:41.3,A1b2,17:40.0,552,0 days 00:00:00.673378000,17:40.3,17:39.6,17:40.0,26.379,51.12842857,64.934018,1390.144182,66.07048516,1,-2.224,Professional,Percussion
178,15,1355.687,17:42.0,A1b2,17:40.6,552,0 days 00:00:00.650159000,17:41.0,17:40.3,17:40.7,24.155,51.12842857,64.934018,1390.144182,66.07048516,1,19.655,Professional,Percussion
179,16,1362.051,17:42.6,A1b2,17:41.3,552,0 days 00:00:00.673379000,17:41.6,17:41.0,17:41.3,43.81,51.12842857,64.934018,1390.144182,66.07048516,1,-11.661,Professional,Percussion
180,17,1348.699,17:43.3,A1b2,17:42.0,552,0 days 00:00:00.673379000,17:42.3,17:41.6,17:42.0,32.149,51.12842857,64.934018,1390.144182,66.07048516,1,-16.856,Professional,Percussion
181,18,1624.367,17:44.3,A1b2,17:42.6,552,0 days 00:00:00.650158000,17:43.0,17:42.3,17:42.6,15.293,51.12842857,64.934018,1390.144182,66.07048516,1,9.869,Professional,Percussion
182,19,1390.461,17:44.7,A1b2,17:43.3,552,0 days 00:00:00.673379000,17:43.6,17:43.0,17:43.3,25.162,51.12842857,64.934018,1390.144182,66.07048516,1,275.668,Professional,Percussion
183,20,1361.934,17:45.3,A1b2,17:44.0,552,0 days 00:00:00.673379000,17:44.3,17:43.6,17:44.3,300.83,51.12842857,64.934018,1390.144182,66.07048516,1,-257.127,Professional,Percussion
184,21,1361.977,17:46.0,A1b2,17:44.6,552,0 days 00:00:00.673378000,17:45.0,17:44.3,17:44.7,43.703,51.12842857,64.934018,1390.144182,66.07048516,1,-28.526,Professional,Percussion
185,22,1505.795,17:46.8,A1b2,17:45.3,552,0 days 00:00:00.650159000,17:45.6,17:45.0,17:45.3,15.177,51.12842857,64.934018,1390.144182,66.07048516,1,,Professional,Percussion
186,1,1787.566,16:44.3,A1b3,16:42.5,552,0 days 00:00:00.441179000,16:42.8,16:42.3,,,22.46757895,44.52744671,1803.54365,49.17188589,3,,Professional,Percussion
187,2,1773.395,16:44.7,A1b3,16:43.0,552,0 days 00:00:00.441179000,16:43.2,16:42.8,,,22.46757895,44.52744671,1803.54365,49.17188589,3,,Professional,Percussion
188,3,1832.435,16:45.2,A1b3,16:43.4,552,0 days 00:00:00.464399000,16:43.6,16:43.2,,,22.46757895,44.52744671,1803.54365,49.17188589,3,,Professional,Percussion
189,4,1764.368,16:45.6,A1b3,16:43.9,552,0 days 00:00:00.441180000,16:44.1,16:43.6,16:43.9,-0.566,22.46757895,44.52744671,1803.54365,49.17188589,3,0.195,Professional,Percussion
190,5,1787.012,16:46.1,A1b3,16:44.3,552,0 days 00:00:00.441179000,16:44.5,16:44.1,16:44.3,-0.371,22.46757895,44.52744671,1803.54365,49.17188589,3,-14.171,Professional,Percussion
191,6,1805.395,16:46.6,A1b3,16:44.8,552,0 days 00:00:00.441179000,16:45.0,16:44.5,16:44.7,-14.542,22.46757895,44.52744671,1803.54365,49.17188589,3,59.04,Professional,Percussion
192,7,1764.522,16:47.0,A1b3,16:45.2,552,0 days 00:00:00.441179000,16:45.4,16:45.0,16:45.2,44.498,22.46757895,44.52744671,1803.54365,49.17188589,3,-44.847,Professional,Percussion
193,8,1789.575,16:47.4,A1b3,16:45.6,552,0 days 00:00:00.441179000,16:45.9,16:45.4,16:45.6,-0.349,22.46757895,44.52744671,1803.54365,49.17188589,3,22.645,Professional,Percussion
194,9,1793.643,16:47.9,A1b3,16:46.1,552,0 days 00:00:00.441179000,16:46.3,16:45.9,16:46.1,22.296,22.46757895,44.52744671,1803.54365,49.17188589,3,18.383,Professional,Percussion
195,10,1822.808,16:48.3,A1b3,16:46.5,552,0 days 00:00:00.441179000,16:46.7,16:46.3,16:46.6,40.679,22.46757895,44.52744671,1803.54365,49.17188589,3,-40.873,Professional,Percussion
196,11,1803.356,16:48.8,A1b3,16:47.0,552,0 days 00:00:00.464400000,16:47.2,16:46.7,16:47.0,-0.194,22.46757895,44.52744671,1803.54365,49.17188589,3,1.832,Professional,Percussion
197,12,1776.774,16:49.2,A1b3,16:47.4,552,0 days 00:00:00.441179000,16:47.6,16:47.2,16:47.4,1.638,22.46757895,44.52744671,1803.54365,49.17188589,3,4.068,Professional,Percussion
198,13,1779.763,16:49.6,A1b3,16:47.9,552,0 days 00:00:00.441179000,16:48.1,16:47.6,16:47.9,5.706,22.46757895,44.52744671,1803.54365,49.17188589,3,29.165,Professional,Percussion
199,14,1813.344,16:50.1,A1b3,16:48.3,552,0 days 00:00:00.441179000,16:48.5,16:48.1,16:48.3,34.871,22.46757895,44.52744671,1803.54365,49.17188589,3,-19.452,Professional,Percussion
200,15,1790.255,16:50.5,A1b3,16:48.8,552,0 days 00:00:00.441179000,16:49.0,16:48.5,16:48.8,15.419,22.46757895,44.52744671,1803.54365,49.17188589,3,-3.361,Professional,Percussion
201,16,1978.097,16:51.2,A1b3,16:49.2,552,0 days 00:00:00.441179000,16:49.4,16:49.0,16:49.2,12.058,22.46757895,44.52744671,1803.54365,49.17188589,3,2.989,Professional,Percussion
202,17,1776.953,16:51.4,A1b3,16:49.6,552,0 days 00:00:00.441179000,16:49.9,16:49.4,16:49.6,15.047,22.46757895,44.52744671,1803.54365,49.17188589,3,33.581,Professional,Percussion
203,18,1808.508,16:51.9,A1b3,16:50.1,552,0 days 00:00:00.464399000,16:50.3,16:49.9,16:50.1,48.628,22.46757895,44.52744671,1803.54365,49.17188589,3,-46.309,Professional,Percussion
204,19,1752.144,16:52.3,A1b3,16:50.5,552,0 days 00:00:00.441180000,16:50.8,16:50.3,16:50.5,2.319,22.46757895,44.52744671,1803.54365,49.17188589,3,187.841,Professional,Percussion
205,20,1870.96,16:52.9,A1b3,16:51.0,552,0 days 00:00:00.441179000,16:51.2,16:50.8,16:51.2,190.16,22.46757895,44.52744671,1803.54365,49.17188589,3,-201.144,Professional,Percussion
206,21,,,A1b3,16:51.4,552,0 days 00:00:00.441179000,16:51.6,16:51.2,16:51.4,-10.984,22.46757895,44.52744671,1803.54365,49.17188589,3,31.555,Professional,Percussion
207,22,,,A1b3,16:51.9,552,0 days 00:00:00.441179000,16:52.1,16:51.6,16:51.9,20.571,22.46757895,44.52744671,1803.54365,49.17188589,3,,Professional,Percussion
208,1,2015.656,17:20.2,A1b4,17:18.2,552,0 days 00:00:00.348300000,17:18.3,17:18.0,,,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
209,2,2021.362,17:20.5,A1b4,17:18.5,552,0 days 00:00:00.325079000,17:18.7,17:18.3,,,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
210,3,2014.994,17:20.8,A1b4,17:18.8,552,0 days 00:00:00.325079000,17:19.0,17:18.7,,,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
211,4,2029.985,17:21.2,A1b4,17:19.2,552,0 days 00:00:00.348300000,17:19.3,17:19.0,,,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
212,5,2031.429,17:21.5,A1b4,17:19.5,552,0 days 00:00:00.325079000,17:19.7,17:19.3,,,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
213,6,2041.497,17:21.9,A1b4,17:19.8,552,0 days 00:00:00.325079000,17:20.0,17:19.7,17:19.8,-20.288,23.22223529,14.567349,2028.516889,12.39483278,5,39.028,Professional,Percussion
214,7,2038.112,17:22.2,A1b4,17:20.2,552,0 days 00:00:00.348300000,17:20.3,17:20.0,17:20.2,18.74,23.22223529,14.567349,2028.516889,12.39483278,5,5.706,Professional,Percussion
215,8,2018.604,17:22.5,A1b4,17:20.5,552,0 days 00:00:00.325079000,17:20.7,17:20.3,17:20.5,24.446,23.22223529,14.567349,2028.516889,12.39483278,5,-6.368,Professional,Percussion
216,9,2035.204,17:22.9,A1b4,17:20.8,552,0 days 00:00:00.348299000,17:21.0,17:20.7,17:20.8,18.078,23.22223529,14.567349,2028.516889,12.39483278,5,-8.229,Professional,Percussion
217,10,2013.277,17:23.2,A1b4,17:21.2,552,0 days 00:00:00.325080000,17:21.3,17:21.0,17:21.2,9.849,23.22223529,14.567349,2028.516889,12.39483278,5,24.664,Professional,Percussion
218,11,2037.605,17:23.5,A1b4,17:21.5,552,0 days 00:00:00.325079000,17:21.7,17:21.3,17:21.5,34.513,23.22223529,14.567349,2028.516889,12.39483278,5,10.068,Professional,Percussion
219,12,2019.001,17:23.8,A1b4,17:21.8,552,0 days 00:00:00.348299000,17:22.0,17:21.7,17:21.9,44.581,23.22223529,14.567349,2028.516889,12.39483278,5,-26.605,Professional,Percussion
220,13,2021.331,17:24.2,A1b4,17:22.2,552,0 days 00:00:00.325080000,17:22.3,17:22.0,17:22.2,17.976,23.22223529,14.567349,2028.516889,12.39483278,5,3.712,Professional,Percussion
221,14,2026.771,17:24.5,A1b4,17:22.5,552,0 days 00:00:00.325079000,17:22.7,17:22.3,17:22.5,21.688,23.22223529,14.567349,2028.516889,12.39483278,5,16.6,Professional,Percussion
222,15,2026.008,17:24.9,A1b4,17:22.8,552,0 days 00:00:00.348300000,17:23.0,17:22.7,17:22.9,38.288,23.22223529,14.567349,2028.516889,12.39483278,5,-21.928,Professional,Percussion
223,16,2021.328,17:25.2,A1b4,17:23.2,552,0 days 00:00:00.325079000,17:23.3,17:23.0,17:23.2,16.36,23.22223529,14.567349,2028.516889,12.39483278,5,24.329,Professional,Percussion
224,17,2038.173,17:25.5,A1b4,17:23.5,552,0 days 00:00:00.325079000,17:23.7,17:23.3,17:23.5,40.689,23.22223529,14.567349,2028.516889,12.39483278,5,-18.604,Professional,Percussion
225,18,2062.967,17:25.9,A1b4,17:23.8,552,0 days 00:00:00.348300000,17:24.0,17:23.7,17:23.8,22.085,23.22223529,14.567349,2028.516889,12.39483278,5,2.329,Professional,Percussion
226,19,,,A1b4,17:24.2,552,0 days 00:00:00.325079000,17:24.3,17:24.0,17:24.2,24.414,23.22223529,14.567349,2028.516889,12.39483278,5,5.441,Professional,Percussion
227,20,,,A1b4,17:24.5,552,0 days 00:00:00.325079000,17:24.7,17:24.3,17:24.5,29.855,23.22223529,14.567349,2028.516889,12.39483278,5,-0.763,Professional,Percussion
228,21,,,A1b4,17:24.8,552,0 days 00:00:00.348300000,17:25.0,17:24.7,17:24.9,29.092,23.22223529,14.567349,2028.516889,12.39483278,5,-4.68,Professional,Percussion
229,22,,,A1b4,17:25.2,552,0 days 00:00:00.325079000,17:25.3,17:25.0,17:25.2,24.412,23.22223529,14.567349,2028.516889,12.39483278,5,,Professional,Percussion
230,1,-1139.369,27:46.4,A2a1,27:47.5,552,0 days 00:00:01.323537000,27:48.2,27:46.9,27:47.5,-9.877,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-47.633,Professional,Percussion
231,2,-1333.414,27:47.5,A2a1,27:48.9,552,0 days 00:00:01.323538000,27:49.5,27:48.2,27:48.8,-57.51,-25.50831579,40.48171598,-1349.530895,66.52167215,0,39.671,Professional,Percussion
232,3,-1381.048,27:48.8,A2a1,27:50.2,552,0 days 00:00:01.346757000,27:50.9,27:49.5,27:50.2,-17.839,-25.50831579,40.48171598,-1349.530895,66.52167215,0,67.151,Professional,Percussion
233,4,-1364.596,27:50.2,A2a1,27:51.5,552,0 days 00:00:01.323537000,27:52.2,27:50.9,27:51.6,49.312,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-72.576,Professional,Percussion
234,5,-1274.225,27:51.6,A2a1,27:52.9,552,0 days 00:00:01.346758000,27:53.5,27:52.2,27:52.8,-23.264,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-22.39,Professional,Percussion
235,6,-1370.022,27:52.8,A2a1,27:54.2,552,0 days 00:00:01.323537000,27:54.9,27:53.5,27:54.2,-45.654,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-7.158,Professional,Percussion
236,7,-1369.191,27:54.2,A2a1,27:55.5,552,0 days 00:00:01.346758000,27:56.2,27:54.9,27:55.5,-52.812,-25.50831579,40.48171598,-1349.530895,66.52167215,0,4.771,Professional,Percussion
237,8,-1399.57,27:55.5,A2a1,27:56.9,552,0 days 00:00:01.323537000,27:57.5,27:56.2,27:56.8,-48.041,-25.50831579,40.48171598,-1349.530895,66.52167215,0,100.31,Professional,Percussion
238,9,-1371.578,27:56.8,A2a1,27:58.2,552,0 days 00:00:01.323537000,27:58.9,27:57.5,27:58.2,52.269,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-58.735,Professional,Percussion
239,10,-1271.268,27:58.2,A2a1,27:59.5,552,0 days 00:00:01.346758000,28:00.2,27:58.9,27:59.5,-6.466,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-51.974,Professional,Percussion
240,11,-1353.224,27:59.5,A2a1,28:00.9,552,0 days 00:00:01.323537000,28:01.5,28:00.2,28:00.8,-58.44,-25.50831579,40.48171598,-1349.530895,66.52167215,0,45.335,Professional,Percussion
241,12,-1381.977,28:00.8,A2a1,28:02.2,552,0 days 00:00:01.346757000,28:02.9,28:01.5,28:02.2,-13.105,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-19.842,Professional,Percussion
242,13,-1359.862,28:02.2,A2a1,28:03.5,552,0 days 00:00:01.323538000,28:04.2,28:02.9,28:03.5,-32.947,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-44.496,Professional,Percussion
243,14,-1356.485,28:03.5,A2a1,28:04.9,552,0 days 00:00:01.346757000,28:05.5,28:04.2,28:04.8,-77.443,-25.50831579,40.48171598,-1349.530895,66.52167215,0,66.348,Professional,Percussion
244,15,-1424.2,28:04.8,A2a1,28:06.2,552,0 days 00:00:01.323538000,28:06.9,28:05.5,28:06.2,-11.095,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-28.14,Professional,Percussion
245,16,-1334.633,28:06.2,A2a1,28:07.5,552,0 days 00:00:01.323537000,28:08.2,28:06.9,28:07.5,-39.235,-25.50831579,40.48171598,-1349.530895,66.52167215,0,-68.903,Professional,Percussion
246,17,-1362.772,28:07.5,A2a1,28:08.8,552,0 days 00:00:01.346757000,28:09.5,28:08.2,28:08.7,-108.138,-25.50831579,40.48171598,-1349.530895,66.52167215,0,92.918,Professional,Percussion
247,18,-1454.895,28:08.7,A2a1,28:10.2,552,0 days 00:00:01.323538000,28:10.9,28:09.5,28:10.2,-15.22,-25.50831579,40.48171598,-1349.530895,66.52167215,0,46.067,Professional,Percussion
248,19,-1338.758,28:10.2,A2a1,28:11.5,552,0 days 00:00:01.346757000,28:12.2,28:10.9,28:11.6,30.847,-25.50831579,40.48171598,-1349.530895,66.52167215,0,,Professional,Percussion
249,1,1326.707,18:39.5,A2a2,18:38.2,552,0 days 00:00:00.673379000,18:38.5,18:37.8,,,14.87911111,29.55676858,1350.347222,33.79228592,1,,Professional,Percussion
250,2,1319.807,18:40.2,A2a2,18:38.8,552,0 days 00:00:00.673379000,18:39.2,18:38.5,18:38.8,7.155,14.87911111,29.55676858,1350.347222,33.79228592,1,-27.206,Professional,Percussion
251,3,1309.877,18:40.8,A2a2,18:39.5,552,0 days 00:00:00.650158000,18:39.8,18:39.2,18:39.5,-20.051,14.87911111,29.55676858,1350.347222,33.79228592,1,16.321,Professional,Percussion
252,4,1343.497,18:41.5,A2a2,18:40.2,552,0 days 00:00:00.673379000,18:40.5,18:39.8,18:40.2,-3.73,14.87911111,29.55676858,1350.347222,33.79228592,1,-9.93,Professional,Percussion
253,5,1362.198,18:42.2,A2a2,18:40.8,552,0 days 00:00:00.673379000,18:41.2,18:40.5,18:40.8,-13.66,14.87911111,29.55676858,1350.347222,33.79228592,1,10.399,Professional,Percussion
254,6,1342.281,18:42.8,A2a2,18:41.5,552,0 days 00:00:00.673379000,18:41.8,18:41.2,18:41.5,-3.261,14.87911111,29.55676858,1350.347222,33.79228592,1,18.701,Professional,Percussion
